Frequency,Power
1.895000000000000018e-01,4.272434200041203667e+02
1.900000000000000022e-01,2.741400076045352421e+02
1.905000000000000027e-01,7.540154715188860735e+01
1.910000000000000031e-01,1.669324796894819372e+02
1.915000000000000036e-01,1.373352365021682147e+02
1.920000000000000040e-01,7.286239837842731504e+01
1.925000000000000044e-01,2.855031576653921093e+02
1.930000000000000049e-01,9.970250229688467698e+02
1.935000000000000053e-01,1.298910082332958154e+03
1.940000000000000058e-01,9.667465618275826955e+02
1.945000000000000062e-01,5.583364917150183828e+02
1.950000000000000067e-01,4.009369416314586942e+01
1.955000000000000071e-01,6.860338509934236129e+01
1.960000000000000075e-01,4.866452519498133000e+01
1.965000000000000080e-01,2.417570824835841847e+01
1.970000000000000084e-01,4.722474647655780018e+02
1.975000000000000089e-01,2.551111361874157524e+02
1.980000000000000093e-01,2.536958192531704412e+02
1.985000000000000098e-01,6.132251015060737700e+02
1.990000000000000102e-01,9.852792321203271513e+02
1.995000000000000107e-01,7.214170735541554222e+02
2.000000000000000111e-01,2.165312216822551079e+02
2.005000000000000115e-01,1.429439058171565478e+02
2.010000000000000120e-01,1.248752784740378701e+02
2.015000000000000124e-01,4.250183986777196878e+02
2.020000000000000129e-01,1.764372557209690626e+02
2.025000000000000133e-01,2.994904757953556782e+02
2.030000000000000138e-01,5.204678073119562214e+02
2.035000000000000142e-01,4.544658149382805163e+02
2.040000000000000147e-01,3.684206901096816864e+02
2.045000000000000151e-01,2.745881361384063553e+02
2.050000000000000155e-01,5.605051307674483496e+02
2.055000000000000160e-01,4.124012968759652722e+02
2.060000000000000164e-01,1.816598103379348913e+03
2.065000000000000169e-01,1.260292601191189306e+03
2.070000000000000173e-01,1.414258657626509375e+03
2.075000000000000178e-01,5.172381146266943688e+02
2.080000000000000182e-01,4.826348122648740002e+01
2.084999999999999909e-01,6.773588377681960537e+01
2.089999999999999913e-01,4.001111504659174045e+01
2.094999999999999918e-01,7.470340472783367147e+01
2.099999999999999922e-01,8.526407014785453597e+00
2.104999999999999927e-01,3.219109701680537228e+01
2.109999999999999931e-01,2.180408920906726848e+02
2.114999999999999936e-01,1.086393840856426181e+02
2.119999999999999940e-01,1.060068779187352916e+01
2.124999999999999944e-01,1.881684176754295095e+02
2.129999999999999949e-01,6.087964566693170099e+01
2.134999999999999953e-01,1.802527363059340360e+02
2.139999999999999958e-01,3.491910095058386787e+02
2.144999999999999962e-01,3.516370910651386907e+02
2.149999999999999967e-01,3.742771274378320641e+02
2.154999999999999971e-01,1.911043981343175915e+02
2.159999999999999976e-01,2.186394846284472351e+02
2.164999999999999980e-01,2.109447194495791109e+02
2.169999999999999984e-01,3.947785831300531072e+02
2.174999999999999989e-01,5.090121219124785057e+02
2.179999999999999993e-01,2.722309937130075355e+02
2.184999999999999998e-01,1.952816554845512371e+02
2.190000000000000002e-01,6.673892925039982060e+01
2.195000000000000007e-01,1.929954651867652515e+01
2.200000000000000011e-01,6.941721976462197290e+02
2.205000000000000016e-01,1.351014573147591136e+03
2.210000000000000020e-01,1.505301623035657258e+03
2.215000000000000024e-01,6.268927573451537683e+02
2.220000000000000029e-01,3.008640799775512278e+02
2.225000000000000033e-01,3.233798596632132103e+02
2.230000000000000038e-01,3.116602136077523824e+02
2.235000000000000042e-01,3.700373024242524789e+00
2.240000000000000047e-01,4.707032741938443365e+01
2.245000000000000051e-01,5.776285749507385390e+02
2.250000000000000056e-01,6.865260757538466407e+01
2.255000000000000060e-01,4.399814135870813629e+02
2.260000000000000064e-01,2.860016526894607978e+02
2.265000000000000069e-01,1.561568787281181692e+01
2.270000000000000073e-01,1.114001582632430427e+02
2.275000000000000078e-01,1.529405927909861589e+02
2.280000000000000082e-01,1.804092880976190116e+01
2.285000000000000087e-01,1.095199650073174809e+02
2.290000000000000091e-01,3.545781455473725714e+02
2.295000000000000095e-01,1.593961047399871802e+02
2.300000000000000100e-01,6.150200914492604198e+01
2.305000000000000104e-01,2.056966115932467574e+02
2.310000000000000109e-01,1.329785517019468166e+01
2.315000000000000113e-01,8.745022389791911621e+01
2.320000000000000118e-01,2.134496220022439559e+02
2.325000000000000122e-01,1.612548543194906614e+01
2.330000000000000127e-01,1.387665606537066481e+02
2.335000000000000131e-01,7.675464468271384249e+02
2.340000000000000135e-01,1.391283763210240295e+03
2.345000000000000140e-01,1.074468035806232137e+03
2.350000000000000144e-01,6.607887416960711562e+02
2.355000000000000149e-01,1.683706856864694430e+02
2.360000000000000153e-01,3.872967825077330417e+02
2.365000000000000158e-01,3.716845202172084441e+02
2.370000000000000162e-01,6.633238751230302341e+02
2.375000000000000167e-01,3.499741018838678883e+02
2.380000000000000171e-01,4.276730782720665047e+01
2.385000000000000175e-01,8.421572880351455126e+01
2.390000000000000180e-01,1.522676750094346119e+02
2.395000000000000184e-01,2.615738985525796352e+02
2.399999999999999911e-01,1.236904607482170348e+02
2.404999999999999916e-01,6.138460044066425780e+02
2.409999999999999920e-01,2.852777808505430244e+02
2.414999999999999925e-01,2.861141059894643490e+01
2.419999999999999929e-01,1.526232695670878172e+02
2.424999999999999933e-01,1.721006989449814171e+02
2.429999999999999938e-01,2.397840936519300499e+02
2.434999999999999942e-01,4.091222916218367089e+01
2.439999999999999947e-01,2.935071143717453523e+01
2.444999999999999951e-01,1.556150098395121120e+02
2.449999999999999956e-01,4.693682015661590867e+02
2.454999999999999960e-01,2.989201447193090644e+02
2.459999999999999964e-01,1.384979206723490108e+02
2.464999999999999969e-01,3.995923320160821390e+02
2.469999999999999973e-01,4.553883868804187500e+02
2.474999999999999978e-01,7.809811457418126110e+02
2.479999999999999982e-01,5.169844549498075139e+02
2.484999999999999987e-01,2.486027778527676162e+02
2.489999999999999991e-01,3.439019697975486451e+02
2.494999999999999996e-01,1.638443532830637253e+02
2.500000000000000000e-01,1.580526307673006556e+02
2.505000000000000004e-01,1.146723732384831322e+02
2.510000000000000009e-01,2.845427714563553536e+02
2.515000000000000013e-01,5.217875515095303172e+02
2.520000000000000018e-01,1.666917632795638724e+02
2.525000000000000022e-01,8.934858149917383230e+01
2.530000000000000027e-01,8.176552242304494200e+01
2.535000000000000031e-01,1.244930814591287316e+01
2.540000000000000036e-01,2.240497634573360131e+02
2.545000000000000040e-01,6.691112765004106677e+01
2.550000000000000044e-01,2.077565161498391433e+02
2.555000000000000049e-01,1.930046050898967991e+01
2.560000000000000053e-01,8.445108180675008569e+00
2.565000000000000058e-01,1.439690834062659519e+00
2.570000000000000062e-01,4.611754444865503189e+01
2.575000000000000067e-01,4.085896701142348775e+01
2.580000000000000071e-01,3.777360421127260537e+01
2.585000000000000075e-01,2.648787226182233780e+02
2.590000000000000080e-01,2.165226279635747915e+02
2.595000000000000084e-01,1.787234534991427992e+01
2.600000000000000089e-01,4.995199595357148041e+02
2.605000000000000093e-01,5.116160494301735753e+02
2.610000000000000098e-01,2.634911622471865371e+02
2.615000000000000102e-01,4.198149286121707746e+01
2.620000000000000107e-01,1.487194044316381394e+02
2.625000000000000111e-01,2.568039246482777003e+02
2.630000000000000115e-01,1.174362076840455131e+02
2.635000000000000120e-01,2.640241196977391382e+02
2.640000000000000124e-01,4.677882673854358586e+01
2.645000000000000129e-01,2.227063518691684578e+02
2.650000000000000133e-01,1.450057369443858306e+02
2.655000000000000138e-01,1.366428213578505506e+02
2.660000000000000142e-01,1.364868855485962911e+02
2.665000000000000147e-01,2.041349191933425971e+02
2.670000000000000151e-01,2.459054316456991529e+01
2.675000000000000155e-01,1.996488965511475726e+02
2.680000000000000160e-01,4.359956626117640894e+02
2.685000000000000164e-01,4.136927629781187079e+02
2.690000000000000169e-01,1.361187735840201185e+02
2.695000000000000173e-01,4.399440298907499169e+01
2.700000000000000178e-01,1.783466192377658288e+01
2.705000000000000182e-01,9.812880435370286136e+01
2.710000000000000187e-01,3.616164627031427869e+01
2.715000000000000191e-01,2.589786359086680250e+02
2.720000000000000195e-01,2.434771494369053642e+02
2.725000000000000200e-01,2.821783713041768351e+02
2.730000000000000204e-01,1.045859683549856101e+02
2.735000000000000209e-01,1.435399075278576788e+02
2.740000000000000213e-01,3.216517815240813434e+02
2.745000000000000218e-01,4.202787099192809706e+02
2.750000000000000222e-01,2.961968064190417067e+02
2.755000000000000226e-01,4.086200646376757817e+01
2.760000000000000231e-01,1.472581335400071509e+02
2.765000000000000235e-01,1.411333625665932630e+02
2.770000000000000240e-01,2.917281210692174795e+02
2.775000000000000244e-01,6.223068981239777031e+02
2.780000000000000249e-01,5.185448846072363267e+02
2.785000000000000253e-01,3.034838608478975743e+02
2.790000000000000258e-01,7.614122989050517845e+02
2.795000000000000262e-01,1.967137572662167884e+02
2.800000000000000266e-01,2.551143976719087547e+01
2.805000000000000271e-01,6.901964109794333524e+01
2.810000000000000275e-01,6.301295688927334382e+00
2.815000000000000280e-01,4.840302793786839857e+02
2.820000000000000284e-01,3.433317908221252424e+02
2.825000000000000289e-01,3.477152400877779428e+02
2.830000000000000293e-01,4.947918789648815050e+02
2.835000000000000298e-01,2.158575093221692214e+02
2.840000000000000302e-01,2.595054614777121316e+01
2.845000000000000306e-01,1.815521759009411937e+02
2.850000000000000311e-01,2.114404984754465318e+02
2.855000000000000315e-01,6.117197827628942974e+01
2.860000000000000320e-01,2.844926396833251374e+02
2.865000000000000324e-01,2.477988481496910254e+02
2.870000000000000329e-01,4.392528414353548527e+01
2.875000000000000333e-01,1.038804898201032785e+02
2.880000000000000338e-01,1.968088929856861924e+01
2.884999999999999787e-01,3.561123956026688830e+01
2.889999999999999791e-01,1.041753598065949973e+02
2.894999999999999796e-01,2.456698246023503884e+02
2.899999999999999800e-01,1.903054987786930781e+02
2.904999999999999805e-01,4.080025867078119290e+02
