Frequency,Power
3.600000000000000422e-01,2.057032318443650354e+01
3.633333333333333415e-01,8.540888075483737296e+00
3.666666666666666963e-01,2.881728139333583627e+01
3.700000000000000511e-01,5.158827520270176592e+01
3.733333333333333504e-01,1.099772097474541610e+01
3.766666666666667052e-01,1.401648434643573005e+01
3.800000000000000044e-01,5.826777023626721785e+01
3.833333333333333592e-01,7.823548600302302702e+01
3.866666666666667140e-01,1.604592089634792274e+01
3.900000000000000133e-01,8.222359400196639356e-01
3.933333333333333681e-01,6.893908374547860873e+00
3.966666666666666674e-01,1.627569243689659118e+01
4.000000000000000222e-01,9.276770316846205677e-01
4.033333333333333770e-01,7.705581363422204788e+00
4.066666666666666763e-01,2.563844321052024000e+01
4.100000000000000311e-01,1.370076006103211519e+01
4.133333333333333859e-01,1.285743002565561532e+01
4.166666666666666852e-01,1.518878884716114896e+01
4.200000000000000400e-01,3.396692105969484743e+01
4.233333333333333393e-01,2.910530855309167819e+01
4.266666666666666941e-01,2.053131737374769283e+00
4.300000000000000488e-01,3.642215370084672799e+01
4.333333333333333481e-01,2.464128012421092251e+01
4.366666666666667029e-01,1.047489849124052519e+01
4.400000000000000022e-01,2.201156760732896789e+00
4.433333333333333570e-01,2.266303331665694998e+01
4.466666666666667118e-01,3.726434596945139077e+01
4.500000000000000111e-01,2.361314205004010702e+01
4.533333333333333659e-01,2.001233533997968195e+01
4.566666666666667207e-01,1.506426950357297478e+01
4.600000000000000200e-01,3.004787640077157818e+00
4.633333333333333748e-01,4.695556863932773162e+00
4.666666666666666741e-01,2.046327505042275874e+01
4.700000000000000289e-01,1.164951652493702206e+01
4.733333333333333837e-01,1.414410054844264186e+00
4.766666666666666829e-01,3.569192656068944647e+00
4.800000000000000377e-01,5.565488866588260919e+00
4.833333333333333370e-01,1.760991961386478621e+01
4.866666666666666918e-01,5.883322398599217351e+00
4.900000000000000466e-01,3.040112105955456911e+01
4.933333333333333459e-01,3.595932704429332549e+00
4.966666666666667007e-01,4.204507408132027280e+01
5.000000000000000000e-01,1.508718149115874212e+02
