Frequency,Power
2.909999999999999809e-01,5.600212242904217419e+01
2.914999999999999813e-01,5.006279631190363943e+02
2.919999999999999818e-01,6.217736058316345407e+02
2.924999999999999822e-01,2.735211656026340776e+01
2.929999999999999827e-01,1.383935328418983488e+02
2.934999999999999831e-01,7.024471057704383270e+01
2.939999999999999836e-01,6.397587641650249424e+01
2.944999999999999840e-01,3.462370163743431561e+01
2.949999999999999845e-01,5.039443978801789115e+01
2.954999999999999849e-01,6.297028124126334347e+01
2.959999999999999853e-01,6.140243933322449976e+01
2.964999999999999858e-01,7.148441277127939486e+01
2.969999999999999862e-01,3.449665743184177131e+02
2.974999999999999867e-01,5.443265734986732696e+02
2.979999999999999871e-01,2.851986237241169064e+01
2.984999999999999876e-01,2.902823142145410316e+02
2.989999999999999880e-01,1.187939023955765379e+02
2.994999999999999885e-01,8.393640498769920555e+01
2.999999999999999889e-01,1.828528848332911991e+02
3.004999999999999893e-01,7.740701613279759385e+01
3.009999999999999898e-01,3.299232964036657023e+01
3.014999999999999902e-01,2.847304102034942375e+01
3.019999999999999907e-01,2.760672399374259953e+02
3.024999999999999911e-01,1.796719817879393872e+02
3.029999999999999916e-01,1.065754044827199891e+02
3.034999999999999920e-01,2.910359566955267852e+01
3.039999999999999925e-01,1.393504906786217816e+02
3.044999999999999929e-01,2.870605025752761890e+02
3.049999999999999933e-01,2.087033592153014983e+00
3.054999999999999938e-01,6.138275473569522234e+01
3.059999999999999942e-01,6.023959906522100738e+01
3.064999999999999947e-01,4.928746654410310839e+02
3.069999999999999951e-01,9.521335653193258395e+02
3.074999999999999956e-01,4.031608489078938646e+02
3.079999999999999960e-01,2.430175069223463709e+02
3.084999999999999964e-01,1.067826972091899336e+02
3.089999999999999969e-01,2.108409115234791500e+02
3.094999999999999973e-01,6.381399328176604513e+02
3.099999999999999978e-01,4.350806664545574876e+01
3.104999999999999982e-01,1.368859236365182994e+02
3.109999999999999987e-01,8.884523428308487780e+01
3.114999999999999991e-01,3.755459603929767809e+02
3.119999999999999996e-01,3.175857675213692133e+01
3.125000000000000000e-01,1.700211403892248541e+01
3.130000000000000004e-01,1.689706264636358526e+02
3.135000000000000009e-01,1.005707084029213263e+02
3.140000000000000013e-01,3.952231462269556772e+01
3.145000000000000018e-01,8.844387715716261766e+01
3.150000000000000022e-01,5.619914485430245321e+01
3.155000000000000027e-01,1.846274515030427494e+02
3.160000000000000031e-01,4.461763516869338275e+01
3.165000000000000036e-01,2.933569582398316129e+02
3.170000000000000040e-01,4.196658051974626460e+02
3.175000000000000044e-01,3.267856782102722377e+02
3.180000000000000049e-01,1.677438618533275303e+02
3.185000000000000053e-01,1.171915689530773719e+01
3.190000000000000058e-01,1.851693595871755633e+02
3.195000000000000062e-01,1.230444210473155664e+02
3.200000000000000067e-01,1.688004584201462421e+01
3.205000000000000071e-01,1.071068295714165686e+02
3.210000000000000075e-01,3.889567301376926967e+00
3.215000000000000080e-01,7.860450615626301207e+00
3.220000000000000084e-01,2.845053339710809723e+02
3.225000000000000089e-01,2.272646234160719203e+01
3.230000000000000093e-01,7.565887230778162120e+01
3.235000000000000098e-01,4.166499655254553858e+01
3.240000000000000102e-01,3.087462021230148252e+02
3.245000000000000107e-01,2.688921858857547136e+02
3.250000000000000111e-01,2.698078716727468418e+01
3.255000000000000115e-01,1.919560727397516686e+01
3.260000000000000120e-01,9.769968815251571925e+01
3.265000000000000124e-01,3.058536458072705955e+01
3.270000000000000129e-01,9.326640551002036261e+01
3.275000000000000133e-01,2.944836816831422084e+02
3.280000000000000138e-01,3.741111768045715102e+00
3.285000000000000142e-01,2.035415315300304542e+02
3.290000000000000147e-01,1.194178121526098550e+02
3.295000000000000151e-01,5.473965807457243926e+01
3.300000000000000155e-01,4.280122563891902843e+01
3.305000000000000160e-01,2.215148117124755629e+02
3.310000000000000164e-01,6.346539175798268673e+01
3.315000000000000169e-01,2.525561027149739743e+02
3.320000000000000173e-01,1.080928120709727125e+02
3.325000000000000178e-01,4.159189006268383650e+02
3.330000000000000182e-01,3.689169067589882616e+02
3.335000000000000187e-01,2.760481645042787235e+01
3.340000000000000191e-01,9.849733469356596061e+01
3.345000000000000195e-01,2.491828538412188543e+00
3.350000000000000200e-01,3.609281813400758665e+02
3.355000000000000204e-01,4.723234532737200766e+02
3.360000000000000209e-01,6.321408589773145792e+01
3.365000000000000213e-01,1.780900211348881044e+02
3.370000000000000218e-01,5.256541301700098501e+01
3.375000000000000222e-01,9.332021667866730752e+01
3.380000000000000226e-01,1.845274069171165650e+02
3.385000000000000231e-01,1.745791347842099128e+02
3.390000000000000235e-01,1.541803446974809333e+02
3.395000000000000240e-01,1.544311291101748509e+02
3.400000000000000244e-01,7.904474913769753641e+01
3.405000000000000249e-01,3.799756856207602027e+02
3.410000000000000253e-01,2.375843384945566683e+01
3.415000000000000258e-01,3.055560903454599497e+01
3.420000000000000262e-01,9.674272043597132154e+01
3.425000000000000266e-01,1.509086775628603903e+02
3.430000000000000271e-01,2.018049365109822304e+02
3.435000000000000275e-01,2.665724945761897402e+02
3.440000000000000280e-01,4.156756118829853364e+01
3.445000000000000284e-01,8.943990401578480487e+01
3.450000000000000289e-01,1.211123074548430338e+02
3.455000000000000293e-01,2.756288368238583786e+01
3.460000000000000298e-01,1.676031277068684489e+01
3.465000000000000302e-01,8.995730941446015982e-02
3.470000000000000306e-01,2.129823283286745834e+02
3.475000000000000311e-01,2.869035028980002267e+02
3.480000000000000315e-01,1.386310444263112345e+02
3.485000000000000320e-01,1.472292047289364803e+01
3.490000000000000324e-01,1.349016365352781293e+02
3.495000000000000329e-01,3.221150033086103690e+02
3.500000000000000333e-01,3.207029320647257009e+02
3.505000000000000338e-01,2.586796371099950989e+02
3.510000000000000342e-01,2.784484145432583659e+02
3.515000000000000346e-01,8.633348714352950992e+01
3.519999999999999796e-01,1.671400617478442427e+02
3.524999999999999800e-01,3.861503560006911862e+00
3.529999999999999805e-01,5.212198276678002884e+01
3.534999999999999809e-01,1.449678127065091928e+02
3.539999999999999813e-01,1.334576770291032801e+02
3.544999999999999818e-01,2.982344833982110899e+01
3.549999999999999822e-01,3.604565538382938428e+01
3.554999999999999827e-01,4.248203255381907439e+01
3.559999999999999831e-01,4.779569821123363482e+01
3.564999999999999836e-01,1.713079709811401870e+02
3.569999999999999840e-01,4.545839539528746087e+01
3.574999999999999845e-01,1.008150746349421070e+02
3.579999999999999849e-01,2.017792417735462607e+01
3.584999999999999853e-01,2.140283280193226858e+02
3.589999999999999858e-01,1.035892894735972760e+02
3.594999999999999862e-01,5.254092840442130807e+01
3.599999999999999867e-01,9.720410797036201700e+01
3.604999999999999871e-01,7.141677271767262880e+01
3.609999999999999876e-01,4.399699291711552718e+01
3.614999999999999880e-01,8.291111907190305885e+01
3.619999999999999885e-01,1.098370222128386757e+02
3.624999999999999889e-01,4.545787329150932976e+01
3.629999999999999893e-01,2.792389669816845412e+02
3.634999999999999898e-01,5.971632846258424365e+01
3.639999999999999902e-01,9.277610005890640110e+00
3.644999999999999907e-01,1.586951494440314292e+01
3.649999999999999911e-01,3.819195494094251409e+00
3.654999999999999916e-01,1.347672949713625457e+01
3.659999999999999920e-01,1.038423729300159835e+02
3.664999999999999925e-01,1.523385787141156698e+02
3.669999999999999929e-01,1.107426741835391510e+02
3.674999999999999933e-01,3.700970668844709621e+02
3.679999999999999938e-01,2.374816872234983123e+02
3.684999999999999942e-01,3.033890899364428506e+01
3.689999999999999947e-01,8.878343551954965562e+01
3.694999999999999951e-01,1.635596325147334884e+00
3.699999999999999956e-01,2.662263690472324029e+01
3.704999999999999960e-01,4.316494005538100964e+01
3.709999999999999964e-01,3.172336978338590256e+02
3.714999999999999969e-01,1.439397099279164252e+02
3.719999999999999973e-01,2.992586188752336511e+02
3.724999999999999978e-01,1.574601137362434997e+02
3.729999999999999982e-01,2.987170850050790349e+01
3.734999999999999987e-01,9.845123798835972195e+01
3.739999999999999991e-01,1.313015680300771066e+02
3.744999999999999996e-01,2.163124505819526746e+02
3.750000000000000000e-01,2.191980533865198311e+02
3.755000000000000004e-01,1.693911623689130153e+01
3.760000000000000009e-01,3.649721778168083830e+01
3.765000000000000013e-01,3.591057345931594824e+01
3.770000000000000018e-01,7.747948011619219244e+01
3.775000000000000022e-01,7.132756889010207146e+01
3.780000000000000027e-01,7.516290527041172709e+01
3.785000000000000031e-01,2.153495451637147937e+02
3.790000000000000036e-01,2.378798426886564243e+02
3.795000000000000040e-01,1.127852112445976047e+02
3.800000000000000044e-01,3.914790790153753619e+02
3.805000000000000049e-01,1.428899861316154727e+02
3.810000000000000053e-01,9.518784379994212230e+00
3.815000000000000058e-01,5.237240733042965957e+01
3.820000000000000062e-01,3.583554172466056116e+02
3.825000000000000067e-01,3.799109333691787356e+02
3.830000000000000071e-01,2.672924557801389369e+02
3.835000000000000075e-01,2.381025196945503808e+02
3.840000000000000080e-01,1.895865603448214287e+01
3.845000000000000084e-01,1.105940310647235520e+02
3.850000000000000089e-01,2.629370747652183127e+02
3.855000000000000093e-01,9.887872605622958133e+01
3.860000000000000098e-01,5.352397068451509909e+01
3.865000000000000102e-01,1.249790520461109224e+02
3.870000000000000107e-01,8.080453679204639172e+01
3.875000000000000111e-01,8.908466770180314143e+01
3.880000000000000115e-01,1.089585793190829577e+01
3.885000000000000120e-01,5.433388659967397416e+01
3.890000000000000124e-01,9.637419367237465906e+01
3.895000000000000129e-01,1.921423882980062388e+02
3.900000000000000133e-01,4.953513756212090158e+01
3.905000000000000138e-01,2.138761277464263699e+01
3.910000000000000142e-01,4.259672021314374390e+00
3.915000000000000147e-01,1.082095698132616093e+02
3.920000000000000151e-01,6.676633714379060613e+00
3.925000000000000155e-01,1.031210568310544602e+02
3.930000000000000160e-01,2.305144473639244609e+02
3.935000000000000164e-01,3.883268308419705477e+02
3.940000000000000169e-01,7.638654152927200869e+01
3.945000000000000173e-01,2.762590187833981759e+01
3.950000000000000178e-01,5.312838626233804540e+00
3.955000000000000182e-01,3.842333412751241184e+01
3.960000000000000187e-01,1.752672477315923416e+01
3.965000000000000191e-01,2.495075320717832028e+02
3.970000000000000195e-01,3.670312303152427802e+01
3.975000000000000200e-01,1.743837654708705713e+02
3.980000000000000204e-01,1.868753972439371012e+02
3.985000000000000209e-01,1.310440716231668468e+01
3.990000000000000213e-01,1.602956133046687057e+02
3.995000000000000218e-01,9.931554272977025732e+01
4.000000000000000222e-01,9.939868393980556505e+01
4.005000000000000226e-01,1.978782485227971577e+01
4.010000000000000231e-01,3.443902920371616716e+01
4.015000000000000235e-01,1.679149323017467168e+02
4.020000000000000240e-01,2.248864603202744945e+02
4.025000000000000244e-01,1.944410486442782542e+02
4.030000000000000249e-01,8.525210169591016296e+00
4.035000000000000253e-01,5.795626042642296305e+00
4.040000000000000258e-01,2.619710767521942785e+02
4.045000000000000262e-01,5.466537119820212638e+02
4.050000000000000266e-01,3.095196282941803361e+02
4.055000000000000271e-01,3.766136585323765473e+01
4.060000000000000275e-01,7.449442734137043942e+01
4.065000000000000280e-01,3.102848532610348684e+02
4.070000000000000284e-01,4.617818059084452216e+02
4.075000000000000289e-01,1.985032205014856004e+02
4.080000000000000293e-01,5.477283657543321169e+02
4.085000000000000298e-01,6.123676247494865947e+02
4.090000000000000302e-01,2.587740333563253330e+02
4.095000000000000306e-01,5.622174560187720260e+01
4.100000000000000311e-01,2.715234228492082025e+01
4.105000000000000315e-01,2.576788044822535895e+01
4.110000000000000320e-01,1.813979454424751836e+00
4.115000000000000324e-01,8.023238436438671783e+01
4.120000000000000329e-01,8.886574748656279610e+00
4.125000000000000333e-01,1.066569715454046907e+01
4.130000000000000338e-01,3.545076689214078414e+01
4.135000000000000342e-01,8.624119044729367545e+01
4.140000000000000346e-01,1.282276425148990313e+02
4.145000000000000351e-01,1.407202922451884142e+01
4.150000000000000355e-01,2.056327210324693340e+02
4.155000000000000360e-01,2.059603342714351584e+02
4.160000000000000364e-01,2.028464267349212378e+02
4.164999999999999813e-01,9.879433773685583731e+01
4.169999999999999818e-01,2.535774909284586442e+01
4.174999999999999822e-01,1.249331122211076348e+02
4.179999999999999827e-01,8.778093629703616330e+01
4.184999999999999831e-01,7.966377722469410116e+01
4.189999999999999836e-01,2.997631514720875998e+02
4.194999999999999840e-01,1.297574555911070320e+02
4.199999999999999845e-01,1.619677152847491897e+01
4.204999999999999849e-01,2.064573931619169116e+02
4.209999999999999853e-01,1.289390274548804030e+02
4.214999999999999858e-01,5.772139051136350218e+01
4.219999999999999862e-01,4.862756336967587600e+01
4.224999999999999867e-01,1.492272341130545499e+02
4.229999999999999871e-01,5.568340547374481275e+01
4.234999999999999876e-01,5.566847947687053377e+00
4.239999999999999880e-01,2.172370999806450342e+01
4.244999999999999885e-01,1.389444068285880007e+02
4.249999999999999889e-01,5.144970968434259362e+01
4.254999999999999893e-01,1.338860901292202925e+02
4.259999999999999898e-01,1.463765447535273836e+02
4.264999999999999902e-01,3.512458597944045664e+02
4.269999999999999907e-01,1.762311287114765719e+02
4.274999999999999911e-01,5.489800792554654407e+01
4.279999999999999916e-01,2.971949112342127464e+01
4.284999999999999920e-01,2.466275655007500589e+01
4.289999999999999925e-01,4.937426910999691998e+00
4.294999999999999929e-01,1.528481268542269689e+01
4.299999999999999933e-01,1.964981795626375538e+00
4.304999999999999938e-01,9.072478987399593464e+00
4.309999999999999942e-01,1.903904057236463032e+01
4.314999999999999947e-01,6.212727049215450492e+00
4.319999999999999951e-01,6.931010345776337545e+01
4.324999999999999956e-01,4.664510454084229707e+01
4.329999999999999960e-01,1.522999385755265962e+02
4.334999999999999964e-01,7.103861416614377333e+01
4.339999999999999969e-01,6.798542394765111396e+01
4.344999999999999973e-01,1.852108284135161043e+01
4.349999999999999978e-01,3.819955551258866677e+01
4.354999999999999982e-01,2.099584960080601803e+01
4.359999999999999987e-01,2.162257205498900987e+02
4.364999999999999991e-01,1.529455391001573616e+02
4.369999999999999996e-01,4.343998967513368115e+00
4.375000000000000000e-01,1.127998671133295083e+01
4.380000000000000004e-01,1.126734426061839969e+02
4.385000000000000009e-01,5.197138527689940446e+01
4.390000000000000013e-01,2.228719138691993251e+01
4.395000000000000018e-01,3.830672615271289771e+01
4.400000000000000022e-01,1.360774619259140934e+02
4.405000000000000027e-01,1.357442082691550240e+02
4.410000000000000031e-01,3.438924521077023400e+01
4.415000000000000036e-01,2.084513983311426699e+01
4.420000000000000040e-01,6.796109197258535062e+01
4.425000000000000044e-01,2.697857477281942806e+02
4.430000000000000049e-01,5.484387956720742068e+02
4.435000000000000053e-01,3.341558344315209439e+01
4.440000000000000058e-01,1.492769342575685165e+00
4.445000000000000062e-01,1.257480328420455464e+02
4.450000000000000067e-01,6.043545816477055155e+01
4.455000000000000071e-01,1.079395414002502065e+02
4.460000000000000075e-01,3.074004986772836645e+01
4.465000000000000080e-01,7.030648988066249494e+00
4.470000000000000084e-01,1.299750209160849010e+02
4.475000000000000089e-01,3.402200655671550322e+01
4.480000000000000093e-01,7.644715665620488210e+00
4.485000000000000098e-01,2.834714009744005239e+02
4.490000000000000102e-01,2.792145250674839758e+02
4.495000000000000107e-01,1.747542842248762156e+02
4.500000000000000111e-01,6.398440263621315438e+01
4.505000000000000115e-01,4.079408716882126384e+01
4.510000000000000120e-01,2.252183198217932159e+01
4.515000000000000124e-01,1.198738132266440459e+01
4.520000000000000129e-01,1.087193114405661731e+02
4.525000000000000133e-01,2.128601858497223702e+02
4.530000000000000138e-01,3.245760224095459989e+02
4.535000000000000142e-01,1.143416892367049229e+02
4.540000000000000147e-01,8.739171826484591676e+00
4.545000000000000151e-01,6.067213267646942398e+01
4.550000000000000155e-01,2.985548283179846294e+02
4.555000000000000160e-01,2.078871995656785998e+02
4.560000000000000164e-01,2.904942857901459163e+01
4.565000000000000169e-01,3.414574035934035123e+01
4.570000000000000173e-01,2.457997939124116158e+02
4.575000000000000178e-01,7.670118921756674979e+01
4.580000000000000182e-01,8.969416222932878213e+01
4.585000000000000187e-01,2.735994489541737451e+01
4.590000000000000191e-01,5.237921502915154903e+00
4.595000000000000195e-01,9.866013953199413322e+01
4.600000000000000200e-01,2.209012711443627452e+01
4.605000000000000204e-01,5.277165091186836321e+01
4.610000000000000209e-01,1.488356272742582220e+01
4.615000000000000213e-01,2.129797402822661212e+01
4.620000000000000218e-01,8.657301538998017065e+01
4.625000000000000222e-01,4.499352156771387286e+02
4.630000000000000226e-01,2.217067737210522580e+02
4.635000000000000231e-01,2.399170394618435296e+02
4.640000000000000235e-01,1.918583238542607887e+02
4.645000000000000240e-01,1.684416901334922727e+02
4.650000000000000244e-01,9.668880868866928324e+01
4.655000000000000249e-01,3.223127578008011795e+01
4.660000000000000253e-01,1.410423487993387539e+02
4.665000000000000258e-01,3.879788391195901021e+00
4.670000000000000262e-01,2.084004372817265249e+00
4.675000000000000266e-01,4.759245992725873720e+01
4.680000000000000271e-01,9.030953414248727995e+01
4.685000000000000275e-01,1.825872966034836509e+02
4.690000000000000280e-01,7.059551996209631852e+01
4.695000000000000284e-01,1.211151019823005868e+02
4.700000000000000289e-01,1.619157058237762925e+01
4.705000000000000293e-01,8.714616122867137449e+01
4.710000000000000298e-01,8.517409074093193055e+01
4.715000000000000302e-01,1.219817801872697238e+01
4.720000000000000306e-01,1.659531631015413211e+01
4.725000000000000311e-01,8.038514474523850595e+01
4.730000000000000315e-01,2.497298987467978293e+01
4.735000000000000320e-01,5.680215984358665260e+00
4.740000000000000324e-01,1.252604062482113534e+01
4.745000000000000329e-01,2.281665431396876897e+02
4.750000000000000333e-01,3.580841536493186794e+01
4.755000000000000338e-01,2.253648748101524859e+02
4.760000000000000342e-01,1.032960851096932373e+02
4.765000000000000346e-01,9.992419295373611021e+01
4.770000000000000351e-01,2.820456875735845870e+02
4.775000000000000355e-01,6.318581304877530869e+01
4.780000000000000360e-01,5.959814129919289627e+01
4.785000000000000364e-01,5.140426372866880911e+01
4.790000000000000369e-01,2.374364560709221053e+02
4.795000000000000373e-01,4.742001912520156282e+01
4.799999999999999822e-01,2.320648227833743960e+01
4.804999999999999827e-01,1.067918264390821719e+02
4.809999999999999831e-01,3.503634347733159302e+02
4.814999999999999836e-01,1.231478804326827685e+02
4.819999999999999840e-01,1.010952021673357990e+02
4.824999999999999845e-01,3.156739705878401470e+00
4.829999999999999849e-01,2.116826511690736723e+01
4.834999999999999853e-01,6.294065901782064998e+01
4.839999999999999858e-01,5.112959106563171474e+01
4.844999999999999862e-01,6.045856154257280224e+01
4.849999999999999867e-01,1.717946218352646213e+02
4.854999999999999871e-01,4.038892054340553983e+01
4.859999999999999876e-01,5.920187994197531367e+01
4.864999999999999880e-01,2.353230894477308865e+01
4.869999999999999885e-01,8.054915731010056845e+01
4.874999999999999889e-01,2.371261333808575387e+02
4.879999999999999893e-01,1.235696607000829204e+02
4.884999999999999898e-01,1.440371653159142795e+02
4.889999999999999902e-01,8.459900660970538411e+01
4.894999999999999907e-01,7.350935100358346119e+01
4.899999999999999911e-01,1.559850165954706824e+02
4.904999999999999916e-01,3.837357083179933852e+02
4.909999999999999920e-01,2.070784947704037791e+02
4.914999999999999925e-01,1.378410434969412712e+01
4.919999999999999929e-01,5.180820244836811383e+01
4.924999999999999933e-01,4.761160471090535395e+01
4.929999999999999938e-01,3.470416062433304916e+01
4.934999999999999942e-01,7.978970003453454751e+01
4.939999999999999947e-01,4.640754865533493216e+02
4.944999999999999951e-01,1.588084556703817611e+02
4.949999999999999956e-01,1.781534760383339488e+01
4.954999999999999960e-01,1.042878806150910975e+02
4.959999999999999964e-01,1.014553623594066778e+02
4.964999999999999969e-01,1.864748316241355397e+01
4.969999999999999973e-01,1.114219641953027740e+01
4.974999999999999978e-01,6.637115943280626595e+01
4.979999999999999982e-01,1.141033013191981809e+02
4.984999999999999987e-01,6.022427236266173622e+01
4.989999999999999991e-01,6.704987491056743742e+00
4.994999999999999996e-01,6.998029028173880306e+01
5.000000000000000000e-01,6.692824795624489731e+00
