Frequency,Power
9.149999999999999800e-02,8.500975195728867675e+02
9.199999999999999845e-02,1.399699118171719192e+03
9.249999999999999889e-02,2.088457720138231252e+03
9.299999999999999933e-02,4.448783981191298267e+02
9.349999999999999978e-02,1.682750891424259976e+02
9.400000000000000022e-02,3.616853638584751707e+02
9.450000000000000067e-02,3.254883635904344175e+01
9.500000000000000111e-02,5.414941301452540756e+02
9.550000000000000155e-02,8.005608813516180362e+02
9.600000000000000200e-02,1.698453534504179743e+02
9.650000000000000244e-02,9.322946999008279363e+02
9.700000000000000289e-02,8.551375500179983646e+02
9.750000000000000333e-02,1.227017441539974030e+01
9.800000000000000377e-02,2.637225631281526717e+02
9.850000000000000422e-02,2.810152141154082983e+02
9.900000000000000466e-02,1.453118592026107535e+03
9.950000000000000511e-02,3.405729970822955693e+03
1.000000000000000056e-01,3.038639943383895456e+02
1.005000000000000060e-01,2.253921978805240371e+02
1.010000000000000064e-01,3.271203471965251993e+03
1.015000000000000069e-01,5.999957956049081076e+03
1.020000000000000073e-01,4.161051749269977336e+03
1.025000000000000078e-01,3.720582857360611797e+02
1.030000000000000082e-01,1.473733613140749981e+02
1.035000000000000087e-01,2.365148186292577748e+02
1.040000000000000091e-01,4.869133300130609143e+01
1.044999999999999957e-01,1.557029918938902746e+01
1.049999999999999961e-01,4.678012857736575825e+02
1.054999999999999966e-01,2.887301319986219141e+02
1.059999999999999970e-01,3.837486961897242850e+02
1.064999999999999974e-01,9.392990947778208692e+02
1.069999999999999979e-01,4.105579489517058960e+02
1.074999999999999983e-01,5.545577604625445929e+02
1.079999999999999988e-01,6.437332376220732613e+02
1.084999999999999992e-01,3.757259588617763484e+02
1.089999999999999997e-01,1.870553833102722763e+02
1.095000000000000001e-01,6.122086304231635268e+02
1.100000000000000006e-01,1.300087846045056722e+03
1.105000000000000010e-01,2.847520994786713189e+01
1.110000000000000014e-01,6.050322877228002199e+02
1.115000000000000019e-01,1.050390767259097629e+03
1.120000000000000023e-01,4.673939110056234369e+01
1.125000000000000028e-01,1.994590720057138640e+02
1.130000000000000032e-01,6.461169360756863398e+02
1.135000000000000037e-01,7.342741437206060482e+02
1.140000000000000041e-01,3.024726827773812943e+02
1.145000000000000046e-01,2.164246416282648511e+02
1.150000000000000050e-01,1.452838921065708291e+03
1.155000000000000054e-01,1.225065864087279124e+02
1.160000000000000059e-01,1.185034661580775264e+03
1.165000000000000063e-01,5.448336945960355706e+02
1.170000000000000068e-01,3.134367430432006358e+02
1.175000000000000072e-01,7.564502961557515448e+01
1.180000000000000077e-01,2.036308754883953611e+02
1.185000000000000081e-01,1.797851378307517507e+03
1.190000000000000085e-01,3.987842291413526254e+02
1.195000000000000090e-01,2.933036985139624448e+02
1.199999999999999956e-01,2.878195904601166717e+02
1.204999999999999960e-01,6.018210262737475205e+02
1.209999999999999964e-01,7.536356886942124333e+01
1.214999999999999969e-01,3.031297679628680157e+02
1.219999999999999973e-01,2.695406757532824713e+02
1.224999999999999978e-01,3.019823215588393168e+02
1.229999999999999982e-01,1.119211732104243310e+03
1.234999999999999987e-01,1.337407529953846506e+03
1.239999999999999991e-01,8.084654143708095262e+02
1.244999999999999996e-01,7.943040110788556376e+02
1.250000000000000000e-01,2.510543109034645113e+03
1.255000000000000004e-01,1.316825961393324178e+03
1.260000000000000009e-01,1.022019481659126768e+03
1.265000000000000013e-01,2.095754152871099450e+03
1.270000000000000018e-01,6.692983627469441217e+02
1.275000000000000022e-01,7.007036592087236215e+01
1.280000000000000027e-01,5.776184035691242116e+02
1.285000000000000031e-01,2.599373451731239129e+03
1.290000000000000036e-01,1.938654115703815023e+03
1.295000000000000040e-01,2.024043610904693082e+02
1.300000000000000044e-01,4.532505990332845727e+02
1.305000000000000049e-01,1.414039680081423001e+02
1.310000000000000053e-01,7.072870569619328762e+02
1.315000000000000058e-01,1.219369234302645424e+02
1.320000000000000062e-01,2.321161619202487429e+02
1.325000000000000067e-01,7.554209658553394036e+01
1.330000000000000071e-01,8.353499999813844852e+02
1.335000000000000075e-01,6.353670654348331936e+02
1.340000000000000080e-01,5.380089788072058354e+02
1.345000000000000084e-01,9.697601575485253989e+02
1.350000000000000089e-01,1.004381482496804210e+03
1.355000000000000093e-01,3.303942701584100519e+02
1.360000000000000098e-01,3.367417795157831506e+02
1.365000000000000102e-01,3.753654577829806271e+01
1.370000000000000107e-01,3.915423614386491522e+02
1.375000000000000111e-01,2.284133394233242313e+02
1.380000000000000115e-01,5.011467120549281731e+02
1.385000000000000120e-01,4.454608668751833420e+02
1.390000000000000124e-01,1.570659667374499122e+02
1.395000000000000129e-01,1.452960630789946492e+02
1.400000000000000133e-01,1.497677297719299645e+02
1.405000000000000138e-01,5.545064517853926134e+01
1.410000000000000142e-01,1.655487775669352004e+02
1.415000000000000147e-01,1.657501268107663464e+02
1.420000000000000151e-01,7.558258182499962459e+02
1.425000000000000155e-01,8.910140381229327886e+02
1.430000000000000160e-01,9.312310771669359610e+02
1.435000000000000164e-01,5.945658188666634487e+02
1.440000000000000169e-01,7.620854591947026790e+01
1.444999999999999896e-01,6.657486109311815881e+02
1.449999999999999900e-01,4.693200422329795742e+02
1.454999999999999905e-01,9.699352556844544893e+01
1.459999999999999909e-01,4.533966161797401924e+02
1.464999999999999913e-01,2.608110934286640941e+02
1.469999999999999918e-01,1.484217283573004806e+02
1.474999999999999922e-01,1.168561013642913622e+03
1.479999999999999927e-01,9.029519233347676845e+02
1.484999999999999931e-01,8.148983481703449172e+01
1.489999999999999936e-01,5.221313954267157698e+01
1.494999999999999940e-01,3.606207373168745107e+02
1.499999999999999944e-01,4.952944025916088435e+02
1.504999999999999949e-01,1.352841831231810659e+02
1.509999999999999953e-01,1.551877868118807839e+02
1.514999999999999958e-01,2.711561040749000995e+01
1.519999999999999962e-01,5.102932097479816207e+02
1.524999999999999967e-01,1.033206338811948854e+03
1.529999999999999971e-01,4.007665521808712583e+02
1.534999999999999976e-01,3.398662292569198939e+01
1.539999999999999980e-01,1.250494576607211457e+02
1.544999999999999984e-01,2.526366645528077015e+01
1.549999999999999989e-01,1.818419529095936014e+02
1.554999999999999993e-01,1.295811851254651117e+02
1.559999999999999998e-01,4.748182817844631813e+02
1.565000000000000002e-01,1.223001533621708404e+03
1.570000000000000007e-01,4.414962118783513461e+02
1.575000000000000011e-01,6.419103313645409798e+02
1.580000000000000016e-01,3.763310525224453613e+02
1.585000000000000020e-01,1.916498918897293038e+02
1.590000000000000024e-01,7.259433394780579363e+01
1.595000000000000029e-01,5.209046312605587445e+02
1.600000000000000033e-01,1.666309953145770351e+02
1.605000000000000038e-01,4.462967482002174080e+01
1.610000000000000042e-01,2.914484300306004911e+02
1.615000000000000047e-01,1.335381536360010386e+03
1.620000000000000051e-01,1.189639905866766640e+03
1.625000000000000056e-01,3.457702285992558018e+02
1.630000000000000060e-01,5.887787426115892231e+01
1.635000000000000064e-01,1.545877659223212142e+01
1.640000000000000069e-01,2.269945922377574448e+02
1.645000000000000073e-01,1.966449081289320020e+02
1.650000000000000078e-01,1.918496016264660398e+01
1.655000000000000082e-01,5.911155299785458794e+01
1.660000000000000087e-01,1.097939616728387620e+02
1.665000000000000091e-01,8.047747531461290293e+01
1.670000000000000095e-01,3.590498142101632766e+02
1.675000000000000100e-01,2.545738243134294123e+02
1.680000000000000104e-01,1.361762164614625021e+02
1.685000000000000109e-01,5.932522538809969319e+02
1.690000000000000113e-01,8.865568111098777990e+02
1.695000000000000118e-01,1.700709894429333247e+02
1.700000000000000122e-01,4.795163399873252530e+01
1.705000000000000127e-01,6.524078084362120080e+02
1.710000000000000131e-01,1.050236493643597214e+03
1.715000000000000135e-01,1.170213731093738716e+03
1.720000000000000140e-01,4.487565310462521779e+02
1.725000000000000144e-01,4.651079900721742320e+02
1.730000000000000149e-01,2.462877653396239168e+02
1.735000000000000153e-01,8.544807047440792758e+01
1.740000000000000158e-01,5.230326429012219478e+02
1.745000000000000162e-01,6.259173772864714635e+01
1.750000000000000167e-01,6.731944362588744468e+01
1.755000000000000171e-01,4.471868732378385403e+01
1.759999999999999898e-01,5.405823801051827360e+01
1.764999999999999902e-01,2.288434904665223257e+02
1.769999999999999907e-01,1.113040025755889474e+03
1.774999999999999911e-01,3.119155070150897018e+02
1.779999999999999916e-01,2.558831503129540295e+02
1.784999999999999920e-01,1.271511853664322587e+02
1.789999999999999925e-01,7.176752965860123368e+01
1.794999999999999929e-01,1.368255499226759184e+02
1.799999999999999933e-01,2.938433925139186726e+02
1.804999999999999938e-01,4.092582697753042567e+02
1.809999999999999942e-01,7.010910539243212725e+02
1.814999999999999947e-01,5.767912552997952389e+02
1.819999999999999951e-01,2.768875669641294834e+00
1.824999999999999956e-01,1.348595449724728224e-01
1.829999999999999960e-01,2.844573968304108007e+02
1.834999999999999964e-01,4.733457678596245444e+01
1.839999999999999969e-01,7.064712520103800841e+01
1.844999999999999973e-01,2.643007636844871513e+02
1.849999999999999978e-01,3.585541528538256557e+02
1.854999999999999982e-01,1.703982780042123935e+01
1.859999999999999987e-01,1.761431490074882618e+02
1.864999999999999991e-01,3.536044204120947825e+02
1.869999999999999996e-01,1.285926758689859298e+03
1.875000000000000000e-01,1.088114447609848867e+03
1.880000000000000004e-01,1.178735354278587920e+03
1.885000000000000009e-01,7.086464790418161783e+02
1.890000000000000013e-01,8.063713703510531161e+01
1.895000000000000018e-01,3.959982887372671030e+02
1.900000000000000022e-01,2.273341995702328973e+02
1.905000000000000027e-01,4.335366897437675107e+02
1.910000000000000031e-01,8.332968928517257012e+00
1.915000000000000036e-01,8.265390958503263619e+01
1.920000000000000040e-01,4.960021847604448340e+02
1.925000000000000044e-01,5.786485687850479565e+00
1.930000000000000049e-01,2.601933314328325508e+01
1.935000000000000053e-01,2.290890606680694646e+02
1.940000000000000058e-01,2.283429088659931097e+02
1.945000000000000062e-01,3.308032043615778548e+02
1.950000000000000067e-01,3.124780186042583523e+02
1.955000000000000071e-01,8.415902979336541634e+00
1.960000000000000075e-01,1.672705452453817259e+02
1.965000000000000080e-01,2.690704599066414175e+02
1.970000000000000084e-01,4.649755047129339403e+01
1.975000000000000089e-01,3.014260241361087083e+02
1.980000000000000093e-01,3.011243330414791899e+02
1.985000000000000098e-01,3.924144379025973706e+01
1.990000000000000102e-01,6.351234164394160331e+01
1.995000000000000107e-01,4.021237759266516036e+02
2.000000000000000111e-01,4.375449253213451470e+02
2.005000000000000115e-01,8.695826886297737701e+01
2.010000000000000120e-01,2.538453284329079054e+02
2.015000000000000124e-01,1.752439404210193459e+02
2.020000000000000129e-01,1.545675812414285417e+02
2.025000000000000133e-01,3.331584050082896198e+01
2.030000000000000138e-01,4.325665954472788712e+02
2.035000000000000142e-01,2.734717630442841596e+02
2.040000000000000147e-01,2.629528697014824346e+01
2.045000000000000151e-01,3.807265746625874385e+02
2.050000000000000155e-01,3.758945809899352639e+02
2.055000000000000160e-01,4.132209054452449664e+02
2.060000000000000164e-01,1.263306256508218439e+02
2.065000000000000169e-01,1.991676040847809190e+02
2.070000000000000173e-01,2.825254830035796090e+02
2.075000000000000178e-01,2.095522495697767624e+02
2.080000000000000182e-01,5.488454870888102022e+00
2.084999999999999909e-01,1.248575325214458154e+01
2.089999999999999913e-01,2.016123789622374431e+02
2.094999999999999918e-01,3.791594052451822563e+02
2.099999999999999922e-01,3.334306781992868878e+02
2.104999999999999927e-01,1.105862185796762560e+03
2.109999999999999931e-01,4.793527568330938493e+02
2.114999999999999936e-01,1.042378847828362467e+02
2.119999999999999940e-01,1.782074021336140959e+02
2.124999999999999944e-01,1.423941128586601508e+02
2.129999999999999949e-01,2.479701795163888391e+02
2.134999999999999953e-01,9.701251237197415378e+01
2.139999999999999958e-01,5.399322725703441392e+02
2.144999999999999962e-01,1.012765158387397605e+03
2.149999999999999967e-01,2.424963286321206795e+02
2.154999999999999971e-01,1.967455728448275067e+02
2.159999999999999976e-01,6.225941072357941586e+00
2.164999999999999980e-01,1.199974548562442749e+02
2.169999999999999984e-01,2.632664487658745998e+02
2.174999999999999989e-01,9.287262424496263691e+01
2.179999999999999993e-01,7.883286993951232091e+01
2.184999999999999998e-01,6.957993622668657281e+02
2.190000000000000002e-01,8.644911568739172480e+02
2.195000000000000007e-01,2.218320017126511345e+02
2.200000000000000011e-01,2.267675994762353753e+01
2.205000000000000016e-01,2.501079310922515333e+02
2.210000000000000020e-01,1.278297641967676100e+03
2.215000000000000024e-01,1.596892357064849648e+03
2.220000000000000029e-01,9.288832888029175194e+01
2.225000000000000033e-01,2.308627874039564745e+02
2.230000000000000038e-01,4.772343003387743465e+02
2.235000000000000042e-01,4.263501329861613343e+00
2.240000000000000047e-01,1.392469436137366188e+02
2.245000000000000051e-01,1.494288355700067825e+02
2.250000000000000056e-01,9.986030132359084632e+01
2.255000000000000060e-01,1.170080769879324180e+03
2.260000000000000064e-01,1.602774302928971565e+03
2.265000000000000069e-01,5.014010545313245188e+02
2.270000000000000073e-01,2.873050951520557916e+01
2.275000000000000078e-01,5.086647686090883980e+01
2.280000000000000082e-01,5.396671560514297283e+01
2.285000000000000087e-01,2.899323595592409788e+02
2.290000000000000091e-01,5.731642627500489198e+02
2.295000000000000095e-01,1.249418951736449515e+02
2.300000000000000100e-01,2.824320296000649364e+02
2.305000000000000104e-01,1.026384657673598753e+02
2.310000000000000109e-01,1.078051553126875461e+02
2.315000000000000113e-01,7.854532010100277830e+02
2.320000000000000118e-01,5.782246559859503350e+02
2.325000000000000122e-01,2.805825379048345667e+02
2.330000000000000127e-01,5.471853271977568767e+01
2.335000000000000131e-01,9.339684686921724932e+00
2.340000000000000135e-01,8.363407898279274377e+02
2.345000000000000140e-01,1.101463272953220439e+03
2.350000000000000144e-01,5.090413710836748606e+01
2.355000000000000149e-01,3.961688549696540349e+02
2.360000000000000153e-01,7.023992460608483270e+02
2.365000000000000158e-01,2.478845056694056552e+02
2.370000000000000162e-01,2.647072999757037906e+02
2.375000000000000167e-01,2.343849904326700369e+02
2.380000000000000171e-01,1.789179847585933487e+02
2.385000000000000175e-01,1.252144776399605206e+02
2.390000000000000180e-01,7.733627620779819267e+01
2.395000000000000184e-01,3.047787251697948108e+01
2.399999999999999911e-01,5.738757614468075730e+01
2.404999999999999916e-01,1.589040891954506662e+02
2.409999999999999920e-01,1.282713933582938068e+02
2.414999999999999925e-01,1.333507579923589859e+01
2.419999999999999929e-01,8.708403490464864660e+01
2.424999999999999933e-01,4.242703588178707719e+02
2.429999999999999938e-01,2.869897018785374598e+02
2.434999999999999942e-01,8.721498507245429721e+01
2.439999999999999947e-01,5.081836168679330257e+01
2.444999999999999951e-01,2.518468095013019763e+02
2.449999999999999956e-01,1.868369325541904402e+02
2.454999999999999960e-01,1.777794011289691412e+02
2.459999999999999964e-01,5.470367989258986086e+01
2.464999999999999969e-01,2.769832636850980734e+01
2.469999999999999973e-01,6.121021870821353872e+01
2.474999999999999978e-01,4.125934150759196939e+01
2.479999999999999982e-01,5.129774238912846158e+02
2.484999999999999987e-01,6.649741581066882645e+01
2.489999999999999991e-01,7.599609209956949663e+00
2.494999999999999996e-01,6.859674882439597354e+01
2.500000000000000000e-01,1.494060342229599314e+02
2.505000000000000004e-01,6.144210648594648916e+01
2.510000000000000009e-01,2.249150203270724830e+02
2.515000000000000013e-01,2.095755601563937489e+02
2.520000000000000018e-01,2.007635678598164475e+02
2.525000000000000022e-01,1.045680888810347398e+02
2.530000000000000027e-01,9.133806606446488274e+01
2.535000000000000031e-01,3.842429275160848192e+02
2.540000000000000036e-01,3.456547985203580993e+02
2.545000000000000040e-01,8.719452851762900991e+01
2.550000000000000044e-01,4.808516045295750274e+01
2.555000000000000049e-01,2.562308984044756244e+02
2.560000000000000053e-01,4.578967554517417966e+02
2.565000000000000058e-01,5.964865583966009126e+02
2.570000000000000062e-01,1.755588568187046974e+02
2.575000000000000067e-01,1.809123088902184051e+01
2.580000000000000071e-01,7.083188623535259865e+01
2.585000000000000075e-01,1.028376198669803898e+02
2.590000000000000080e-01,4.008655162327102062e+01
2.595000000000000084e-01,6.932061428967504213e+00
2.600000000000000089e-01,1.081136789880836631e+02
2.605000000000000093e-01,2.112269370003051847e+02
2.610000000000000098e-01,4.134440661710674476e+02
2.615000000000000102e-01,9.306300817303616668e+01
2.620000000000000107e-01,5.773041239212628852e+02
2.625000000000000111e-01,1.811157820508599769e+01
2.630000000000000115e-01,4.640405220450940504e+01
2.635000000000000120e-01,3.748244565490454079e+02
2.640000000000000124e-01,5.408037769745841672e+01
2.645000000000000129e-01,4.959274143765821208e+00
2.650000000000000133e-01,3.156358574452181642e+02
2.655000000000000138e-01,1.319413141090867612e+02
2.660000000000000142e-01,6.657282575302618000e+01
2.665000000000000147e-01,1.854382862027293744e+00
2.670000000000000151e-01,5.139253339766872841e+01
2.675000000000000155e-01,1.140611789034797141e+01
2.680000000000000160e-01,1.267173053671351681e+02
2.685000000000000164e-01,2.446850108361451532e+02
2.690000000000000169e-01,3.009957335273803025e+01
2.695000000000000173e-01,2.254861473454131726e+02
2.700000000000000178e-01,4.573284858853060797e+01
2.705000000000000182e-01,1.045795436912640071e+02
2.710000000000000187e-01,5.866818756790894440e+02
2.715000000000000191e-01,3.897898623431715919e+02
2.720000000000000195e-01,2.281559674011943883e+01
2.725000000000000200e-01,4.873121842567932163e+02
2.730000000000000204e-01,3.082133651958095584e+02
2.735000000000000209e-01,4.201729285553080899e+02
2.740000000000000213e-01,1.306694070678570654e+02
2.745000000000000218e-01,1.214154681414567172e+01
2.750000000000000222e-01,1.009137125011793188e+02
2.755000000000000226e-01,7.995493478148263478e+01
2.760000000000000231e-01,4.103888417799876720e+01
2.765000000000000235e-01,2.122809957077899412e+02
2.770000000000000240e-01,4.234315121353337759e+02
2.775000000000000244e-01,4.416824995923057884e+01
2.780000000000000249e-01,1.313869344403684352e+02
2.785000000000000253e-01,8.786950125209952489e+01
2.790000000000000258e-01,7.406666417929216095e+01
2.795000000000000262e-01,1.471960583700985694e+02
2.800000000000000266e-01,2.581202454603643446e+02
2.805000000000000271e-01,2.013903071974133638e+02
2.810000000000000275e-01,2.043997925320497018e+02
2.815000000000000280e-01,5.984418001712500512e+01
2.820000000000000284e-01,1.185092583437313607e+02
2.825000000000000289e-01,1.530699678246334656e+02
2.830000000000000293e-01,2.579558283225871378e+02
2.835000000000000298e-01,5.577531712284653622e+02
2.840000000000000302e-01,2.337393772281700421e+02
2.845000000000000306e-01,2.148371354987747139e+01
2.850000000000000311e-01,1.129290136722143103e+02
2.855000000000000315e-01,1.389300738621665232e+02
2.860000000000000320e-01,5.580902987155381112e+01
2.865000000000000324e-01,2.023616794919345523e+02
2.870000000000000329e-01,3.570086426102296429e+01
2.875000000000000333e-01,7.509611664512442530e+01
2.880000000000000338e-01,6.753966524065211274e+01
2.884999999999999787e-01,2.469096351998400962e+01
2.889999999999999791e-01,3.960233799935240313e+02
2.894999999999999796e-01,1.029391202759510406e+03
2.899999999999999800e-01,2.847412564586261396e+02
2.904999999999999805e-01,1.331863767258625160e+02
