date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_ICHIMOKU,exit0_ICHIMOKU
2020-09-23,104.45258331298828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[111.79999923706055],[107.40437507629395],[111.79999923706055],[104.45258331298828],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],111.79999923706055,111.79999923706055
2020-09-24,105.52518463134766,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[110.96500015258789],[107.55437469482422],[110.96500015258789],[105.52518463134766],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],110.96500015258789,110.96500015258789
2020-09-25,109.48410034179688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[110.96500015258789],[107.60687446594238],[110.96500015258789],[109.48410034179688],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],110.96500015258789,110.96500015258789
2020-09-28,112.09735870361328,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[110.96500015258789],[108.14437294006348],[110.96500015258789],[112.09735870361328],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],110.96500015258789,110.96500015258789
2020-09-29,111.24903106689453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[109.54999923706055],[108.75937461853027],[109.54999923706055],[111.24903106689453],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],109.54999923706055,109.54999923706055
2020-09-30,112.92618560791016,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[109.20999908447266],[111.99687385559082],[109.20999908447266],[112.92618560791016],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],109.20999908447266,109.20999908447266
2020-10-01,113.88177490234375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[110.18000030517578],[114.25312614440918],[110.18000030517578],[113.88177490234375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],110.18000030517578,110.18000030517578
2020-10-02,110.20565795898438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[110.40999984741211],[114.94000053405762],[110.40999984741211],[110.20565795898438],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],110.40999984741211,110.40999984741211
2020-10-05,113.59900665283203,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[111.36000061035156],[114.94000053405762],[111.36000061035156],[113.59900665283203],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],111.36000061035156,111.36000061035156
2020-10-06,110.3421859741211,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[111.36000061035156],[115.16937637329102],[111.36000061035156],[110.3421859741211],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],111.36000061035156,111.36000061035156
2020-10-07,112.21436309814453,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[111.36000061035156],[115.18062591552734],[111.36000061035156],[112.21436309814453],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],111.36000061035156,111.36000061035156
2020-10-08,112.10710144042969,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[112.69499969482422],[117.71437454223633],[112.69499969482422],[112.10710144042969],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],112.69499969482422,112.69499969482422
2020-10-09,114.05731201171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[114.97000122070312],[119.64500045776367],[114.97000122070312],[114.05731201171875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],114.97000122070312,114.97000122070312
2020-10-12,121.30227661132812,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[114.97000122070312],[122.23062324523926],[114.97000122070312],[121.30227661132812],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],114.97000122070312,114.97000122070312
2020-10-13,118.0844497680664,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[118.70000076293945],[122.5568733215332],[118.70000076293945],[118.0844497680664],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],118.70000076293945,118.70000076293945
2020-10-14,118.17222595214844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[118.80500030517578],[121.91874694824219],[118.80500030517578],[118.17222595214844],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],118.80500030517578,118.80500030517578
2020-10-15,117.70416259765625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[118.80500030517578],[123.68562316894531],[118.80500030517578],[117.70416259765625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],118.80500030517578,118.80500030517578
2020-10-16,116.0562515258789,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[118.81999969482422],[123.80937194824219],[118.81999969482422],[116.0562515258789],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],118.81999969482422,118.81999969482422
2020-10-19,113.09195709228516,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[118.81999969482422],[123.9368724822998],[118.81999969482422],[113.09195709228516],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],118.81999969482422,118.81999969482422
2020-10-20,114.58386993408203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[119.7599983215332],[123.76687240600586],[119.7599983215332],[114.58386993408203],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],119.7599983215332,119.7599983215332
2020-10-21,113.95979309082031,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[119.98999786376953],[123.76687240600586],[119.98999786376953],[113.95979309082031],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],119.98999786376953,119.98999786376953
2020-10-22,112.86766815185547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[120.15499877929688],[123.76687240600586],[120.15499877929688],[112.86766815185547],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],120.15499877929688,120.15499877929688
2020-10-23,112.17535400390625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[119.98999786376953],[121.48187255859375],[119.98999786376953],[112.17535400390625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],119.98999786376953,119.98999786376953
2020-10-26,112.18511199951172,0,[True],[False],BUY. Shares: 30,Entry conditions met: True,{},"{'order_size': 30, 'order_price': None, 'order_valid': None, 'order_status': 1}",[119.83499908447266],[119.77499771118164],[119.83499908447266],[112.18511199951172],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],119.83499908447266,119.83499908447266
2020-10-27,113.6965103149414,30,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[117.95499801635742],[117.66499710083008],[117.95499801635742],[113.6965103149414],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],117.95499801635742,117.95499801635742
2020-10-28,108.43097686767578,30,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[117.21500015258789],[116.16999816894531],[117.21500015258789],[108.43097686767578],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],117.21500015258789,117.21500015258789
2020-10-29,112.44839477539062,30,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[116.32500076293945],[116.16999816894531],[116.32500076293945],[112.44839477539062],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],116.32500076293945,116.32500076293945
2020-10-30,106.14926147460938,30,[False],[False],SELL,Stop loss hit,{'stop_loss': 'Triggered: 106.15 < 108.31'},"{'order_size': -30, 'order_price': None, 'order_valid': None, 'order_status': 1}",[115.7599983215332],[115.75249862670898],[115.7599983215332],[106.14926147460938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],115.7599983215332,115.7599983215332
2020-11-02,106.06149291992188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[113.35000228881836],[115.75249862670898],[113.35000228881836],[106.06149291992188],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],113.35000228881836,113.35000228881836
2020-11-03,107.68991088867188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[113.01499938964844],[115.75249862670898],[113.01499938964844],[107.68991088867188],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],113.01499938964844,113.01499938964844
2020-11-04,112.08760070800781,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[112.68000030517578],[115.04499816894531],[112.68000030517578],[112.08760070800781],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],112.68000030517578,112.68000030517578
2020-11-05,116.06600952148438,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[112.29999923706055],[114.87499809265137],[112.29999923706055],[116.06600952148438],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],112.29999923706055,112.29999923706055
2020-11-06,115.93414306640625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[113.47000122070312],[115.35999870300293],[113.47000122070312],[115.93414306640625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],113.47000122070312,113.47000122070312
2020-11-09,113.61918640136719,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[113.47000122070312],[115.4749984741211],[113.47000122070312],[113.61918640136719],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],113.47000122070312,113.47000122070312
2020-11-10,113.27729034423828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[114.65499877929688],[115.94999885559082],[114.65499877929688],[113.27729034423828],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],114.65499877929688,114.65499877929688
2020-11-11,116.71556854248047,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[114.65499877929688],[115.94999885559082],[114.65499877929688],[116.71556854248047],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],114.65499877929688,114.65499877929688
2020-11-12,116.44207000732422,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[114.65499877929688],[115.94999885559082],[114.65499877929688],[116.44207000732422],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],114.65499877929688,114.65499877929688
2020-11-13,116.49090576171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[114.65499877929688],[116.61749839782715],[114.65499877929688],[116.49090576171875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],114.65499877929688,114.65499877929688
2020-11-16,117.50675964355469,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[115.36000061035156],[117.7549991607666],[115.36000061035156],[117.50675964355469],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],115.36000061035156,115.36000061035156
2020-11-17,116.61788177490234,0,[True],[False],BUY. Shares: 28,Entry conditions met: True,{},"{'order_size': 28, 'order_price': None, 'order_valid': None, 'order_status': 1}",[117.16999816894531],[115.46999931335449],[117.16999816894531],[116.61788177490234],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],117.16999816894531,117.16999816894531
2020-11-18,115.28946685791016,28,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[118.05999755859375],[116.42000007629395],[118.05999755859375],[115.28946685791016],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],118.05999755859375,118.05999755859375
2020-11-19,115.88530731201172,28,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[118.05999755859375],[116.52499961853027],[118.05999755859375],[115.88530731201172],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],118.05999755859375,118.05999755859375
2020-11-20,114.61550903320312,28,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[118.05999755859375],[116.52499961853027],[118.05999755859375],[114.61550903320312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],118.05999755859375,118.05999755859375
2020-11-23,111.20651245117188,28,[False],[False],SELL,Stop loss hit,{'stop_loss': 'Triggered: 111.21 < 113.57'},"{'order_size': -28, 'order_price': None, 'order_valid': None, 'order_status': 1}",[117.55999755859375],[116.53249931335449],[117.55999755859375],[111.20651245117188],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],117.55999755859375,117.55999755859375
2020-11-24,112.49588012695312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[117.36999893188477],[116.53249931335449],[117.36999893188477],[112.49588012695312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],117.36999893188477,117.36999893188477
2020-11-25,113.33589935302734,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[116.78999710083008],[117.00249862670898],[116.78999710083008],[113.33589935302734],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],116.78999710083008,116.78999710083008
2020-11-27,113.88289642333984,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[116.78999710083008],[117.11749839782715],[116.78999710083008],[113.88289642333984],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],116.78999710083008,116.78999710083008
2020-11-30,116.28578186035156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[116.78999710083008],[117.19999885559082],[116.78999710083008],[116.28578186035156],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],116.78999710083008,116.78999710083008
2020-12-01,119.87059020996094,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[116.77999877929688],[117.11749839782715],[116.77999877929688],[119.87059020996094],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],116.77999877929688,116.77999877929688
2020-12-02,120.22221374511719,0,[True],[False],BUY. Shares: 27,Entry conditions met: True,{},"{'order_size': 27, 'order_price': None, 'order_valid': None, 'order_status': 1}",[118.02999877929688],[117.03999900817871],[118.02999877929688],[120.22221374511719],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],118.02999877929688,118.02999877929688
2020-12-03,120.08546447753906,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[118.02999877929688],[116.0999984741211],[118.02999877929688],[120.08546447753906],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],118.02999877929688,118.02999877929688
2020-12-04,119.4114761352539,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[118.18499755859375],[116.20499992370605],[118.18499755859375],[119.4114761352539],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],118.18499755859375,118.18499755859375
2020-12-07,120.87663269042969,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[118.18499755859375],[115.76000022888184],[118.18499755859375],[120.87663269042969],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],118.18499755859375,118.18499755859375
2020-12-08,121.49202728271484,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[118.57999801635742],[115.47749900817871],[118.57999801635742],[121.49202728271484],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],118.57999801635742,118.57999801635742
2020-12-09,118.95240020751953,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[120.07500076293945],[114.94000053405762],[120.07500076293945],[118.95240020751953],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],120.07500076293945,120.07500076293945
2020-12-10,120.37850189208984,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[121.08499908447266],[114.68499946594238],[121.08499908447266],[120.37850189208984],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],121.08499908447266,121.08499908447266
2020-12-11,119.56777954101562,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[121.37999725341797],[114.51749992370605],[121.37999725341797],[119.56777954101562],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],121.37999725341797,121.37999725341797
2020-12-14,118.95240020751953,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[122.97999954223633],[114.32749938964844],[122.97999954223633],[118.95240020751953],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],122.97999954223633,122.97999954223633
