date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_MINUS_DI,exit0_MINUS_DI
2022-11-04,136.78955078125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[30.206237774662412],[19.3686113552743],[30.206237774662412],[19.3686113552743],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],30.206237774662412,30.206237774662412
2022-11-07,137.32334899902344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[32.53650300981165],[17.363356174023817],[32.53650300981165],[17.363356174023817],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],32.53650300981165,32.53650300981165
2022-11-08,137.89671325683594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[31.081760955863768],[16.58702183912584],[31.081760955863768],[16.58702183912584],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],31.081760955863768,31.081760955863768
2022-11-09,133.31991577148438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[29.41062287085658],[18.680274672148254],[29.41062287085658],[18.680274672148254],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],29.41062287085658,29.41062287085658
2022-11-10,145.18197631835938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[31.727990118573157],[17.692431877054165],[31.727990118573157],[17.692431877054165],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],31.727990118573157,31.727990118573157
2022-11-11,147.9794464111328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[26.55360580029283],[24.8208080195857],[26.55360580029283],[24.8208080195857],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],26.55360580029283,26.55360580029283
2022-11-14,146.5757598876953,0,[True],[False],BUY. Shares: 42,Entry conditions met: True,{},"{'order_size': 42, 'order_price': None, 'order_valid': None, 'order_status': 1}",[24.744683449590497],[26.922616117225658],[24.744683449590497],[26.922616117225658],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],24.744683449590497,24.744683449590497
2022-11-15,148.31553649902344,42,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[23.860136750652686],[26.298874839918685],[23.860136750652686],[26.298874839918685],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],23.860136750652686,23.860136750652686
2022-11-16,147.0799102783203,42,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[21.795146735342062],[28.106884500391534],[21.795146735342062],[28.106884500391534],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],21.795146735342062,21.795146735342062
2022-11-17,148.9877166748047,42,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[22.70433272843256],[27.175255582486177],[22.70433272843256],[27.175255582486177],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],22.70433272843256,22.70433272843256
2022-11-18,149.5511474609375,42,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[21.145029512269378],[27.38342915907241],[21.145029512269378],[27.38342915907241],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],21.145029512269378,21.145029512269378
2022-11-21,146.30886840820312,42,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[20.109140053855725],[27.651917499956017],[20.109140053855725],[27.651917499956017],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],20.109140053855725,20.109140053855725
2022-11-22,148.45394897460938,42,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[22.460891083580105],[26.64831068792256],[22.460891083580105],[26.64831068792256],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],22.460891083580105,22.460891083580105
2022-11-23,149.33370971679688,42,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[22.27539809099675],[25.124811739824402],[22.27539809099675],[25.124811739824402],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],22.27539809099675,22.27539809099675
2022-11-25,146.40771484375,42,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[21.20336074713527],[25.92563919556307],[21.20336074713527],[25.92563919556307],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],21.20336074713527,21.20336074713527
2022-11-28,142.5624542236328,42,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[23.80254792360126],[25.07352669097079],[23.80254792360126],[25.07352669097079],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],23.80254792360126,23.80254792360126
2022-11-29,139.54747009277344,42,[False],[True],SELL,Stop loss hit,{'stop_loss': 'Triggered: 139.55 < 141.52'},"{'order_size': -42, 'order_price': None, 'order_valid': None, 'order_status': 1}",[28.307036465561154],[23.83131558963881],[28.307036465561154],[23.83131558963881],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],28.307036465561154,28.307036465561154
2022-11-30,146.32862854003906,-42,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[31.002988128291168],[22.210129338366613],[31.002988128291168],[22.210129338366613],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],31.002988128291168,31.002988128291168
2022-12-01,146.60543823242188,-42,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[26.943439237305352],[24.883567128803033],[26.943439237305352],[24.883567128803033],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],26.943439237305352,26.943439237305352
2022-12-02,146.1111602783203,-42,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[25.83098504735776],[24.460451935704334],[25.83098504735776],[24.460451935704334],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],25.83098504735776,25.83098504735776
2022-12-05,144.9447479248047,-42,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[26.37109758394356],[23.580880066286134],[26.37109758394356],[23.580880066286134],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],26.37109758394356,26.37109758394356
2022-12-06,141.26747131347656,-42,[True],[False],HOLD,Holding position; exit conditions: False,{},{},[24.3081807543482],[26.17159712380894],[24.3081807543482],[26.17159712380894],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],24.3081807543482,24.3081807543482
2022-12-07,139.3201446533203,-42,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': 42, 'order_price': None, 'order_valid': None, 'order_status': 1}",[28.13038587700369],[24.054635736701858],[28.13038587700369],[24.054635736701858],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],28.13038587700369,28.13038587700369
2022-12-08,141.01046752929688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[29.622768276408838],[22.810008114016735],[29.622768276408838],[22.810008114016735],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],29.622768276408838,29.622768276408838
2022-12-09,140.52613830566406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[27.699239524016836],[21.560789552540676],[27.699239524016836],[21.560789552540676],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],27.699239524016836,27.699239524016836
2022-12-12,142.829345703125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[25.700814042040914],[23.172298152027192],[25.700814042040914],[23.172298152027192],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],25.700814042040914,25.700814042040914
2022-12-13,143.79808044433594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[24.10698301530651],[21.735272550619108],[24.10698301530651],[21.735272550619108],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],24.10698301530651,24.10698301530651
2022-12-14,141.5640106201172,0,[True],[False],BUY. Shares: 43,Entry conditions met: True,{},"{'order_size': 43, 'order_price': None, 'order_valid': None, 'order_status': 1}",[21.52396363421037],[27.61431708204286],[21.52396363421037],[27.61431708204286],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],21.52396363421037,21.52396363421037
2022-12-15,134.93118286132812,43,[False],[False],SELL,Stop loss hit,{'stop_loss': 'Triggered: 134.93 < 138.08'},"{'order_size': -43, 'order_price': None, 'order_valid': None, 'order_status': 1}",[24.33801897856667],[25.36034157564019],[24.33801897856667],[25.36034157564019],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],24.33801897856667,24.33801897856667
2022-12-16,132.9640350341797,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[29.789765750815228],[23.219132825274514],[29.789765750815228],[23.219132825274514],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],29.789765750815228,29.789765750815228
2022-12-19,130.8486328125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[31.47019847635951],[21.868265604104455],[31.47019847635951],[21.868265604104455],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],31.47019847635951,31.47019847635951
2022-12-20,130.7794189453125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[33.25955848038743],[20.591298289816084],[33.25955848038743],[20.591298289816084],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],33.25955848038743,33.25955848038743
2022-12-21,133.89321899414062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[33.73986863619527],[19.527857036870778],[33.73986863619527],[19.527857036870778],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],33.73986863619527,33.73986863619527
2022-12-22,130.71023559570312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[30.67752192444535],[23.113428865317434],[30.67752192444535],[23.113428865317434],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],30.67752192444535,30.67752192444535
2022-12-23,130.344482421875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[32.4106784727677],[21.62058897488138],[32.4106784727677],[21.62058897488138],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],32.4106784727677,32.4106784727677
2022-12-27,128.53553771972656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[32.03424703679925],[20.68182180094911],[32.03424703679925],[20.68182180094911],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],32.03424703679925,32.03424703679925
2022-12-28,124.59138488769531,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[32.12802538978947],[19.786553356064314],[32.12802538978947],[19.786553356064314],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],32.12802538978947,32.12802538978947
2022-12-29,128.120361328125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[34.02449999613288],[18.1624272397289],[34.02449999613288],[18.1624272397289],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],34.02449999613288,34.02449999613288
2022-12-30,128.43666076660156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[30.906685955659874],[16.49812443840831],[30.906685955659874],[16.49812443840831],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],30.906685955659874,30.906685955659874
2023-01-03,123.63253021240234,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[30.136739091529932],[15.82962525384451],[30.136739091529932],[15.82962525384451],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],30.136739091529932,30.136739091529932
2023-01-04,124.90770721435547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[32.047112273139085],[14.177423328895086],[32.047112273139085],[14.177423328895086],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],32.047112273139085,32.047112273139085
2023-01-05,123.58309173583984,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[29.564638105016535],[13.079193732276503],[29.564638105016535],[13.079193732276503],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],29.564638105016535,29.564638105016535
2023-01-06,128.13023376464844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[28.663983491377945],[12.457021464079329],[28.663983491377945],[12.457021464079329],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],28.663983491377945,28.663983491377945
2023-01-09,128.65414428710938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[25.72725352433223],[15.030264474987039],[25.72725352433223],[15.030264474987039],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],25.72725352433223,25.72725352433223
2023-01-10,129.2274627685547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[23.671238872004142],[18.551628686518626],[23.671238872004142],[18.551628686518626],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],23.671238872004142,23.671238872004142
2023-01-11,131.95574951171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[25.263370732164564],[17.648321555500633],[25.263370732164564],[17.648321555500633],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],25.263370732164564,25.263370732164564
2023-01-12,131.8766632080078,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[23.577200774579666],[19.97705432873707],[23.577200774579666],[19.97705432873707],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],23.577200774579666,23.577200774579666
2023-01-13,133.21112060546875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[22.51170807180995],[20.276167275710982],[22.51170807180995],[20.276167275710982],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],22.51170807180995,22.51170807180995
2023-01-17,134.37759399414062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[21.312626111195],[20.27453619768104],[21.312626111195],[20.27453619768104],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],21.312626111195,21.312626111195
2023-01-18,133.65599060058594,0,[True],[False],BUY. Shares: 44,Entry conditions met: True,{},"{'order_size': 44, 'order_price': None, 'order_valid': None, 'order_status': 1}",[19.88543086349408],[22.80778917780768],[19.88543086349408],[22.80778917780768],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],19.88543086349408,19.88543086349408
2023-01-19,133.71533203125,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[18.500993255653484],[23.39123247119567],[18.500993255653484],[23.39123247119567],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],18.500993255653484,18.500993255653484
2023-01-20,136.28538513183594,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[19.822171088396008],[22.36357483405851],[19.822171088396008],[22.36357483405851],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],19.822171088396008,19.822171088396008
2023-01-23,139.48818969726562,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[18.37914593044033],[23.72888510311578],[18.37914593044033],[23.72888510311578],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],18.37914593044033,18.37914593044033
2023-01-24,140.89186096191406,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[16.291873728599676],[29.59041792942409],[16.291873728599676],[29.59041792942409],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.291873728599676,16.291873728599676
2023-01-25,140.22955322265625,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[15.314245056181251],[27.814781714796027],[15.314245056181251],[27.814781714796027],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],15.314245056181251,15.314245056181251
2023-01-26,142.305419921875,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[16.86230450137671],[26.14881288632685],[16.86230450137671],[26.14881288632685],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.86230450137671,16.86230450137671
2023-01-27,144.25277709960938,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[15.735078143940607],[27.426961681369654],[15.735078143940607],[27.426961681369654],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],15.735078143940607,15.735078143940607
2023-01-30,141.35646057128906,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[14.459986800801529],[30.108066183043316],[14.459986800801529],[30.108066183043316],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],14.459986800801529,14.459986800801529
2023-01-31,142.6316375732422,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[14.18868139964694],[28.733275259916933],[14.18868139964694],[28.733275259916933],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],14.18868139964694,14.18868139964694
2023-02-01,143.75852966308594,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[14.442062843072005],[27.252423512634376],[14.442062843072005],[27.252423512634376],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],14.442062843072005,14.442062843072005
2023-02-02,149.08657836914062,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[13.148164563075685],[28.655337936555227],[13.148164563075685],[28.655337936555227],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],13.148164563075685,13.148164563075685
2023-02-03,152.7242889404297,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[11.580613927729045],[32.58044969062498],[11.580613927729045],[32.58044969062498],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],11.580613927729045,11.580613927729045
2023-02-06,149.98611450195312,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[9.93858867883255],[37.166125498203556],[9.93858867883255],[37.166125498203556],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],9.93858867883255,9.93858867883255
2023-02-07,152.87257385253906,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[9.583100771888942],[35.836750816393916],[9.583100771888942],[35.836750816393916],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],9.583100771888942,9.583100771888942
2023-02-08,150.17393493652344,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[8.815565301487412],[36.21973924240055],[8.815565301487412],[36.21973924240055],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],8.815565301487412,8.815565301487412
2023-02-09,149.13597106933594,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[8.347368269384797],[34.296099199264425],[8.347368269384797],[34.296099199264425],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],8.347368269384797,8.347368269384797
2023-02-10,149.50230407714844,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[8.979389135578158],[32.06113895099013],[8.979389135578158],[32.06113895099013],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],8.979389135578158,8.979389135578158
2023-02-13,152.31394958496094,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[10.610801640535914],[30.91072793312914],[10.610801640535914],[30.91072793312914],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],10.610801640535914,10.610801640535914
2023-02-14,151.67044067382812,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[9.793857848928425],[33.256168857756556],[9.793857848928425],[33.256168857756556],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],9.793857848928425,9.793857848928425
2023-02-15,153.7791748046875,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[9.420660615582959],[31.65102557265897],[9.420660615582959],[31.65102557265897],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],9.420660615582959,9.420660615582959
2023-02-16,152.1753387451172,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[8.817507757896335],[32.516878076225275],[8.817507757896335],[32.516878076225275],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],8.817507757896335,8.817507757896335
2023-02-17,151.0269317626953,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[8.368508507104913],[32.279359198696284],[8.368508507104913],[32.279359198696284],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],8.368508507104913,8.368508507104913
2023-02-21,146.99757385253906,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[12.475462718418077],[31.050846964857307],[12.475462718418077],[31.050846964857307],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],12.475462718418077,12.475462718418077
2023-02-22,147.42327880859375,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[16.232642998225057],[29.42947626065541],[16.232642998225057],[29.42947626065541],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.232642998225057,16.232642998225057
2023-02-23,147.90838623046875,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[17.650873410740388],[27.83066227570061],[17.650873410740388],[27.83066227570061],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.650873410740388,17.650873410740388
2023-02-24,145.24525451660156,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[16.6293303752688],[26.94806963740014],[16.6293303752688],[26.94806963740014],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.6293303752688,16.6293303752688
2023-02-27,146.4431610107422,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[18.855748205556264],[25.812362823583374],[18.855748205556264],[25.812362823583374],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],18.855748205556264,18.855748205556264
2023-02-28,145.93826293945312,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[17.4364644049518],[27.666781160248394],[17.4364644049518],[27.666781160248394],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.4364644049518,17.4364644049518
2023-03-01,143.8592071533203,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[17.750294202821046],[26.23785089016897],[17.750294202821046],[26.23785089016897],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.750294202821046,17.750294202821046
2023-03-02,144.45323181152344,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[20.62360284732492],[25.064145012842804],[20.62360284732492],[25.064145012842804],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],20.62360284732492,20.62360284732492
2023-03-03,149.52212524414062,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[21.69048646647577],[23.603940506749293],[21.69048646647577],[23.603940506749293],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],21.69048646647577,21.69048646647577
2023-03-06,152.29415893554688,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[18.9188459337113],[29.033896021209106],[18.9188459337113],[29.033896021209106],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],18.9188459337113,18.9188459337113
2023-03-07,150.08644104003906,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[16.593814694202113],[34.876173604639156],[16.593814694202113],[34.876173604639156],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.593814694202113,16.593814694202113
2023-03-08,151.34373474121094,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[20.010376055048003],[33.00708717492159],[20.010376055048003],[33.00708717492159],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],20.010376055048003,20.010376055048003
2023-03-09,149.0865020751953,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[18.747923049237265],[30.92467271642245],[18.747923049237265],[30.92467271642245],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],18.747923049237265,18.747923049237265
2023-03-10,147.0173797607422,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[20.211555032977824],[28.46144418846278],[20.211555032977824],[28.46144418846278],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],20.211555032977824,20.211555032977824
2023-03-13,148.96771240234375,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[23.845620049834658],[26.692397446706913],[23.845620049834658],[26.692397446706913],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],23.845620049834658,23.845620049834658
2023-03-14,151.06655883789062,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[21.23249123572758],[27.704952725355348],[21.23249123572758],[27.704952725355348],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],21.23249123572758,21.23249123572758
2023-03-15,151.46255493164062,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[19.56130531132456],[25.986027336721154],[19.56130531132456],[25.986027336721154],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],19.56130531132456,19.56130531132456
2023-03-16,154.2939910888672,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[18.71379780105643],[24.43022943194665],[18.71379780105643],[24.43022943194665],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],18.71379780105643,18.71379780105643
2023-03-17,153.45248413085938,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[17.06277947900086],[27.94180360748613],[17.06277947900086],[27.94180360748613],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.06277947900086,17.06277947900086
2023-03-20,155.82847595214844,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[16.300417797383158],[27.201916270835913],[16.300417797383158],[27.201916270835913],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],16.300417797383158,16.300417797383158
2023-03-21,157.6897430419922,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[15.017517137409008],[27.007211544992497],[15.017517137409008],[27.007211544992497],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],15.017517137409008,15.017517137409008
2023-03-22,156.25424194335938,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[14.044117779450117],[28.124103338370688],[14.044117779450117],[28.124103338370688],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],14.044117779450117,14.044117779450117
2023-03-23,157.34323120117188,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[12.920332153125623],[30.800354039449598],[12.920332153125623],[30.800354039449598],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],12.920332153125623,12.920332153125623
2023-03-24,158.6500701904297,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[11.94696150041973],[27.93567350386694],[11.94696150041973],[27.93567350386694],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],11.94696150041973,11.94696150041973
2023-03-27,156.69972229003906,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[11.306130534936207],[26.43721344586084],[11.306130534936207],[26.43721344586084],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],11.306130534936207,11.306130534936207
2023-03-28,156.07598876953125,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[10.70756972217491],[25.822597141531443],[10.70756972217491],[25.822597141531443],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],10.70756972217491,10.70756972217491
2023-03-29,159.1648712158203,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[13.745009046634019],[24.608268955552266],[13.745009046634019],[24.608268955552266],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],13.745009046634019,13.745009046634019
2023-03-30,160.73899841308594,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[12.491396185949288],[27.057957830944773],[12.491396185949288],[27.057957830944773],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],12.491396185949288,12.491396185949288
2023-03-31,163.2536163330078,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[11.726085681654665],[28.03244033153101],[11.726085681654665],[28.03244033153101],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],11.726085681654665,11.726085681654665
2023-04-03,164.51095581054688,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[10.806836787049027],[30.489546788243363],[10.806836787049027],[30.489546788243363],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],10.806836787049027,10.806836787049027
2023-04-04,163.97634887695312,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[10.193589191447199],[31.17022250146497],[10.193589191447199],[31.17022250146497],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],10.193589191447199,10.193589191447199
2023-04-05,162.125,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[9.737157793131434],[30.831927703186917],[9.737157793131434],[30.831927703186917],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],9.737157793131434,9.737157793131434
2023-04-06,163.01602172851562,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[15.54425827098313],[28.88809750427673],[15.54425827098313],[28.88809750427673],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],15.54425827098313,15.54425827098313
2023-04-10,160.41229248046875,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[14.639018503821802],[27.20576218774887],[14.639018503821802],[27.20576218774887],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],14.639018503821802,14.639018503821802
2023-04-11,159.19456481933594,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[17.611497886049897],[25.612467794924445],[17.611497886049897],[25.612467794924445],['MINUS_DI cross_below None'],['MINUS_DI cross_above None'],17.611497886049897,17.611497886049897
