date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_EMA,exit0_EMA
2020-02-14,78.8585433959961,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[77.92229481051746],[76.19429117838541],[77.92229481051746],[76.19429117838541],['EMA cross_above None'],['EMA cross_below None'],77.92229481051746,77.92229481051746
2020-02-18,77.41459655761719,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[78.09252182605903],[76.36617841823127],[78.09252182605903],[76.36617841823127],['EMA cross_above None'],['EMA cross_below None'],78.09252182605903,78.09252182605903
2020-02-19,78.5357894897461,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[77.96926268634232],[76.43381829819165],[77.96926268634232],[76.43381829819165],['EMA cross_above None'],['EMA cross_below None'],77.96926268634232,77.96926268634232
2020-02-20,77.73008728027344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[78.07226755968846],[76.56942934280806],[78.07226755968846],[76.56942934280806],['EMA cross_above None'],['EMA cross_below None'],78.07226755968846,78.07226755968846
2020-02-21,75.97065734863281,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[78.01005296343118],[76.6443105000639],[78.01005296343118],[76.6443105000639],['EMA cross_above None'],['EMA cross_below None'],78.01005296343118,78.01005296343118
2020-02-24,72.3620376586914,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[77.63925376074056],[76.60084900642319],[77.63925376074056],[76.60084900642319],['EMA cross_above None'],['EMA cross_below None'],77.63925376074056,77.63925376074056
2020-02-25,69.91097259521484,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[76.67975992400434],[76.32737730656953],[76.67975992400434],[76.32737730656953],['EMA cross_above None'],['EMA cross_below None'],76.67975992400434,76.67975992400434
2020-02-26,71.0199966430664,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[75.44907131876988],[75.9134157122886],[75.44907131876988],[75.9134157122886],['EMA cross_above None'],['EMA cross_below None'],75.44907131876988,75.44907131876988
2020-02-27,66.3775634765625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[74.64378501409652],[75.59771125620975],[74.64378501409652],[75.59771125620975],['EMA cross_above None'],['EMA cross_below None'],74.64378501409652,74.64378501409652
2020-02-28,66.33873748779297,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[73.14083564363578],[75.00286301236154],[73.14083564363578],[75.00286301236154],['EMA cross_above None'],['EMA cross_below None'],73.14083564363578,73.14083564363578
2020-03-02,72.514892578125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[71.90409052439163],[74.44388717206681],[71.90409052439163],[74.44388717206681],['EMA cross_above None'],['EMA cross_below None'],71.90409052439163,71.90409052439163
2020-03-03,70.21188354492188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[72.01514544325224],[74.31943590794152],[72.01514544325224],[74.31943590794152],['EMA cross_above None'],['EMA cross_below None'],72.01514544325224,72.01514544325224
2020-03-04,73.46864318847656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[71.6872796435558],[74.0544325296822],[71.6872796435558],[74.0544325296822],['EMA cross_above None'],['EMA cross_below None'],71.6872796435558,71.6872796435558
2020-03-05,71.08551788330078,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[72.01116392445049],[74.01663966895926],[72.01116392445049],[74.01663966895926],['EMA cross_above None'],['EMA cross_below None'],72.01116392445049,72.01116392445049
2020-03-06,70.14152526855469,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[71.84286464424144],[73.82753503762646],[71.84286464424144],[73.82753503762646],['EMA cross_above None'],['EMA cross_below None'],71.84286464424144,71.84286464424144
2020-03-09,64.59387969970703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[71.53353021229839],[73.58972795575086],[71.53353021229839],[73.58972795575086],['EMA cross_above None'],['EMA cross_below None'],71.53353021229839,71.53353021229839
2020-03-10,69.24603271484375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[70.27177557364541],[73.00935064890932],[70.27177557364541],[73.00935064890932],['EMA cross_above None'],['EMA cross_below None'],70.27177557364541,70.27177557364541
2020-03-11,66.8410873413086,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[70.08527687204511],[72.76655594348574],[70.08527687204511],[72.76655594348574],['EMA cross_above None'],['EMA cross_below None'],70.08527687204511,70.08527687204511
2020-03-12,60.240211486816406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[69.49542423009302],[72.38426764657109],[69.49542423009302],[72.38426764657109],['EMA cross_above None'],['EMA cross_below None'],69.49542423009302,69.49542423009302
2020-03-13,67.4574966430664,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[67.81265827677],[71.60078015239337],[67.81265827677],[71.60078015239337],['EMA cross_above None'],['EMA cross_below None'],67.81265827677,67.81265827677
2020-03-16,58.77928161621094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[67.74808343427843],[71.3334715388884],[67.74808343427843],[71.3334715388884],['EMA cross_above None'],['EMA cross_below None'],67.74808343427843,67.74808343427843
2020-03-17,61.36381912231445,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[66.11739219462979],[70.52352380194147],[66.11739219462979],[70.52352380194147],['EMA cross_above None'],['EMA cross_below None'],66.11739219462979,66.11739219462979
2020-03-18,59.86163330078125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[65.25310618148154],[69.93257511293328],[65.25310618148154],[69.93257511293328],['EMA cross_above None'],['EMA cross_below None'],65.25310618148154,65.25310618148154
2020-03-19,59.40297317504883,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[64.27283838499058],[69.28283693150412],[64.27283838499058],[69.28283693150412],['EMA cross_above None'],['EMA cross_below None'],64.27283838499058,64.27283838499058
2020-03-20,55.63174057006836,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[63.38740834681934],[68.64542636657153],[63.38740834681934],[68.64542636657153],['EMA cross_above None'],['EMA cross_below None'],63.38740834681934,63.38740834681934
2020-03-23,54.449893951416016,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[61.977286932864615],[67.80583373453908],[61.977286932864615],[67.80583373453908],['EMA cross_above None'],['EMA cross_below None'],61.977286932864615,61.977286932864615
2020-03-24,59.91260528564453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[60.60867002714668],[66.94416020014404],[60.60867002714668],[66.94416020014404],['EMA cross_above None'],['EMA cross_below None'],60.60867002714668,60.60867002714668
2020-03-25,59.582557678222656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[60.482112801419014],[66.49051149598279],[60.482112801419014],[66.49051149598279],['EMA cross_above None'],['EMA cross_below None'],60.482112801419014,60.482112801419014
2020-03-26,62.71796798706055,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[60.31855732447421],[66.04483705612729],[60.31855732447421],[66.04483705612729],['EMA cross_above None'],['EMA cross_below None'],60.31855732447421,60.31855732447421
2020-03-27,60.121299743652344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[60.75481380858081],[65.83020034199396],[60.75481380858081],[65.83020034199396],['EMA cross_above None'],['EMA cross_below None'],60.75481380858081,60.75481380858081
2020-03-30,61.8370361328125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[60.63962943313927],[65.46188417435901],[60.63962943313927],[65.46188417435901],['EMA cross_above None'],['EMA cross_below None'],60.63962943313927,60.63962943313927
2020-03-31,61.710845947265625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[60.85733974217076],[65.22802301038827],[60.85733974217076],[65.22802301038827],['EMA cross_above None'],['EMA cross_below None'],60.85733974217076,60.85733974217076
2020-04-01,58.46380615234375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[61.01252268855164],[65.00110836115455],[61.01252268855164],[65.00110836115455],['EMA cross_above None'],['EMA cross_below None'],61.01252268855164,61.01252268855164
2020-04-02,59.439369201660156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[60.549119681968385],[64.57934692832805],[60.549119681968385],[64.57934692832805],['EMA cross_above None'],['EMA cross_below None'],60.549119681968385,60.549119681968385
2020-04-03,58.58515167236328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[60.34734686736689],[64.24773546209141],[60.34734686736689],[64.24773546209141],['EMA cross_above None'],['EMA cross_below None'],60.34734686736689,60.34734686736689
2020-04-06,63.695960998535156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[60.026947741002594],[63.882407475657345],[60.026947741002594],[63.882407475657345],['EMA cross_above None'],['EMA cross_below None'],60.026947741002594,60.026947741002594
2020-04-07,62.958213806152344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[60.694041060553964],[63.87037867068172],[60.694041060553964],[63.87037867068172],['EMA cross_above None'],['EMA cross_below None'],60.694041060553964,60.694041060553964
2020-04-08,64.56962585449219,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[61.10570883248094],[63.81152932458305],[61.10570883248094],[63.81152932458305],['EMA cross_above None'],['EMA cross_below None'],61.10570883248094,61.10570883248094
2020-04-09,65.0355453491211,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[61.73551192739208],[63.86043877812558],[61.73551192739208],[63.86043877812558],['EMA cross_above None'],['EMA cross_below None'],61.73551192739208,61.73551192739208
2020-04-13,66.31205749511719,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[62.33551800407008],[63.93625210528658],[62.33551800407008],[63.93625210528658],['EMA cross_above None'],['EMA cross_below None'],62.33551800407008,62.33551800407008
2020-04-14,69.6610107421875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[63.05852518426046],[64.08952987237242],[63.05852518426046],[64.08952987237242],['EMA cross_above None'],['EMA cross_below None'],63.05852518426046,63.05852518426046
2020-04-15,69.02518463134766,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[64.25897710388355],[64.44898025107017],[64.25897710388355],[64.44898025107017],['EMA cross_above None'],['EMA cross_below None'],64.25897710388355,64.25897710388355
2020-04-16,69.57365417480469,0,[True],[False],BUY. Shares: 43,Entry conditions met: True,{},"{'order_size': 43, 'order_price': None, 'order_valid': None, 'order_status': 1}",[65.1255602906952],[64.74421924334614],[65.1255602906952],[64.74421924334614],['EMA cross_above None'],['EMA cross_below None'],65.1255602906952,65.1255602906952
2020-04-17,68.62963104248047,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[65.93430463326057],[65.05579569053701],[65.93430463326057],[65.05579569053701],['EMA cross_above None'],['EMA cross_below None'],65.93430463326057,65.93430463326057
2020-04-20,67.20510864257812,43,[False],[False],SELL,Stop loss hit,{'stop_loss': 'Triggered: 67.21 < 68.25'},"{'order_size': -43, 'order_price': None, 'order_valid': None, 'order_status': 1}",[66.42436398039145],[65.28636571324304],[66.42436398039145],[65.28636571324304],['EMA cross_above None'],['EMA cross_below None'],66.42436398039145,66.42436398039145
2020-04-21,65.12776947021484,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[66.56631755533448],[65.41015557965176],[66.56631755533448],[65.41015557965176],['EMA cross_above None'],['EMA cross_below None'],66.56631755533448,66.56631755533448
2020-04-22,67.00371551513672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[66.30476335803999],[65.39193712097841],[66.30476335803999],[65.39193712097841],['EMA cross_above None'],['EMA cross_below None'],66.30476335803999,66.30476335803999
2020-04-23,66.74402618408203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[66.43184556842121],[65.49592282382734],[66.43184556842121],[65.49592282382734],['EMA cross_above None'],['EMA cross_below None'],66.43184556842121,66.43184556842121
2020-04-24,68.67088317871094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[66.48860568035954],[65.57644562126313],[66.48860568035954],[65.57644562126313],['EMA cross_above None'],['EMA cross_below None'],66.48860568035954,66.48860568035954
2020-04-27,68.71939849853516,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[66.88538340733251],[65.77608675400171],[66.88538340733251],[65.77608675400171],['EMA cross_above None'],['EMA cross_below None'],66.88538340733251,66.88538340733251
2020-04-28,67.60552215576172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[67.21884069664208],[65.9659778342942],[67.21884069664208],[65.9659778342942],['EMA cross_above None'],['EMA cross_below None'],67.21884069664208,67.21884069664208
2020-04-29,69.82601928710938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[67.28914641648201],[66.0717548872921],[67.28914641648201],[66.0717548872921],['EMA cross_above None'],['EMA cross_below None'],67.28914641648201,67.28914641648201
2020-04-30,71.29907989501953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[67.75039602932335],[66.31396549373193],[67.75039602932335],[66.31396549373193],['EMA cross_above None'],['EMA cross_below None'],67.75039602932335,67.75039602932335
2020-05-01,70.15122985839844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[68.39561127763174],[66.63558577768598],[68.39561127763174],[66.63558577768598],['EMA cross_above None'],['EMA cross_below None'],68.39561127763174,68.39561127763174
2020-05-04,71.14378356933594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[68.71481465595296],[66.86240152482871],[68.71481465595296],[66.86240152482871],['EMA cross_above None'],['EMA cross_below None'],68.71481465595296,68.71481465595296
2020-05-05,72.21157836914062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[69.15644536747715],[67.13861972124855],[69.15644536747715],[67.13861972124855],['EMA cross_above None'],['EMA cross_below None'],69.15644536747715,69.15644536747715
2020-05-06,72.95658874511719,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[69.71192409505232],[67.46590737595126],[69.71192409505232],[67.46590737595126],['EMA cross_above None'],['EMA cross_below None'],69.71192409505232,69.71192409505232
2020-05-07,73.71131896972656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[70.30186312233684],[67.82014488363939],[70.30186312233684],[67.82014488363939],['EMA cross_above None'],['EMA cross_below None'],70.30186312233684,70.30186312233684
2020-05-08,75.46578979492188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[70.9217641854986],[68.20022063112889],[70.9217641854986],[68.20022063112889],['EMA cross_above None'],['EMA cross_below None'],70.9217641854986,70.9217641854986
2020-05-11,76.65325164794922,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[71.74795065993919],[68.66896702879295],[71.74795065993919],[68.66896702879295],['EMA cross_above None'],['EMA cross_below None'],71.74795065993919,71.74795065993919
2020-05-12,75.7772445678711,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[72.6398235668501],[69.18408216551272],[72.6398235668501],[69.18408216551272],['EMA cross_above None'],['EMA cross_below None'],72.6398235668501,72.6398235668501
2020-05-13,74.8623046875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[73.21026374885392],[69.60944748179391],[73.21026374885392],[69.60944748179391],['EMA cross_above None'],['EMA cross_below None'],73.21026374885392,73.21026374885392
2020-05-14,75.32223510742188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[73.51063482860775],[69.94834149506528],[73.51063482860775],[69.94834149506528],['EMA cross_above None'],['EMA cross_below None'],73.51063482860775,73.51063482860775
2020-05-15,74.87689971923828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[73.84001669748304],[70.29504430876571],[73.84001669748304],[70.29504430876571],['EMA cross_above None'],['EMA cross_below None'],73.84001669748304,73.84001669748304
2020-05-18,76.6410903930664,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[74.02854088325671],[70.59064788363492],[74.02854088325671],[70.59064788363492],['EMA cross_above None'],['EMA cross_below None'],74.02854088325671,74.02854088325671
2020-05-19,76.19822692871094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[74.50354988504029],[70.98099901327565],[74.50354988504029],[70.98099901327565],['EMA cross_above None'],['EMA cross_below None'],74.50354988504029,74.50354988504029
2020-05-20,77.68014526367188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[74.8116729838895],[71.31759436265858],[74.8116729838895],[71.31759436265858],['EMA cross_above None'],['EMA cross_below None'],74.8116729838895,74.8116729838895
2020-05-21,77.10101318359375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[75.33321339839537],[71.72808151756267],[75.33321339839537],[71.72808151756267],['EMA cross_above None'],['EMA cross_below None'],75.33321339839537,75.33321339839537
2020-05-22,77.59740447998047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[75.65463154115871],[72.07472227020985],[75.65463154115871],[72.07472227020985],['EMA cross_above None'],['EMA cross_below None'],75.65463154115871,75.65463154115871
2020-05-26,77.07179260253906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[76.00786298458084],[72.43102434825957],[76.00786298458084],[72.43102434825957],['EMA cross_above None'],['EMA cross_below None'],76.00786298458084,76.00786298458084
2020-05-27,77.4075927734375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[76.2013047333005],[72.73042875176148],[76.2013047333005],[72.73042875176148],['EMA cross_above None'],['EMA cross_below None'],76.2013047333005,76.2013047333005
2020-05-28,77.4416732788086,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[76.42062983150723],[73.03218126928897],[76.42062983150723],[73.03218126928897],['EMA cross_above None'],['EMA cross_below None'],76.42062983150723,76.42062983150723
2020-05-29,77.3662338256836,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[76.60627409465293],[73.31666462474185],[76.60627409465293],[73.31666462474185],['EMA cross_above None'],['EMA cross_below None'],76.60627409465293,76.60627409465293
2020-06-01,78.31767272949219,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[76.74444859120395],[73.57792715383486],[76.74444859120395],[73.57792715383486],['EMA cross_above None'],['EMA cross_below None'],76.74444859120395,76.74444859120395
2020-06-02,78.68026733398438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[77.03048934361999],[73.88371719097405],[77.03048934361999],[73.88371719097405],['EMA cross_above None'],['EMA cross_below None'],77.03048934361999,77.03048934361999
2020-06-03,79.11338806152344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[77.33044897823169],[74.1931720389102],[77.33044897823169],[74.1931720389102],['EMA cross_above None'],['EMA cross_below None'],77.33044897823169,77.33044897823169
2020-06-04,78.43204498291016,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[77.65461972064836],[74.51060533069172],[77.65461972064836],[74.51060533069172],['EMA cross_above None'],['EMA cross_below None'],77.65461972064836,77.65461972064836
2020-06-05,80.66586303710938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[77.79596976833231],[74.76360143728647],[77.79596976833231],[74.76360143728647],['EMA cross_above None'],['EMA cross_below None'],77.79596976833231,77.79596976833231
2020-06-08,81.14280700683594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[78.3177685444736],[75.14439250824279],[78.3177685444736],[75.14439250824279],['EMA cross_above None'],['EMA cross_below None'],78.3177685444736,78.3177685444736
2020-06-09,83.70513916015625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[78.83141190126673],[75.53138699202299],[78.83141190126673],[75.53138699202299],['EMA cross_above None'],['EMA cross_below None'],78.83141190126673,78.83141190126673
2020-06-10,85.85867309570312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[79.71754413015573],[76.05872584157997],[79.71754413015573],[76.05872584157997],['EMA cross_above None'],['EMA cross_below None'],79.71754413015573,79.71754413015573
2020-06-11,81.73654174804688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[80.83411303298253],[76.69098050313632],[80.83411303298253],[76.69098050313632],['EMA cross_above None'],['EMA cross_below None'],80.83411303298253,80.83411303298253
2020-06-12,82.44223022460938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[80.99819098117604],[77.01650058345314],[80.99819098117604],[77.01650058345314],['EMA cross_above None'],['EMA cross_below None'],80.99819098117604,80.99819098117604
2020-06-15,83.46177673339844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[81.2607435708912],[77.36654765707613],[81.2607435708912],[77.36654765707613],['EMA cross_above None'],['EMA cross_below None'],81.2607435708912,81.2607435708912
2020-06-16,85.67372131347656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[81.66093141861978],[77.75978824264531],[81.66093141861978],[77.75978824264531],['EMA cross_above None'],['EMA cross_below None'],81.66093141861978,81.66093141861978
2020-06-17,85.55448150634766,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[82.390529581321],[78.27036456979573],[82.390529581321],[78.27036456979573],['EMA cross_above None'],['EMA cross_below None'],82.390529581321,82.390529581321
2020-06-18,85.58856964111328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[82.96579356768947],[78.74030759796037],[82.96579356768947],[78.74030759796037],['EMA cross_above None'],['EMA cross_below None'],82.96579356768947,82.96579356768947
2020-06-19,85.09944152832031,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[83.4426619446756],[79.18213095558315],[83.4426619446756],[79.18213095558315],['EMA cross_above None'],['EMA cross_below None'],83.4426619446756,83.4426619446756
2020-06-22,87.32598114013672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[83.74389459624737],[79.56389292801781],[83.74389459624737],[79.56389292801781],['EMA cross_above None'],['EMA cross_below None'],83.74389459624737,83.74389459624737
2020-06-23,89.18993377685547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[84.3951830587727],[80.06467281267064],[84.3951830587727],[80.06467281267064],['EMA cross_above None'],['EMA cross_below None'],84.3951830587727,84.3951830587727
2020-06-24,87.61554718017578,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[85.26695591660592],[80.65339932648902],[85.26695591660592],[80.65339932648902],['EMA cross_above None'],['EMA cross_below None'],85.26695591660592,85.26695591660592
2020-06-25,88.7786865234375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[85.69397250998226],[81.10257015575914],[85.69397250998226],[81.10257015575914],['EMA cross_above None'],['EMA cross_below None'],85.69397250998226,85.69397250998226
2020-06-26,86.05088806152344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[86.25482960333775],[81.59780346980291],[86.25482960333775],[81.59780346980291],['EMA cross_above None'],['EMA cross_below None'],86.25482960333775,86.25482960333775
2020-06-29,88.0340576171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[86.21774932300787],[81.88509924991392],[86.21774932300787],[81.88509924991392],['EMA cross_above None'],['EMA cross_below None'],86.21774932300787,86.21774932300787
2020-06-30,88.76895904541016,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[86.54798719467689],[82.28180624135092],[86.54798719467689],[82.28180624135092],['EMA cross_above None'],['EMA cross_below None'],86.54798719467689,86.54798719467689
2020-07-01,88.6010513305664,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[86.95180025844658],[82.7003322287096],[86.95180025844658],[82.7003322287096],['EMA cross_above None'],['EMA cross_below None'],86.95180025844658,86.95180025844658
2020-07-02,88.6010513305664,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[87.2516640897411],[83.08102378366812],[87.2516640897411],[83.08102378366812],['EMA cross_above None'],['EMA cross_below None'],87.2516640897411,87.2516640897411
2020-07-06,90.97114562988281,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[87.4970072244366],[83.43715459314544],[87.4970072244366],[83.43715459314544],['EMA cross_above None'],['EMA cross_below None'],87.4970072244366,87.4970072244366
2020-07-07,90.68888092041016,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[88.12866875269954],[83.92321853099946],[88.12866875269954],[83.92321853099946],['EMA cross_above None'],['EMA cross_below None'],88.12866875269954,88.12866875269954
2020-07-08,92.801025390625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[88.59416187410147],[84.35971287870338],[88.59416187410147],[84.35971287870338],['EMA cross_above None'],['EMA cross_below None'],88.59416187410147,88.59416187410147
2020-07-09,93.2000961303711,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[89.35904614983302],[84.90431368592414],[89.35904614983302],[84.90431368592414],['EMA cross_above None'],['EMA cross_below None'],89.35904614983302,89.35904614983302
2020-07-10,93.36311340332031,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[90.0574188735672],[85.43952545653362],[90.0574188735672],[85.43952545653362],['EMA cross_above None'],['EMA cross_below None'],90.0574188735672,90.0574188735672
2020-07-13,92.93242645263672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[90.65845424261322],[85.95072467890695],[90.65845424261322],[85.95072467890695],['EMA cross_above None'],['EMA cross_below None'],90.65845424261322,90.65845424261322
2020-07-14,94.47029876708984,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[91.07190373534476],[86.40115705140565],[91.07190373534476],[86.40115705140565],['EMA cross_above None'],['EMA cross_below None'],91.07190373534476,91.07190373534476
2020-07-15,95.1200180053711,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[91.68979374111659],[86.92174683951431],[91.68979374111659],[86.92174683951431],['EMA cross_above None'],['EMA cross_below None'],91.68979374111659,91.68979374111659
2020-07-16,93.9495620727539,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[92.31347088007195],[87.45066755989218],[92.31347088007195],[87.45066755989218],['EMA cross_above None'],['EMA cross_below None'],92.31347088007195,92.31347088007195
2020-07-17,93.75977325439453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[92.61094200601411],[87.86995107685101],[92.61094200601411],[87.86995107685101],['EMA cross_above None'],['EMA cross_below None'],92.61094200601411,92.61094200601411
2020-07-20,95.73566436767578,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[92.81982041481055],[88.24993960443446],[92.81982041481055],[88.24993960443446],['EMA cross_above None'],['EMA cross_below None'],92.81982041481055,92.81982041481055
2020-07-21,94.41435241699219,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[93.34997386078604],[88.73288958915971],[93.34997386078604],[88.73288958915971],['EMA cross_above None'],['EMA cross_below None'],93.34997386078604,93.34997386078604
2020-07-22,94.6795883178711,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[93.54349723464169],[89.09943557805214],[93.54349723464169],[89.09943557805214],['EMA cross_above None'],['EMA cross_below None'],93.54349723464169,93.54349723464169
2020-07-23,90.3701171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[93.7500592497743],[89.45944543223402],[93.7500592497743],[89.45944543223402],['EMA cross_above None'],['EMA cross_below None'],93.7500592497743,93.7500592497743
2020-07-24,90.14624786376953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[93.13552432936078],[89.5181984487028],[93.13552432936078],[89.5181984487028],['EMA cross_above None'],['EMA cross_below None'],93.13552432936078,93.13552432936078
2020-07-27,92.28271484375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[92.59201951743509],[89.55871776580389],[92.59201951743509],[89.55871776580389],['EMA cross_above None'],['EMA cross_below None'],92.59201951743509,92.59201951743509
2020-07-28,90.76676177978516,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[92.5357823040378],[89.73445951276815],[92.5357823040378],[89.73445951276815],['EMA cross_above None'],['EMA cross_below None'],92.5357823040378,92.5357823040378
2020-07-29,92.506591796875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[92.21414220871914],[89.80105965902733],[92.21414220871914],[89.80105965902733],['EMA cross_above None'],['EMA cross_below None'],92.21414220871914,92.21414220871914
