date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_STOCH,exit0_STOCH
2020-01-29,78.5241470336914,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[32.862092468450705],[nan],[32.862092468450705],[78.5241470336914],['STOCH cross_above None'],['STOCH cross_below None'],32.862092468450705,32.862092468450705
2020-01-30,78.4103775024414,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[29.33363804296558],[nan],[29.33363804296558],[78.4103775024414],['STOCH cross_above None'],['STOCH cross_below None'],29.33363804296558,29.33363804296558
2020-01-31,74.93376159667969,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[39.45901512148857],[nan],[39.45901512148857],[74.93376159667969],['STOCH cross_above None'],['STOCH cross_below None'],39.45901512148857,39.45901512148857
2020-02-03,74.72794342041016,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[18.623028879432322],[nan],[18.623028879432322],[74.72794342041016],['STOCH cross_above None'],['STOCH cross_below None'],18.623028879432322,18.623028879432322
2020-02-04,77.19499969482422,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[0.9456720750375945],[nan],[0.9456720750375945],[77.19499969482422],['STOCH cross_above None'],['STOCH cross_below None'],0.9456720750375945,0.9456720750375945
2020-02-05,77.82445526123047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.2370809725463054],[nan],[-3.2370809725463054],[77.82445526123047],['STOCH cross_above None'],['STOCH cross_below None'],-3.2370809725463054,-3.2370809725463054
2020-02-06,78.73479461669922,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.035358947614082],[nan],[16.035358947614082],[78.73479461669922],['STOCH cross_above None'],['STOCH cross_below None'],16.035358947614082,16.035358947614082
2020-02-07,77.6645736694336,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[36.87994437062121],[nan],[36.87994437062121],[77.6645736694336],['STOCH cross_above None'],['STOCH cross_below None'],36.87994437062121,36.87994437062121
2020-02-10,78.0334243774414,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[39.322778992289045],[nan],[39.322778992289045],[78.0334243774414],['STOCH cross_above None'],['STOCH cross_below None'],39.322778992289045,39.322778992289045
2020-02-11,77.56262969970703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[40.40988564542939],[nan],[40.40988564542939],[77.56262969970703],['STOCH cross_above None'],['STOCH cross_below None'],40.40988564542939,40.40988564542939
2020-02-12,79.40457916259766,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[34.312007150534306],[nan],[34.312007150534306],[79.40457916259766],['STOCH cross_above None'],['STOCH cross_below None'],34.312007150534306,34.312007150534306
2020-02-13,78.8391342163086,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[43.36392631647465],[nan],[43.36392631647465],[78.8391342163086],['STOCH cross_above None'],['STOCH cross_below None'],43.36392631647465,43.36392631647465
2020-02-14,78.8585433959961,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[47.55541902226287],[nan],[47.55541902226287],[78.8585433959961],['STOCH cross_above None'],['STOCH cross_below None'],47.55541902226287,47.55541902226287
2020-02-18,77.41459655761719,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[54.297067868159644],[nan],[54.297067868159644],[77.41459655761719],['STOCH cross_above None'],['STOCH cross_below None'],54.297067868159644,54.297067868159644
2020-02-19,78.5357894897461,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[43.94470877924948],[nan],[43.94470877924948],[78.5357894897461],['STOCH cross_above None'],['STOCH cross_below None'],43.94470877924948,43.94470877924948
2020-02-20,77.73008728027344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[42.75741153151471],[nan],[42.75741153151471],[77.73008728027344],['STOCH cross_above None'],['STOCH cross_below None'],42.75741153151471,42.75741153151471
2020-02-21,75.97065734863281,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[37.17206470052493],[nan],[37.17206470052493],[75.97065734863281],['STOCH cross_above None'],['STOCH cross_below None'],37.17206470052493,37.17206470052493
2020-02-24,72.3620376586914,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[29.71484375],[nan],[29.71484375],[72.3620376586914],['STOCH cross_above None'],['STOCH cross_below None'],29.71484375,29.71484375
2020-02-25,69.91097259521484,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[14.008702418965358],[nan],[14.008702418965358],[69.91097259521484],['STOCH cross_above None'],['STOCH cross_below None'],14.008702418965358,14.008702418965358
2020-02-26,71.0199966430664,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.853475636607239],[nan],[-2.853475636607239],[71.0199966430664],['STOCH cross_above None'],['STOCH cross_below None'],-2.853475636607239,-2.853475636607239
2020-02-27,66.3775634765625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.733344347369662],[nan],[-6.733344347369662],[66.3775634765625],['STOCH cross_above None'],['STOCH cross_below None'],-6.733344347369662,-6.733344347369662
2020-02-28,66.33873748779297,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-11.501312607686883],[nan],[-11.501312607686883],[66.33873748779297],['STOCH cross_above None'],['STOCH cross_below None'],-11.501312607686883,-11.501312607686883
2020-03-02,72.514892578125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.0123793838007473],[nan],[-2.0123793838007473],[72.514892578125],['STOCH cross_above None'],['STOCH cross_below None'],-2.0123793838007473,-2.0123793838007473
2020-03-03,70.21188354492188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[15.50083867931533],[nan],[15.50083867931533],[70.21188354492188],['STOCH cross_above None'],['STOCH cross_below None'],15.50083867931533,15.50083867931533
2020-03-04,73.46864318847656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[31.593537194470684],[nan],[31.593537194470684],[73.46864318847656],['STOCH cross_above None'],['STOCH cross_below None'],31.593537194470684,31.593537194470684
2020-03-05,71.08551788330078,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[45.26399143959808],[nan],[45.26399143959808],[71.08551788330078],['STOCH cross_above None'],['STOCH cross_below None'],45.26399143959808,45.26399143959808
2020-03-06,70.14152526855469,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[42.80846526971627],[nan],[42.80846526971627],[70.14152526855469],['STOCH cross_above None'],['STOCH cross_below None'],42.80846526971627,42.80846526971627
2020-03-09,64.59387969970703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[43.104532031332184],[nan],[43.104532031332184],[64.59387969970703],['STOCH cross_above None'],['STOCH cross_below None'],43.104532031332184,43.104532031332184
2020-03-10,69.24603271484375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[26.1859271540894],[nan],[26.1859271540894],[69.24603271484375],['STOCH cross_above None'],['STOCH cross_below None'],26.1859271540894,26.1859271540894
2020-03-11,66.8410873413086,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[22.854797021005194],[nan],[22.854797021005194],[66.8410873413086],['STOCH cross_above None'],['STOCH cross_below None'],22.854797021005194,22.854797021005194
2020-03-12,60.240211486816406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.76167481682852],[nan],[16.76167481682852],[60.240211486816406],['STOCH cross_above None'],['STOCH cross_below None'],16.76167481682852,16.76167481682852
2020-03-13,67.4574966430664,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[11.60605783718023],[nan],[11.60605783718023],[67.4574966430664],['STOCH cross_above None'],['STOCH cross_below None'],11.60605783718023,11.60605783718023
2020-03-16,58.77928161621094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[14.536566849037017],[nan],[14.536566849037017],[58.77928161621094],['STOCH cross_above None'],['STOCH cross_below None'],14.536566849037017,14.536566849037017
2020-03-17,61.36381912231445,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[6.2743277505254085],[nan],[6.2743277505254085],[61.36381912231445],['STOCH cross_above None'],['STOCH cross_below None'],6.2743277505254085,6.2743277505254085
2020-03-18,59.86163330078125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[14.035877310700718],[nan],[14.035877310700718],[59.86163330078125],['STOCH cross_above None'],['STOCH cross_below None'],14.035877310700718,14.035877310700718
2020-03-19,59.40297317504883,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[2.2013960556042833],[nan],[2.2013960556042833],[59.40297317504883],['STOCH cross_above None'],['STOCH cross_below None'],2.2013960556042833,2.2013960556042833
2020-03-20,55.63174057006836,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[4.989723603118917],[nan],[4.989723603118917],[55.63174057006836],['STOCH cross_above None'],['STOCH cross_below None'],4.989723603118917,4.989723603118917
2020-03-23,54.449893951416016,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-0.9957325210247099],[nan],[-0.9957325210247099],[54.449893951416016],['STOCH cross_above None'],['STOCH cross_below None'],-0.9957325210247099,-0.9957325210247099
2020-03-24,59.91260528564453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-0.24995051739028518],[nan],[-0.24995051739028518],[59.91260528564453],['STOCH cross_above None'],['STOCH cross_below None'],-0.24995051739028518,-0.24995051739028518
2020-03-25,59.582557678222656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[9.872351118690569],[nan],[9.872351118690569],[59.582557678222656],['STOCH cross_above None'],['STOCH cross_below None'],9.872351118690569,9.872351118690569
2020-03-26,62.71796798706055,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[23.234843464142163],[nan],[23.234843464142163],[62.71796798706055],['STOCH cross_above None'],['STOCH cross_below None'],23.234843464142163,23.234843464142163
2020-03-27,60.121299743652344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[38.60426510512972],[nan],[38.60426510512972],[60.121299743652344],['STOCH cross_above None'],['STOCH cross_below None'],38.60426510512972,38.60426510512972
2020-03-30,61.8370361328125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[40.822106762259715],[nan],[40.822106762259715],[61.8370361328125],['STOCH cross_above None'],['STOCH cross_below None'],40.822106762259715,40.822106762259715
2020-03-31,61.710845947265625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[46.73717377501964],[nan],[46.73717377501964],[61.710845947265625],['STOCH cross_above None'],['STOCH cross_below None'],46.73717377501964,46.73717377501964
2020-04-01,58.46380615234375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[46.41550276092],[nan],[46.41550276092],[58.46380615234375],['STOCH cross_above None'],['STOCH cross_below None'],46.41550276092,46.41550276092
2020-04-02,59.439369201660156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[44.351276759616184],[nan],[44.351276759616184],[59.439369201660156],['STOCH cross_above None'],['STOCH cross_below None'],44.351276759616184,44.351276759616184
2020-04-03,58.58515167236328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[44.27949292885651],[nan],[44.27949292885651],[58.58515167236328],['STOCH cross_above None'],['STOCH cross_below None'],44.27949292885651,44.27949292885651
2020-04-06,63.695960998535156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[41.84832828332139],[nan],[41.84832828332139],[63.695960998535156],['STOCH cross_above None'],['STOCH cross_below None'],41.84832828332139,41.84832828332139
2020-04-07,62.958213806152344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[59.164775540026916],[nan],[59.164775540026916],[62.958213806152344],['STOCH cross_above None'],['STOCH cross_below None'],59.164775540026916,59.164775540026916
2020-04-08,64.56962585449219,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[64.48550407061316],[nan],[64.48550407061316],[64.56962585449219],['STOCH cross_above None'],['STOCH cross_below None'],64.48550407061316,64.48550407061316
2020-04-09,65.0355453491211,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[75.72568853118926],[nan],[75.72568853118926],[65.0355453491211],['STOCH cross_above None'],['STOCH cross_below None'],75.72568853118926,75.72568853118926
2020-04-13,66.31205749511719,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[74.70159204563365],[nan],[74.70159204563365],[66.31205749511719],['STOCH cross_above None'],['STOCH cross_below None'],74.70159204563365,74.70159204563365
2020-04-14,69.6610107421875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[78.75847014758558],[nan],[78.75847014758558],[69.6610107421875],['STOCH cross_above None'],['STOCH cross_below None'],78.75847014758558,78.75847014758558
2020-04-15,69.02518463134766,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[80.09408351806265],[nan],[80.09408351806265],[69.02518463134766],['STOCH cross_above None'],['STOCH cross_below None'],80.09408351806265,80.09408351806265
2020-04-16,69.57365417480469,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[78.72741522487998],[nan],[78.72741522487998],[69.57365417480469],['STOCH cross_above None'],['STOCH cross_below None'],78.72741522487998,78.72741522487998
2020-04-17,68.62963104248047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[79.41538588933125],[nan],[79.41538588933125],[68.62963104248047],['STOCH cross_above None'],['STOCH cross_below None'],79.41538588933125,79.41538588933125
2020-04-20,67.20510864257812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[76.73734738984105],[nan],[76.73734738984105],[67.20510864257812],['STOCH cross_above None'],['STOCH cross_below None'],76.73734738984105,76.73734738984105
2020-04-21,65.12776947021484,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[72.01141224558039],[nan],[72.01141224558039],[65.12776947021484],['STOCH cross_above None'],['STOCH cross_below None'],72.01141224558039,72.01141224558039
2020-04-22,67.00371551513672,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[60.46740919164383],[nan],[60.46740919164383],[67.00371551513672],['STOCH cross_above None'],['STOCH cross_below None'],60.46740919164383,60.46740919164383
2020-04-23,66.74402618408203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[56.245623189473825],[nan],[56.245623189473825],[66.74402618408203],['STOCH cross_above None'],['STOCH cross_below None'],56.245623189473825,56.245623189473825
2020-04-24,68.67088317871094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[54.46831718478973],[nan],[54.46831718478973],[68.67088317871094],['STOCH cross_above None'],['STOCH cross_below None'],54.46831718478973,54.46831718478973
2020-04-27,68.71939849853516,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[60.84070307131278],[nan],[60.84070307131278],[68.71939849853516],['STOCH cross_above None'],['STOCH cross_below None'],60.84070307131278,60.84070307131278
2020-04-28,67.60552215576172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[58.73692759552731],[nan],[58.73692759552731],[67.60552215576172],['STOCH cross_above None'],['STOCH cross_below None'],58.73692759552731,58.73692759552731
2020-04-29,69.82601928710938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[51.133253448846666],[nan],[51.133253448846666],[69.82601928710938],['STOCH cross_above None'],['STOCH cross_below None'],51.133253448846666,51.133253448846666
2020-04-30,71.29907989501953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[48.929453144919194],[nan],[48.929453144919194],[71.29907989501953],['STOCH cross_above None'],['STOCH cross_below None'],48.929453144919194,48.929453144919194
2020-05-01,70.15122985839844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[53.47716485540783],[nan],[53.47716485540783],[70.15122985839844],['STOCH cross_above None'],['STOCH cross_below None'],53.47716485540783,53.47716485540783
2020-05-04,71.14378356933594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[57.205257198625986],[nan],[57.205257198625986],[71.14378356933594],['STOCH cross_above None'],['STOCH cross_below None'],57.205257198625986,57.205257198625986
2020-05-05,72.21157836914062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[56.71994223699705],[nan],[56.71994223699705],[72.21157836914062],['STOCH cross_above None'],['STOCH cross_below None'],56.71994223699705,56.71994223699705
2020-05-06,72.95658874511719,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[56.02198784522269],[nan],[56.02198784522269],[72.95658874511719],['STOCH cross_above None'],['STOCH cross_below None'],56.02198784522269,56.02198784522269
2020-05-07,73.71131896972656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[64.22510735382157],[nan],[64.22510735382157],[73.71131896972656],['STOCH cross_above None'],['STOCH cross_below None'],64.22510735382157,64.22510735382157
2020-05-08,75.46578979492188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[69.88804044403021],[nan],[69.88804044403021],[75.46578979492188],['STOCH cross_above None'],['STOCH cross_below None'],69.88804044403021,69.88804044403021
2020-05-11,76.65325164794922,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[74.97974485573789],[nan],[74.97974485573789],[76.65325164794922],['STOCH cross_above None'],['STOCH cross_below None'],74.97974485573789,74.97974485573789
2020-05-12,75.7772445678711,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[77.28505969417606],[nan],[77.28505969417606],[75.7772445678711],['STOCH cross_above None'],['STOCH cross_below None'],77.28505969417606,77.28505969417606
2020-05-13,74.8623046875,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[73.61373030977768],[nan],[73.61373030977768],[74.8623046875],['STOCH cross_above None'],['STOCH cross_below None'],73.61373030977768,73.61373030977768
2020-05-14,75.32223510742188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[64.10700941686389],[nan],[64.10700941686389],[75.32223510742188],['STOCH cross_above None'],['STOCH cross_below None'],64.10700941686389,64.10700941686389
2020-05-15,74.87689971923828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[57.08043207395454],[nan],[57.08043207395454],[74.87689971923828],['STOCH cross_above None'],['STOCH cross_below None'],57.08043207395454,57.08043207395454
2020-05-18,76.6410903930664,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[53.1973195683807],[nan],[53.1973195683807],[76.6410903930664],['STOCH cross_above None'],['STOCH cross_below None'],53.1973195683807,53.1973195683807
2020-05-19,76.19822692871094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[56.78051658368505],[nan],[56.78051658368505],[76.19822692871094],['STOCH cross_above None'],['STOCH cross_below None'],56.78051658368505,56.78051658368505
2020-05-20,77.68014526367188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[56.89000108042675],[nan],[56.89000108042675],[77.68014526367188],['STOCH cross_above None'],['STOCH cross_below None'],56.89000108042675,56.89000108042675
2020-05-21,77.10101318359375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[64.26954955667354],[nan],[64.26954955667354],[77.10101318359375],['STOCH cross_above None'],['STOCH cross_below None'],64.26954955667354,64.26954955667354
2020-05-22,77.59740447998047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[64.45151963295136],[nan],[64.45151963295136],[77.59740447998047],['STOCH cross_above None'],['STOCH cross_below None'],64.45151963295136,64.45151963295136
2020-05-26,77.07179260253906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[65.88255423904748],[nan],[65.88255423904748],[77.07179260253906],['STOCH cross_above None'],['STOCH cross_below None'],65.88255423904748,65.88255423904748
2020-05-27,77.4075927734375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[53.75746336392748],[nan],[53.75746336392748],[77.4075927734375],['STOCH cross_above None'],['STOCH cross_below None'],53.75746336392748,53.75746336392748
2020-05-28,77.4416732788086,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[45.530958090323885],[nan],[45.530958090323885],[77.4416732788086],['STOCH cross_above None'],['STOCH cross_below None'],45.530958090323885,45.530958090323885
2020-05-29,77.3662338256836,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[38.69726755911969],[nan],[38.69726755911969],[77.3662338256836],['STOCH cross_above None'],['STOCH cross_below None'],38.69726755911969,38.69726755911969
2020-06-01,78.31767272949219,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[39.162195284570394],[nan],[39.162195284570394],[78.31767272949219],['STOCH cross_above None'],['STOCH cross_below None'],39.162195284570394,39.162195284570394
2020-06-02,78.68026733398438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[44.211883187391656],[nan],[44.211883187391656],[78.68026733398438],['STOCH cross_above None'],['STOCH cross_below None'],44.211883187391656,44.211883187391656
2020-06-03,79.11338806152344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[51.08437101147425],[nan],[51.08437101147425],[79.11338806152344],['STOCH cross_above None'],['STOCH cross_below None'],51.08437101147425,51.08437101147425
2020-06-04,78.43204498291016,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[59.07940326343959],[nan],[59.07940326343959],[78.43204498291016],['STOCH cross_above None'],['STOCH cross_below None'],59.07940326343959,59.07940326343959
2020-06-05,80.66586303710938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[58.2998538574111],[nan],[58.2998538574111],[80.66586303710938],['STOCH cross_above None'],['STOCH cross_below None'],58.2998538574111,58.2998538574111
2020-06-08,81.14280700683594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[57.37038014947973],[nan],[57.37038014947973],[81.14280700683594],['STOCH cross_above None'],['STOCH cross_below None'],57.37038014947973,57.37038014947973
2020-06-09,83.70513916015625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[55.25386807183443],[nan],[55.25386807183443],[83.70513916015625],['STOCH cross_above None'],['STOCH cross_below None'],55.25386807183443,55.25386807183443
2020-06-10,85.85867309570312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[60.19025728539126],[nan],[60.19025728539126],[85.85867309570312],['STOCH cross_above None'],['STOCH cross_below None'],60.19025728539126,60.19025728539126
2020-06-11,81.73654174804688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[65.2586118713438],[nan],[65.2586118713438],[81.73654174804688],['STOCH cross_above None'],['STOCH cross_below None'],65.2586118713438,65.2586118713438
2020-06-12,82.44223022460938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[57.62344234473168],[nan],[57.62344234473168],[82.44223022460938],['STOCH cross_above None'],['STOCH cross_below None'],57.62344234473168,57.62344234473168
2020-06-15,83.46177673339844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[48.68826132267268],[nan],[48.68826132267268],[83.46177673339844],['STOCH cross_above None'],['STOCH cross_below None'],48.68826132267268,48.68826132267268
2020-06-16,85.67372131347656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[41.02064525261696],[nan],[41.02064525261696],[85.67372131347656],['STOCH cross_above None'],['STOCH cross_below None'],41.02064525261696,41.02064525261696
2020-06-17,85.55448150634766,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[52.988896281491684],[nan],[52.988896281491684],[85.55448150634766],['STOCH cross_above None'],['STOCH cross_below None'],52.988896281491684,52.988896281491684
2020-06-18,85.58856964111328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[61.69637057344991],[nan],[61.69637057344991],[85.58856964111328],['STOCH cross_above None'],['STOCH cross_below None'],61.69637057344991,61.69637057344991
2020-06-19,85.09944152832031,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[67.04264880388861],[nan],[67.04264880388861],[85.09944152832031],['STOCH cross_above None'],['STOCH cross_below None'],67.04264880388861,67.04264880388861
2020-06-22,87.32598114013672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[63.009544149742545],[nan],[63.009544149742545],[87.32598114013672],['STOCH cross_above None'],['STOCH cross_below None'],63.009544149742545,63.009544149742545
2020-06-23,89.18993377685547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[65.54431590289755],[nan],[65.54431590289755],[89.18993377685547],['STOCH cross_above None'],['STOCH cross_below None'],65.54431590289755,65.54431590289755
2020-06-24,87.61554718017578,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[66.8403793761377],[nan],[66.8403793761377],[87.61554718017578],['STOCH cross_above None'],['STOCH cross_below None'],66.8403793761377,66.8403793761377
2020-06-25,88.7786865234375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[66.29259684292741],[nan],[66.29259684292741],[88.7786865234375],['STOCH cross_above None'],['STOCH cross_below None'],66.29259684292741,66.29259684292741
2020-06-26,86.05088806152344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[62.2727587026043],[nan],[62.2727587026043],[86.05088806152344],['STOCH cross_above None'],['STOCH cross_below None'],62.2727587026043,62.2727587026043
2020-06-29,88.0340576171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[49.09819391040002],[nan],[49.09819391040002],[88.0340576171875],['STOCH cross_above None'],['STOCH cross_below None'],49.09819391040002,49.09819391040002
2020-06-30,88.76895904541016,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[47.00819384024242],[nan],[47.00819384024242],[88.76895904541016],['STOCH cross_above None'],['STOCH cross_below None'],47.00819384024242,47.00819384024242
2020-07-01,88.6010513305664,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[45.28764878036191],[nan],[45.28764878036191],[88.6010513305664],['STOCH cross_above None'],['STOCH cross_below None'],45.28764878036191,45.28764878036191
2020-07-02,88.6010513305664,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[53.49772434562956],[nan],[53.49772434562956],[88.6010513305664],['STOCH cross_above None'],['STOCH cross_below None'],53.49772434562956,53.49772434562956
2020-07-06,90.97114562988281,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[55.39719989847925],[nan],[55.39719989847925],[90.97114562988281],['STOCH cross_above None'],['STOCH cross_below None'],55.39719989847925,55.39719989847925
2020-07-07,90.68888092041016,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[57.12373416448719],[nan],[57.12373416448719],[90.68888092041016],['STOCH cross_above None'],['STOCH cross_below None'],57.12373416448719,57.12373416448719
2020-07-08,92.801025390625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[56.3791436285919],[nan],[56.3791436285919],[92.801025390625],['STOCH cross_above None'],['STOCH cross_below None'],56.3791436285919,56.3791436285919
2020-07-09,93.2000961303711,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[61.992799353429234],[nan],[61.992799353429234],[93.2000961303711],['STOCH cross_above None'],['STOCH cross_below None'],61.992799353429234,61.992799353429234
2020-07-10,93.36311340332031,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[64.3986044534244],[nan],[64.3986044534244],[93.36311340332031],['STOCH cross_above None'],['STOCH cross_below None'],64.3986044534244,64.3986044534244
2020-07-13,92.93242645263672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[68.65322321241901],[nan],[68.65322321241901],[92.93242645263672],['STOCH cross_above None'],['STOCH cross_below None'],68.65322321241901,68.65322321241901
2020-07-14,94.47029876708984,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[58.80453271007796],[nan],[58.80453271007796],[94.47029876708984],['STOCH cross_above None'],['STOCH cross_below None'],58.80453271007796,58.80453271007796
2020-07-15,95.1200180053711,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[54.098996848179034],[nan],[54.098996848179034],[95.1200180053711],['STOCH cross_above None'],['STOCH cross_below None'],54.098996848179034,54.098996848179034
2020-07-16,93.9495620727539,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[52.3629742750819],[nan],[52.3629742750819],[93.9495620727539],['STOCH cross_above None'],['STOCH cross_below None'],52.3629742750819,52.3629742750819
