date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_STOCH,exit0_STOCH
2021-01-11,125.9852294921875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[22.10925123161203],[nan],[22.10925123161203],[125.9852294921875],['STOCH cross_above None'],['STOCH cross_below None'],22.10925123161203,22.10925123161203
2021-01-12,125.80941009521484,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[27.160866534967568],[nan],[27.160866534967568],[125.80941009521484],['STOCH cross_above None'],['STOCH cross_below None'],27.160866534967568,27.160866534967568
2021-01-13,127.8508529663086,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.00151579531229],[nan],[16.00151579531229],[127.8508529663086],['STOCH cross_above None'],['STOCH cross_below None'],16.00151579531229,16.00151579531229
2021-01-14,125.91686248779297,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[7.927108632849959],[nan],[7.927108632849959],[125.91686248779297],['STOCH cross_above None'],['STOCH cross_below None'],7.927108632849959,7.927108632849959
2021-01-15,124.18795013427734,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[1.174144315894331],[nan],[1.174144315894331],[124.18795013427734],['STOCH cross_above None'],['STOCH cross_below None'],1.174144315894331,1.174144315894331
2021-01-19,124.86192321777344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.181108113042949],[nan],[-3.181108113042949],[124.86192321777344],['STOCH cross_above None'],['STOCH cross_below None'],-3.181108113042949,-3.181108113042949
2021-01-20,128.9644012451172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-11.209393646349682],[nan],[-11.209393646349682],[128.9644012451172],['STOCH cross_above None'],['STOCH cross_below None'],-11.209393646349682,-11.209393646349682
2021-01-21,133.69198608398438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-1.001131045492933],[nan],[-1.001131045492933],[133.69198608398438],['STOCH cross_above None'],['STOCH cross_below None'],-1.001131045492933,-1.001131045492933
2021-01-22,135.84095764160156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[23.226296786095862],[nan],[23.226296786095862],[135.84095764160156],['STOCH cross_above None'],['STOCH cross_below None'],23.226296786095862,23.226296786095862
2021-01-25,139.60154724121094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[50.71626216577414],[nan],[50.71626216577414],[139.60154724121094],['STOCH cross_above None'],['STOCH cross_below None'],50.71626216577414,50.71626216577414
2021-01-26,139.83596801757812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[65.30721274353364],[nan],[65.30721274353364],[139.83596801757812],['STOCH cross_above None'],['STOCH cross_below None'],65.30721274353364,65.30721274353364
2021-01-27,138.76150512695312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[70.94050740372161],[nan],[70.94050740372161],[138.76150512695312],['STOCH cross_above None'],['STOCH cross_below None'],70.94050740372161,70.94050740372161
2021-01-28,133.90692138671875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[69.28986055104563],[nan],[69.28986055104563],[133.90692138671875],['STOCH cross_above None'],['STOCH cross_below None'],69.28986055104563,69.28986055104563
2021-01-29,128.89601135253906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[58.619842460123664],[nan],[58.619842460123664],[128.89601135253906],['STOCH cross_above None'],['STOCH cross_below None'],58.619842460123664,58.619842460123664
2021-02-01,131.0254364013672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[38.36979512371508],[nan],[38.36979512371508],[131.0254364013672],['STOCH cross_above None'],['STOCH cross_below None'],38.36979512371508,38.36979512371508
2021-02-02,131.85568237304688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[24.224484210121023],[nan],[24.224484210121023],[131.85568237304688],['STOCH cross_above None'],['STOCH cross_below None'],24.224484210121023,24.224484210121023
2021-02-03,130.830078125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[20.367153935586],[nan],[20.367153935586],[130.830078125],['STOCH cross_above None'],['STOCH cross_below None'],20.367153935586,20.367153935586
2021-02-04,134.19993591308594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[23.788642539110366],[nan],[23.788642539110366],[134.19993591308594],['STOCH cross_above None'],['STOCH cross_below None'],23.788642539110366,23.788642539110366
2021-02-05,133.78421020507812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[29.505407694243473],[nan],[29.505407694243473],[133.78421020507812],['STOCH cross_above None'],['STOCH cross_below None'],29.505407694243473,29.505407694243473
2021-02-08,133.93092346191406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[33.04724145101185],[nan],[33.04724145101185],[133.93092346191406],['STOCH cross_above None'],['STOCH cross_below None'],33.04724145101185,33.04724145101185
2021-02-09,133.05050659179688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[36.74719266637148],[nan],[36.74719266637148],[133.05050659179688],['STOCH cross_above None'],['STOCH cross_below None'],36.74719266637148,36.74719266637148
2021-02-10,132.44398498535156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[29.777108435491282],[nan],[29.777108435491282],[132.44398498535156],['STOCH cross_above None'],['STOCH cross_below None'],29.777108435491282,29.777108435491282
2021-02-11,132.18968200683594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[22.211828081868617],[nan],[22.211828081868617],[132.18968200683594],['STOCH cross_above None'],['STOCH cross_below None'],22.211828081868617,22.211828081868617
2021-02-12,132.42442321777344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[15.802326078225276],[nan],[15.802326078225276],[132.42442321777344],['STOCH cross_above None'],['STOCH cross_below None'],15.802326078225276,15.802326078225276
2021-02-16,130.29185485839844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[14.677938652344816],[nan],[14.677938652344816],[130.29185485839844],['STOCH cross_above None'],['STOCH cross_below None'],14.677938652344816,14.677938652344816
2021-02-17,127.99299621582031,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[9.867135360283907],[nan],[9.867135360283907],[127.99299621582031],['STOCH cross_above None'],['STOCH cross_below None'],9.867135360283907,9.867135360283907
2021-02-18,126.88760375976562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[1.4999889372325008],[nan],[1.4999889372325008],[126.88760375976562],['STOCH cross_above None'],['STOCH cross_below None'],1.4999889372325008,1.4999889372325008
2021-02-19,127.04411315917969,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-5.4019191330968175],[nan],[-5.4019191330968175],[127.04411315917969],['STOCH cross_above None'],['STOCH cross_below None'],-5.4019191330968175,-5.4019191330968175
2021-02-22,123.2583236694336,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.760436202760073],[nan],[-6.760436202760073],[123.2583236694336],['STOCH cross_above None'],['STOCH cross_below None'],-6.760436202760073,-6.760436202760073
2021-02-23,123.12139129638672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-9.184383724692971],[nan],[-9.184383724692971],[123.12139129638672],['STOCH cross_above None'],['STOCH cross_below None'],-9.184383724692971,-9.184383724692971
2021-02-24,122.6224594116211,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[0.5707772434456819],[nan],[0.5707772434456819],[122.6224594116211],['STOCH cross_above None'],['STOCH cross_below None'],0.5707772434456819,0.5707772434456819
2021-02-25,118.35733032226562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[8.974347007068724],[nan],[8.974347007068724],[118.35733032226562],['STOCH cross_above None'],['STOCH cross_below None'],8.974347007068724,8.974347007068724
2021-02-26,118.62145233154297,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[15.274808182174285],[nan],[15.274808182174285],[118.62145233154297],['STOCH cross_above None'],['STOCH cross_below None'],15.274808182174285,15.274808182174285
2021-03-01,125.00936889648438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[7.578660248947582],[nan],[7.578660248947582],[125.00936889648438],['STOCH cross_above None'],['STOCH cross_below None'],7.578660248947582,7.578660248947582
2021-03-02,122.39747619628906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[11.660939729235515],[nan],[11.660939729235515],[122.39747619628906],['STOCH cross_above None'],['STOCH cross_below None'],11.660939729235515,11.660939729235515
2021-03-03,119.40404510498047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[18.898668645765827],[nan],[18.898668645765827],[119.40404510498047],['STOCH cross_above None'],['STOCH cross_below None'],18.898668645765827,18.898668645765827
2021-03-04,117.51605224609375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[20.380682139098578],[nan],[20.380682139098578],[117.51605224609375],['STOCH cross_above None'],['STOCH cross_below None'],20.380682139098578,20.380682139098578
2021-03-05,118.77798461914062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[7.406393551393893],[nan],[7.406393551393893],[118.77798461914062],['STOCH cross_above None'],['STOCH cross_below None'],7.406393551393893,7.406393551393893
2021-03-08,113.82807922363281,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[2.408169907191473],[nan],[2.408169907191473],[113.82807922363281],['STOCH cross_above None'],['STOCH cross_below None'],2.408169907191473,2.408169907191473
2021-03-09,118.45515441894531,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.428925389357937],[nan],[-4.428925389357937],[118.45515441894531],['STOCH cross_above None'],['STOCH cross_below None'],-4.428925389357937,-4.428925389357937
2021-03-10,117.36930847167969,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[2.3856731300570946],[nan],[2.3856731300570946],[117.36930847167969],['STOCH cross_above None'],['STOCH cross_below None'],2.3856731300570946,2.3856731300570946
2021-03-11,119.30623626708984,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[2.867118703319551],[nan],[2.867118703319551],[119.30623626708984],['STOCH cross_above None'],['STOCH cross_below None'],2.867118703319551,2.867118703319551
2021-03-12,118.39647674560547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[15.465721643105502],[nan],[15.465721643105502],[118.39647674560547],['STOCH cross_above None'],['STOCH cross_below None'],15.465721643105502,15.465721643105502
2021-03-15,121.29205322265625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.130393072249955],[nan],[16.130393072249955],[121.29205322265625],['STOCH cross_above None'],['STOCH cross_below None'],16.130393072249955,16.130393072249955
2021-03-16,122.83769226074219,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[27.00662443056562],[nan],[27.00662443056562],[122.83769226074219],['STOCH cross_above None'],['STOCH cross_below None'],27.00662443056562,27.00662443056562
2021-03-17,122.04529571533203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[37.02697202942063],[nan],[37.02697202942063],[122.04529571533203],['STOCH cross_above None'],['STOCH cross_below None'],37.02697202942063,37.02697202942063
2021-03-18,117.90733337402344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[46.74937636368035],[nan],[46.74937636368035],[117.90733337402344],['STOCH cross_above None'],['STOCH cross_below None'],46.74937636368035,46.74937636368035
2021-03-19,117.37909698486328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[37.73067327108253],[nan],[37.73067327108253],[117.37909698486328],['STOCH cross_above None'],['STOCH cross_below None'],37.73067327108253,37.73067327108253
2021-03-22,120.70511627197266,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[23.186057380436754],[nan],[23.186057380436754],[120.70511627197266],['STOCH cross_above None'],['STOCH cross_below None'],23.186057380436754,23.186057380436754
2021-03-23,119.87359619140625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[21.246900300377476],[nan],[21.246900300377476],[119.87359619140625],['STOCH cross_above None'],['STOCH cross_below None'],21.246900300377476,21.246900300377476
2021-03-24,117.4769058227539,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[27.816018261445304],[nan],[27.816018261445304],[117.4769058227539],['STOCH cross_above None'],['STOCH cross_below None'],27.816018261445304,27.816018261445304
2021-03-25,117.96604919433594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[28.53654012684241],[nan],[28.53654012684241],[117.96604919433594],['STOCH cross_above None'],['STOCH cross_below None'],28.53654012684241,28.53654012684241
2021-03-26,118.57255554199219,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[20.243877256162587],[nan],[20.243877256162587],[118.57255554199219],['STOCH cross_above None'],['STOCH cross_below None'],20.243877256162587,20.243877256162587
2021-03-29,118.74861907958984,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[8.292345687187256],[nan],[8.292345687187256],[118.74861907958984],['STOCH cross_above None'],['STOCH cross_below None'],8.292345687187256,8.292345687187256
2021-03-30,117.29104614257812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[3.7684528524457384],[nan],[3.7684528524457384],[117.29104614257812],['STOCH cross_above None'],['STOCH cross_below None'],3.7684528524457384,3.7684528524457384
2021-03-31,119.49210357666016,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-7.803875732072889],[nan],[-7.803875732072889],[119.49210357666016],['STOCH cross_above None'],['STOCH cross_below None'],-7.803875732072889,-7.803875732072889
2021-04-01,120.32360076904297,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.42372146705339],[nan],[-4.42372146705339],[120.32360076904297],['STOCH cross_above None'],['STOCH cross_below None'],-4.42372146705339,-4.42372146705339
2021-04-05,123.1604995727539,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[2.100273599559028],[nan],[2.100273599559028],[123.1604995727539],['STOCH cross_above None'],['STOCH cross_below None'],2.100273599559028,2.100273599559028
2021-04-06,123.46375274658203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[25.50319625368769],[nan],[25.50319625368769],[123.46375274658203],['STOCH cross_above None'],['STOCH cross_below None'],25.50319625368769,25.50319625368769
2021-04-07,125.11698150634766,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[41.53889162070164],[nan],[41.53889162070164],[125.11698150634766],['STOCH cross_above None'],['STOCH cross_below None'],41.53889162070164,41.53889162070164
2021-04-08,127.52346801757812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[58.72370503740468],[nan],[58.72370503740468],[127.52346801757812],['STOCH cross_above None'],['STOCH cross_below None'],58.72370503740468,58.72370503740468
2021-04-09,130.10601806640625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[66.62274580891959],[nan],[66.62274580891959],[130.10601806640625],['STOCH cross_above None'],['STOCH cross_below None'],66.62274580891959,66.62274580891959
2021-04-12,128.38430786132812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[74.50305381111178],[nan],[74.50305381111178],[128.38430786132812],['STOCH cross_above None'],['STOCH cross_below None'],74.50305381111178,74.50305381111178
2021-04-13,131.5048828125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[73.87158872346066],[nan],[73.87158872346066],[131.5048828125],['STOCH cross_above None'],['STOCH cross_below None'],73.87158872346066,73.87158872346066
2021-04-14,129.15713500976562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[75.50238567294613],[nan],[75.50238567294613],[129.15713500976562],['STOCH cross_above None'],['STOCH cross_below None'],75.50238567294613,75.50238567294613
2021-04-15,131.57333374023438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[70.33231988911386],[nan],[70.33231988911386],[131.57333374023438],['STOCH cross_above None'],['STOCH cross_below None'],70.33231988911386,70.33231988911386
2021-04-16,131.24073791503906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[74.199614140338],[nan],[74.199614140338],[131.24073791503906],['STOCH cross_above None'],['STOCH cross_below None'],74.199614140338,74.199614140338
2021-04-19,131.9059600830078,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[73.09212344556202],[nan],[73.09212344556202],[131.9059600830078],['STOCH cross_above None'],['STOCH cross_below None'],73.09212344556202,73.09212344556202
2021-04-20,130.21360778808594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[78.00677244785828],[nan],[78.00677244785828],[130.21360778808594],['STOCH cross_above None'],['STOCH cross_below None'],78.00677244785828,78.00677244785828
2021-04-21,130.59510803222656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[72.76015825603413],[nan],[72.76015825603413],[130.59510803222656],['STOCH cross_above None'],['STOCH cross_below None'],72.76015825603413,72.76015825603413
2021-04-22,129.0690460205078,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[67.9092702528082],[nan],[67.9092702528082],[129.0690460205078],['STOCH cross_above None'],['STOCH cross_below None'],67.9092702528082,67.9092702528082
2021-04-23,131.3972930908203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[57.777151343066926],[nan],[57.777151343066926],[131.3972930908203],['STOCH cross_above None'],['STOCH cross_below None'],57.777151343066926,57.777151343066926
2021-04-26,131.78860473632812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[56.84212940488203],[nan],[56.84212940488203],[131.78860473632812],['STOCH cross_above None'],['STOCH cross_below None'],56.84212940488203,56.84212940488203
2021-04-27,131.46571350097656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[57.45369011093549],[nan],[57.45369011093549],[131.46571350097656],['STOCH cross_above None'],['STOCH cross_below None'],57.45369011093549,57.45369011093549
2021-04-28,130.67337036132812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[55.41206338792588],[nan],[55.41206338792588],[130.67337036132812],['STOCH cross_above None'],['STOCH cross_below None'],55.41206338792588,55.41206338792588
2021-04-29,130.57557678222656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[41.95652591249214],[nan],[41.95652591249214],[130.57557678222656],['STOCH cross_above None'],['STOCH cross_below None'],41.95652591249214,41.95652591249214
2021-04-30,128.5995330810547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[20.344663545543437],[nan],[20.344663545543437],[128.5995330810547],['STOCH cross_above None'],['STOCH cross_below None'],20.344663545543437,20.344663545543437
2021-05-03,129.65599060058594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-7.387380887452341],[nan],[-7.387380887452341],[129.65599060058594],['STOCH cross_above None'],['STOCH cross_below None'],-7.387380887452341,-7.387380887452341
2021-05-04,125.06806945800781,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-21.862224211426224],[nan],[-21.862224211426224],[125.06806945800781],['STOCH cross_above None'],['STOCH cross_below None'],-21.862224211426224,-21.862224211426224
2021-05-05,125.31262969970703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-26.82616868632354],[nan],[-26.82616868632354],[125.31262969970703],['STOCH cross_above None'],['STOCH cross_below None'],-26.82616868632354,-26.82616868632354
2021-05-06,126.91693878173828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-17.560861314956853],[nan],[-17.560861314956853],[126.91693878173828],['STOCH cross_above None'],['STOCH cross_below None'],-17.560861314956853,-17.560861314956853
2021-05-07,127.59307098388672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-9.007875606905342],[nan],[-9.007875606905342],[127.59307098388672],['STOCH cross_above None'],['STOCH cross_below None'],-9.007875606905342,-9.007875606905342
2021-05-10,124.30059051513672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-0.8915175245373931],[nan],[-0.8915175245373931],[124.30059051513672],['STOCH cross_above None'],['STOCH cross_below None'],-0.8915175245373931,-0.8915175245373931
2021-05-11,123.37950134277344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.144613544945206],[nan],[-4.144613544945206],[123.37950134277344],['STOCH cross_above None'],['STOCH cross_below None'],-4.144613544945206,-4.144613544945206
2021-05-12,120.30259704589844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.4211949738064544],[nan],[-3.4211949738064544],[120.30259704589844],['STOCH cross_above None'],['STOCH cross_below None'],-3.4211949738064544,-3.4211949738064544
2021-05-13,122.45838165283203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-10.672011179704256],[nan],[-10.672011179704256],[122.45838165283203],['STOCH cross_above None'],['STOCH cross_below None'],-10.672011179704256,-10.672011179704256
2021-05-14,124.88854217529297,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.4906711800948713],[nan],[-2.4906711800948713],[124.88854217529297],['STOCH cross_above None'],['STOCH cross_below None'],-2.4906711800948713,-2.4906711800948713
2021-05-17,123.73225402832031,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[2.0232128418124944],[nan],[2.0232128418124944],[123.73225402832031],['STOCH cross_above None'],['STOCH cross_below None'],2.0232128418124944,2.0232128418124944
2021-05-18,122.34078979492188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[9.737237329994661],[nan],[9.737237329994661],[122.34078979492188],['STOCH cross_above None'],['STOCH cross_below None'],9.737237329994661,9.737237329994661
2021-05-19,122.18401336669922,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[9.47274835159857],[nan],[9.47274835159857],[122.18401336669922],['STOCH cross_above None'],['STOCH cross_below None'],9.47274835159857,9.47274835159857
2021-05-20,124.75135803222656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[3.352021114077379],[nan],[3.352021114077379],[124.75135803222656],['STOCH cross_above None'],['STOCH cross_below None'],3.352021114077379,3.352021114077379
2021-05-21,122.90913391113281,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[7.072140857295523],[nan],[7.072140857295523],[122.90913391113281],['STOCH cross_above None'],['STOCH cross_below None'],7.072140857295523,7.072140857295523
2021-05-24,124.54558563232422,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[9.245761940216173],[nan],[9.245761940216173],[124.54558563232422],['STOCH cross_above None'],['STOCH cross_below None'],9.245761940216173,9.245761940216173
2021-05-25,124.3495864868164,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.924587158078477],[nan],[17.924587158078477],[124.3495864868164],['STOCH cross_above None'],['STOCH cross_below None'],17.924587158078477,17.924587158078477
2021-05-26,124.30059051513672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[18.6381846646638],[nan],[18.6381846646638],[124.30059051513672],['STOCH cross_above None'],['STOCH cross_below None'],18.6381846646638,18.6381846646638
2021-05-27,122.76216125488281,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[23.846713148703568],[nan],[23.846713148703568],[122.76216125488281],['STOCH cross_above None'],['STOCH cross_below None'],23.846713148703568,23.846713148703568
2021-05-28,122.10562896728516,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.695821361009575],[nan],[17.695821361009575],[122.10562896728516],['STOCH cross_above None'],['STOCH cross_below None'],17.695821361009575,17.695821361009575
2021-06-01,121.78224182128906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[9.135390196801495],[nan],[9.135390196801495],[121.78224182128906],['STOCH cross_above None'],['STOCH cross_below None'],9.135390196801495,9.135390196801495
2021-06-02,122.54657745361328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-1.0196502521327229],[nan],[-1.0196502521327229],[122.54657745361328],['STOCH cross_above None'],['STOCH cross_below None'],-1.0196502521327229,-1.0196502521327229
2021-06-03,121.05714416503906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-5.27494421372462],[nan],[-5.27494421372462],[121.05714416503906],['STOCH cross_above None'],['STOCH cross_below None'],-5.27494421372462,-5.27494421372462
2021-06-04,123.35990142822266,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-15.488569419804806],[nan],[-15.488569419804806],[123.35990142822266],['STOCH cross_above None'],['STOCH cross_below None'],-15.488569419804806,-15.488569419804806
2021-06-07,123.36971282958984,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-9.867990211284596],[nan],[-9.867990211284596],[123.36971282958984],['STOCH cross_above None'],['STOCH cross_below None'],-9.867990211284596,-9.867990211284596
2021-06-08,124.19281768798828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.842749894967866],[nan],[-4.842749894967866],[124.19281768798828],['STOCH cross_above None'],['STOCH cross_below None'],-4.842749894967866,-4.842749894967866
2021-06-09,124.5749740600586,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[14.097112515278752],[nan],[14.097112515278752],[124.5749740600586],['STOCH cross_above None'],['STOCH cross_below None'],14.097112515278752,14.097112515278752
2021-06-10,123.57548522949219,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[20.081955695465513],[nan],[20.081955695465513],[123.57548522949219],['STOCH cross_above None'],['STOCH cross_below None'],20.081955695465513,20.081955695465513
2021-06-11,124.7905502319336,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[19.75619949273339],[nan],[19.75619949273339],[124.7905502319336],['STOCH cross_above None'],['STOCH cross_below None'],19.75619949273339,19.75619949273339
2021-06-14,127.85765075683594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[22.20770142830219],[nan],[22.20770142830219],[127.85765075683594],['STOCH cross_above None'],['STOCH cross_below None'],22.20770142830219,22.20770142830219
2021-06-15,127.03455352783203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[34.43797315845769],[nan],[34.43797315845769],[127.03455352783203],['STOCH cross_above None'],['STOCH cross_below None'],34.43797315845769,34.43797315845769
2021-06-16,127.5343017578125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[49.07519288314159],[nan],[49.07519288314159],[127.5343017578125],['STOCH cross_above None'],['STOCH cross_below None'],49.07519288314159,49.07519288314159
2021-06-17,129.14129638671875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[57.60909318203617],[nan],[57.60909318203617],[129.14129638671875],['STOCH cross_above None'],['STOCH cross_below None'],57.60909318203617,57.60909318203617
2021-06-18,127.83805084228516,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[57.6134766703056],[nan],[57.6134766703056],[127.83805084228516],['STOCH cross_above None'],['STOCH cross_below None'],57.6134766703056,57.6134766703056
2021-06-21,129.6410675048828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[56.84998966365157],[nan],[56.84998966365157],[129.6410675048828],['STOCH cross_above None'],['STOCH cross_below None'],56.84998966365157,56.84998966365157
2021-06-22,131.2873077392578,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[60.9710274865912],[nan],[60.9710274865912],[131.2873077392578],['STOCH cross_above None'],['STOCH cross_below None'],60.9710274865912,60.9710274865912
2021-06-23,131.01296997070312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[64.53162030542552],[nan],[64.53162030542552],[131.01296997070312],['STOCH cross_above None'],['STOCH cross_below None'],64.53162030542552,64.53162030542552
2021-06-24,130.72874450683594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[70.67658060672942],[nan],[70.67658060672942],[130.72874450683594],['STOCH cross_above None'],['STOCH cross_below None'],70.67658060672942,70.67658060672942
2021-06-25,130.43478393554688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[67.68001745104124],[nan],[67.68001745104124],[130.43478393554688],['STOCH cross_above None'],['STOCH cross_below None'],67.68001745104124,67.68001745104124
2021-06-28,132.07122802734375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[60.069423517228984],[nan],[60.069423517228984],[132.07122802734375],['STOCH cross_above None'],['STOCH cross_below None'],60.069423517228984,60.069423517228984
