date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_ZLEMA,exit0_ZLEMA
2020-08-10,109.92044830322266,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[109.69895046705419],[102.96664882423204],[109.69895046705419],[102.96664882423204],['ZLEMA cross_above None'],['ZLEMA cross_below None'],109.69895046705419,109.69895046705419
2020-08-11,106.65142059326172,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[110.31716885692217],[104.41567433166567],[110.31716885692217],[104.41567433166567],['ZLEMA cross_above None'],['ZLEMA cross_below None'],110.31716885692217,110.31716885692217
2020-08-12,110.1959228515625,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[109.5638979878724],[105.33229230179384],[109.5638979878724],[105.33229230179384],['ZLEMA cross_above None'],['ZLEMA cross_below None'],109.5638979878724,109.5638979878724
2020-08-13,112.1461181640625,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[109.5569257795838],[106.9251591542991],[109.5569257795838],[106.9251591542991],['ZLEMA cross_above None'],['ZLEMA cross_below None'],109.5569257795838,109.5569257795838
2020-08-14,112.0461654663086,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[110.71867813251458],[108.68134169043176],[110.71867813251458],[108.68134169043176],['ZLEMA cross_above None'],['ZLEMA cross_below None'],110.71867813251458,110.71867813251458
2020-08-17,111.75363159179688,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[111.34653349558366],[110.1734884258147],[111.34653349558366],[110.1734884258147],['ZLEMA cross_above None'],['ZLEMA cross_below None'],111.34653349558366,111.34653349558366
2020-08-18,112.68484497070312,35,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[112.34822605826518],[111.6294247469756],[112.34822605826518],[111.6294247469756],['ZLEMA cross_above None'],['ZLEMA cross_below None'],112.34822605826518,112.34822605826518
2020-08-19,112.82623291015625,35,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -35, 'order_price': None, 'order_valid': None, 'order_status': 1}",[112.86196079127947],[112.99933915972113],[112.86196079127947],[112.99933915972113],['ZLEMA cross_above None'],['ZLEMA cross_below None'],112.86196079127947,112.86196079127947
2020-08-20,115.32981872558594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[112.97912203945592],[114.22689919944175],[112.97912203945592],[114.22689919944175],['ZLEMA cross_above None'],['ZLEMA cross_below None'],112.97912203945592,112.97912203945592
2020-08-21,121.27303314208984,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[114.00354930225726],[115.06594548974995],[114.00354930225726],[115.06594548974995],['ZLEMA cross_above None'],['ZLEMA cross_below None'],114.00354930225726,114.00354930225726
2020-08-24,122.72349548339844,0,[True],[False],BUY. Shares: 32,Entry conditions met: True,{},"{'order_size': 32, 'order_price': None, 'order_valid': None, 'order_status': 1}",[117.05607391864372],[116.44958855653398],[117.05607391864372],[116.44958855653398],['ZLEMA cross_above None'],['ZLEMA cross_below None'],117.05607391864372,117.05607391864372
2020-08-25,121.71668243408203,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[119.911723387271],[117.88543742202727],[119.911723387271],[117.88543742202727],['ZLEMA cross_above None'],['ZLEMA cross_below None'],119.911723387271,119.911723387271
2020-08-26,123.37193298339844,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[121.85634312740495],[119.0737771211732],[121.85634312740495],[119.0737771211732],['ZLEMA cross_above None'],['ZLEMA cross_below None'],121.85634312740495,121.85634312740495
2020-08-27,121.89708709716797,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[123.59410751173331],[120.157892862127],[123.59410751173331],[120.157892862127],['ZLEMA cross_above None'],['ZLEMA cross_below None'],123.59410751173331,123.59410751173331
2020-08-28,121.69963836669922,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[123.39902270091744],[121.14438374759715],[123.39902270091744],[121.14438374759715],['ZLEMA cross_above None'],['ZLEMA cross_below None'],123.39902270091744,123.39902270091744
2020-08-31,125.82674407958984,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[122.90388789165972],[121.94015437227965],[122.90388789165972],[121.94015437227965],['ZLEMA cross_above None'],['ZLEMA cross_below None'],122.90388789165972,122.90388789165972
2020-09-01,130.8387451171875,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[124.18260022501207],[123.42801973961116],[124.18260022501207],[123.42801973961116],['ZLEMA cross_above None'],['ZLEMA cross_below None'],124.18260022501207,124.18260022501207
2020-09-02,128.12799072265625,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[126.75041059336924],[125.23792603917255],[126.75041059336924],[125.23792603917255],['ZLEMA cross_above None'],['ZLEMA cross_below None'],126.75041059336924,126.75041059336924
2020-09-03,117.86993408203125,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[128.13377127605565],[126.4554703773711],[128.13377127605565],[126.4554703773711],['ZLEMA cross_above None'],['ZLEMA cross_below None'],128.13377127605565,128.13377127605565
2020-09-04,117.94795227050781,32,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -32, 'order_price': None, 'order_valid': None, 'order_status': 1}",[125.57130918902067],[126.2772918173958],[125.57130918902067],[126.2772918173958],['ZLEMA cross_above None'],['ZLEMA cross_below None'],125.57130918902067,125.57130918902067
2020-09-08,110.01065826416016,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[122.75273669309432],[126.1395486646102],[122.75273669309432],[126.1395486646102],['ZLEMA cross_above None'],['ZLEMA cross_below None'],122.75273669309432,122.75273669309432
2020-09-09,114.3985824584961,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[116.64907027819221],[124.92644691577195],[116.64907027819221],[124.92644691577195],['ZLEMA cross_above None'],['ZLEMA cross_below None'],116.64907027819221,116.64907027819221
2020-09-10,110.66395568847656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[113.74363462658197],[124.34867176035672],[113.74363462658197],[124.34867176035672],['ZLEMA cross_above None'],['ZLEMA cross_below None'],113.74363462658197,113.74363462658197
2020-09-11,109.2110595703125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[111.87351511173468],[123.16476343074451],[111.87351511173468],[123.16476343074451],['ZLEMA cross_above None'],['ZLEMA cross_below None'],111.87351511173468,111.87351511173468
2020-09-14,112.48741149902344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[109.8009063405315],[121.4863326286665],[109.8009063405315],[121.4863326286665],['ZLEMA cross_above None'],['ZLEMA cross_below None'],109.8009063405315,109.8009063405315
2020-09-15,112.66289520263672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[110.7396805938688],[120.24536455679439],[110.7396805938688],[120.24536455679439],['ZLEMA cross_above None'],['ZLEMA cross_below None'],110.7396805938688,110.7396805938688
2020-09-16,109.33782958984375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[110.7737764762158],[119.17205768030388],[110.7737764762158],[119.17205768030388],['ZLEMA cross_above None'],['ZLEMA cross_below None'],110.7737764762158,110.7737764762158
2020-09-17,107.5923843383789,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[110.27158138803308],[117.63216532649648],[110.27158138803308],[117.63216532649648],['ZLEMA cross_above None'],['ZLEMA cross_below None'],110.27158138803308,110.27158138803308
2020-09-18,104.1795425415039,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[109.49015006410802],[116.06155347185734],[109.49015006410802],[116.06155347185734],['ZLEMA cross_above None'],['ZLEMA cross_below None'],109.49015006410802,109.49015006410802
2020-09-21,107.33887481689453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[107.01406343135827],[114.16464335859612],[107.01406343135827],[114.16464335859612],['ZLEMA cross_above None'],['ZLEMA cross_below None'],107.01406343135827,107.01406343135827
2020-09-22,109.02578735351562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[106.10511634041173],[112.53150543573182],[106.10511634041173],[112.53150543573182],['ZLEMA cross_above None'],['ZLEMA cross_below None'],106.10511634041173,106.10511634041173
2020-09-23,104.45258331298828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[106.57941248164369],[110.89804247793259],[106.57941248164369],[110.89804247793259],['ZLEMA cross_above None'],['ZLEMA cross_below None'],106.57941248164369,106.57941248164369
2020-09-24,105.52518463134766,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[105.62184335545349],[108.95476076344148],[105.62184335545349],[108.95476076344148],['ZLEMA cross_above None'],['ZLEMA cross_below None'],105.62184335545349,105.62184335545349
2020-09-25,109.48410034179688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[105.84893124013311],[107.93706233874617],[105.84893124013311],[107.93706233874617],['ZLEMA cross_above None'],['ZLEMA cross_below None'],105.84893124013311,105.84893124013311
2020-09-28,112.09735870361328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[106.89991208132693],[107.49081627902616],[106.89991208132693],[107.49081627902616],['ZLEMA cross_above None'],['ZLEMA cross_below None'],106.89991208132693,106.89991208132693
2020-09-29,111.24903106689453,0,[True],[False],BUY. Shares: 33,Entry conditions met: True,{},"{'order_size': 33, 'order_price': None, 'order_valid': None, 'order_status': 1}",[108.40336989448765],[107.92263839928683],[108.40336989448765],[107.92263839928683],['ZLEMA cross_above None'],['ZLEMA cross_below None'],108.40336989448765,108.40336989448765
2020-09-30,112.92618560791016,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[110.15648060836276],[107.93404751386788],[110.15648060836276],[107.93404751386788],['ZLEMA cross_above None'],['ZLEMA cross_below None'],110.15648060836276,110.15648060836276
2020-10-01,113.88177490234375,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[112.00569987674636],[108.40207125667277],[112.00569987674636],[108.40207125667277],['ZLEMA cross_above None'],['ZLEMA cross_below None'],112.00569987674636,112.00569987674636
2020-10-02,110.20565795898438,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[113.14638161968168],[109.05693699716969],[113.14638161968168],[109.05693699716969],['ZLEMA cross_above None'],['ZLEMA cross_below None'],113.14638161968168,113.14638161968168
2020-10-05,113.59900665283203,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[112.26775900053146],[108.98383812115522],[112.26775900053146],[108.98383812115522],['ZLEMA cross_above None'],['ZLEMA cross_below None'],112.26775900053146,112.26775900053146
2020-10-06,110.3421859741211,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[112.93707231657474],[109.34198521675987],[112.93707231657474],[109.34198521675987],['ZLEMA cross_above None'],['ZLEMA cross_below None'],112.93707231657474,112.93707231657474
2020-10-07,112.21436309814453,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[111.99545668453061],[109.47131148396237],[111.99545668453061],[109.47131148396237],['ZLEMA cross_above None'],['ZLEMA cross_below None'],111.99545668453061,111.99545668453061
2020-10-08,112.10710144042969,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[111.73209206806054],[109.94647473389449],[111.73209206806054],[109.94647473389449],['ZLEMA cross_above None'],['ZLEMA cross_below None'],111.73209206806054,111.73209206806054
2020-10-09,114.05731201171875,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[112.1459925869359],[110.59732541811779],[112.1459925869359],[110.59732541811779],['ZLEMA cross_above None'],['ZLEMA cross_below None'],112.1459925869359,112.1459925869359
2020-10-12,121.30227661132812,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[112.576833456694],[111.25399792059683],[112.576833456694],[111.25399792059683],['ZLEMA cross_above None'],['ZLEMA cross_below None'],112.576833456694,112.576833456694
2020-10-13,118.0844497680664,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[116.15602141884693],[112.6943055301803],[116.15602141884693],[112.6943055301803],['ZLEMA cross_above None'],['ZLEMA cross_below None'],116.15602141884693,116.15602141884693
2020-10-14,118.17222595214844,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[117.57393324050899],[113.92153202650059],[117.57393324050899],[113.92153202650059],['ZLEMA cross_above None'],['ZLEMA cross_below None'],117.57393324050899,117.57393324050899
2020-10-15,117.70416259765625,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[118.78546364475592],[115.0117084940134],[118.78546364475592],[115.0117084940134],['ZLEMA cross_above None'],['ZLEMA cross_below None'],118.78546364475592,118.78546364475592
2020-10-16,116.0562515258789,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[119.25192719727187],[115.71574180752968],[119.25192719727187],[115.71574180752968],['ZLEMA cross_above None'],['ZLEMA cross_below None'],119.25192719727187,119.25192719727187
2020-10-19,113.09195709228516,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[117.71707251420966],[115.99312261660162],[117.71707251420966],[115.99312261660162],['ZLEMA cross_above None'],['ZLEMA cross_below None'],117.71707251420966,117.71707251420966
2020-10-20,114.58386993408203,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[115.96841649644497],[115.9248491005419],[115.96841649644497],[115.9248491005419],['ZLEMA cross_above None'],['ZLEMA cross_below None'],115.96841649644497,115.96841649644497
2020-10-21,113.95979309082031,33,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -33, 'order_price': None, 'order_valid': None, 'order_status': 1}",[115.06425239091236],[115.94528169149108],[115.06425239091236],[115.94528169149108],['ZLEMA cross_above None'],['ZLEMA cross_below None'],115.06425239091236,115.06425239091236
2020-10-22,112.86766815185547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[114.18264715328908],[115.82221908425275],[114.18264715328908],[115.82221908425275],['ZLEMA cross_above None'],['ZLEMA cross_below None'],114.18264715328908,114.18264715328908
2020-10-23,112.17535400390625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[113.3638176304787],[115.80334548815429],[113.3638176304787],[115.80334548815429],['ZLEMA cross_above None'],['ZLEMA cross_below None'],113.3638176304787,113.3638176304787
2020-10-26,112.18511199951172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[112.98107822776028],[115.47743296343342],[112.98107822776028],[115.47743296343342],['ZLEMA cross_above None'],['ZLEMA cross_below None'],112.98107822776028,112.98107822776028
