date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_AO,exit0_AO
2022-05-23,141.03497314453125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-16.91332451315489],[None],[-16.91332451315489],[None],['AO cross_above 0'],['AO cross_below 0'],-16.91332451315489,-16.91332451315489
2022-05-24,138.32489013671875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-16.933207433363975],[None],[-16.933207433363975],[None],['AO cross_above 0'],['AO cross_below 0'],-16.933207433363975,-16.933207433363975
2022-05-25,138.48255920410156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-17.568500967586743],[None],[-17.568500967586743],[None],['AO cross_above 0'],['AO cross_below 0'],-17.568500967586743,-17.568500967586743
2022-05-26,141.69529724121094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-17.345765865550305],[None],[-17.345765865550305],[None],['AO cross_above 0'],['AO cross_below 0'],-17.345765865550305,-17.345765865550305
2022-05-27,147.47032165527344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-16.115972990148208],[None],[-16.115972990148208],[None],['AO cross_above 0'],['AO cross_below 0'],-16.115972990148208,-16.115972990148208
2022-05-31,146.6819305419922,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-13.27591507855584],[None],[-13.27591507855584],[None],['AO cross_above 0'],['AO cross_below 0'],-13.27591507855584,-13.27591507855584
2022-06-01,146.55381774902344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-11.072355113309953],[None],[-11.072355113309953],[None],['AO cross_above 0'],['AO cross_below 0'],-11.072355113309953,-11.072355113309953
2022-06-02,149.01754760742188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-8.514914478975186],[None],[-8.514914478975186],[None],['AO cross_above 0'],['AO cross_below 0'],-8.514914478975186,-8.514914478975186
2022-06-03,143.27210998535156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.131383649040686],[None],[-6.131383649040686],[None],['AO cross_above 0'],['AO cross_below 0'],-6.131383649040686,-6.131383649040686
2022-06-06,144.02108764648438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.391088463278379],[None],[-4.391088463278379],[None],['AO cross_above 0'],['AO cross_below 0'],-4.391088463278379,-4.391088463278379
2022-06-07,146.55381774902344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.9983809976016857],[None],[-3.9983809976016857],[None],['AO cross_above 0'],['AO cross_below 0'],-3.9983809976016857,-3.9983809976016857
2022-06-08,145.81468200683594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.8702920801499374],[None],[-3.8702920801499374],[None],['AO cross_above 0'],['AO cross_below 0'],-3.8702920801499374,-3.8702920801499374
2022-06-09,140.5718231201172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.5256151087143905],[None],[-3.5256151087143905],[None],['AO cross_above 0'],['AO cross_below 0'],-3.5256151087143905,-3.5256151087143905
2022-06-10,135.1417236328125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.6000276902142616],[None],[-3.6000276902142616],[None],['AO cross_above 0'],['AO cross_below 0'],-3.6000276902142616,-3.6000276902142616
2022-06-13,129.96783447265625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.302940996955414],[None],[-4.302940996955414],[None],['AO cross_above 0'],['AO cross_below 0'],-4.302940996955414,-4.302940996955414
2022-06-14,130.83506774902344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.177264628690807],[None],[-6.177264628690807],[None],['AO cross_above 0'],['AO cross_below 0'],-6.177264628690807,-6.177264628690807
2022-06-15,133.46636962890625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-8.160706867891207],[None],[-8.160706867891207],[None],['AO cross_above 0'],['AO cross_below 0'],-8.160706867891207,-8.160706867891207
2022-06-16,128.17422485351562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-10.272089430865122],[None],[-10.272089430865122],[None],['AO cross_above 0'],['AO cross_below 0'],-10.272089430865122,-10.272089430865122
2022-06-17,129.6524658203125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-12.265030849681182],[None],[-12.265030849681182],[None],['AO cross_above 0'],['AO cross_below 0'],-12.265030849681182,-12.265030849681182
2022-06-21,133.89996337890625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-12.867441917868206],[None],[-12.867441917868206],[None],['AO cross_above 0'],['AO cross_below 0'],-12.867441917868206,-12.867441917868206
2022-06-22,133.38751220703125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-11.888735558004925],[None],[-11.888735558004925],[None],['AO cross_above 0'],['AO cross_below 0'],-11.888735558004925,-11.888735558004925
2022-06-23,136.2651824951172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-10.591676195930035],[None],[-10.591676195930035],[None],['AO cross_above 0'],['AO cross_below 0'],-10.591676195930035,-10.591676195930035
2022-06-24,139.6060333251953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-9.362029176599833],[None],[-9.362029176599833],[None],['AO cross_above 0'],['AO cross_below 0'],-9.362029176599833,-9.362029176599833
2022-06-27,139.6060333251953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.787763079474956],[None],[-6.787763079474956],[None],['AO cross_above 0'],['AO cross_below 0'],-6.787763079474956,-6.787763079474956
2022-06-28,135.4472198486328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.2019389881807],[None],[-4.2019389881807],[None],['AO cross_above 0'],['AO cross_below 0'],-4.2019389881807,-4.2019389881807
2022-06-29,137.2112579345703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.7750565472771314],[None],[-2.7750565472771314],[None],['AO cross_above 0'],['AO cross_below 0'],-2.7750565472771314,-2.7750565472771314
2022-06-30,134.7376251220703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-1.7326155269847163],[None],[-1.7326155269847163],[None],['AO cross_above 0'],['AO cross_below 0'],-1.7326155269847163,-1.7326155269847163
2022-07-01,136.9156036376953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-1.5123804877786142],[None],[-1.5123804877786142],[None],['AO cross_above 0'],['AO cross_below 0'],-1.5123804877786142,-1.5123804877786142
2022-07-05,139.50746154785156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.058910953297328],[None],[-2.058910953297328],[None],['AO cross_above 0'],['AO cross_below 0'],-2.058910953297328,-2.058910953297328
2022-07-06,140.8477783203125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.4645885691923297],[None],[-2.4645885691923297],[None],['AO cross_above 0'],['AO cross_below 0'],-2.4645885691923297,-2.4645885691923297
2022-07-07,144.22805786132812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-1.9230011883904012],[None],[-1.9230011883904012],[None],['AO cross_above 0'],['AO cross_below 0'],-1.9230011883904012,-1.9230011883904012
2022-07-08,144.90798950195312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-0.5766477697035839],[None],[-0.5766477697035839],[None],['AO cross_above 0'],['AO cross_below 0'],-0.5766477697035839,-0.5766477697035839
2022-07-11,142.76947021484375,0,[True],[False],BUY. Shares: 27,Entry conditions met: True,{},"{'order_size': 27, 'order_price': None, 'order_valid': None, 'order_status': 1}",[1.386558353199689],[None],[1.386558353199689],[None],['AO cross_above 0'],['AO cross_below 0'],1.386558353199689,1.386558353199689
2022-07-12,143.7451629638672,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[2.7797351163976316],[None],[2.7797351163976316],[None],['AO cross_above 0'],['AO cross_below 0'],2.7797351163976316,2.7797351163976316
2022-07-13,143.38050842285156,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[3.9788239871754456],[None],[3.9788239871754456],[None],['AO cross_above 0'],['AO cross_below 0'],3.9788239871754456,3.9788239871754456
2022-07-14,146.31727600097656,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.203176386216114],[None],[4.203176386216114],[None],['AO cross_above 0'],['AO cross_below 0'],4.203176386216114,4.203176386216114
2022-07-15,147.99264526367188,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.250470105339502],[None],[4.250470105339502],[None],['AO cross_above 0'],['AO cross_below 0'],4.250470105339502,4.250470105339502
2022-07-18,144.93760681152344,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.623087086397078],[None],[4.623087086397078],[None],['AO cross_above 0'],['AO cross_below 0'],4.623087086397078,4.623087086397078
2022-07-19,148.81060791015625,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[5.1611758063821185],[None],[5.1611758063821185],[None],['AO cross_above 0'],['AO cross_below 0'],5.1611758063821185,5.1611758063821185
2022-07-20,150.821044921875,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[5.578116742302399],[None],[5.578116742302399],[None],['AO cross_above 0'],['AO cross_below 0'],5.578116742302399,5.578116742302399
2022-07-21,153.09754943847656,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[7.033205458697154],[None],[7.033205458697154],[None],['AO cross_above 0'],['AO cross_below 0'],7.033205458697154,7.033205458697154
2022-07-22,151.85581970214844,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[8.445235981660744],[None],[8.445235981660744],[None],['AO cross_above 0'],['AO cross_below 0'],8.445235981660744,8.445235981660744
2022-07-25,150.73233032226562,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[9.338236505845032],[None],[9.338236505845032],[None],['AO cross_above 0'],['AO cross_below 0'],9.338236505845032,9.338236505845032
2022-07-26,149.4019012451172,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[10.024264930276331],[None],[10.024264930276331],[None],['AO cross_above 0'],['AO cross_below 0'],10.024264930276331,10.024264930276331
2022-07-27,154.5166473388672,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[10.446029663085938],[None],[10.446029663085938],[None],['AO cross_above 0'],['AO cross_below 0'],10.446029663085938,10.446029663085938
2022-07-28,155.0685272216797,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[10.745001175824342],[None],[10.745001175824342],[None],['AO cross_above 0'],['AO cross_below 0'],10.745001175824342,10.745001175824342
2022-07-29,160.1537322998047,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[10.982529898250817],[None],[10.982529898250817],[None],['AO cross_above 0'],['AO cross_below 0'],10.982529898250817,10.982529898250817
2022-08-01,159.168212890625,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[11.846382948931506],[None],[11.846382948931506],[None],['AO cross_above 0'],['AO cross_below 0'],11.846382948931506,11.846382948931506
2022-08-02,157.68995666503906,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[12.876206790699683],[None],[12.876206790699683],[None],['AO cross_above 0'],['AO cross_below 0'],12.876206790699683,12.876206790699683
2022-08-03,163.7212677001953,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[13.876501689237699],[None],[13.876501689237699],[None],['AO cross_above 0'],['AO cross_below 0'],13.876501689237699,13.876501689237699
2022-08-04,163.40586853027344,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[14.750177226347063],[None],[14.750177226347063],[None],['AO cross_above 0'],['AO cross_below 0'],14.750177226347063,14.750177226347063
2022-08-05,163.1789093017578,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[15.793647092931423],[None],[15.793647092931423],[None],['AO cross_above 0'],['AO cross_below 0'],15.793647092931423,15.793647092931423
2022-08-08,162.70518493652344,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[15.374176429299752],[None],[15.374176429299752],[None],['AO cross_above 0'],['AO cross_below 0'],15.374176429299752,15.374176429299752
2022-08-09,162.75454711914062,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[15.110705790800182],[None],[15.110705790800182],[None],['AO cross_above 0'],['AO cross_below 0'],15.110705790800182,15.110705790800182
2022-08-10,167.01780700683594,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[14.950617397532739],[None],[14.950617397532739],[None],['AO cross_above 0'],['AO cross_below 0'],14.950617397532739,14.950617397532739
2022-08-11,166.2776641845703,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[14.89105808033662],[None],[14.89105808033662],[None],['AO cross_above 0'],['AO cross_below 0'],14.89105808033662,14.89105808033662
2022-08-12,169.84027099609375,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[14.691765145694518],[None],[14.691765145694518],[None],['AO cross_above 0'],['AO cross_below 0'],14.691765145694518,14.691765145694518
2022-08-15,170.91595458984375,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[15.08302868113799],[None],[15.08302868113799],[None],['AO cross_above 0'],['AO cross_below 0'],15.08302868113799,15.08302868113799
2022-08-16,170.75804138183594,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[15.469559209487016],[None],[15.469559209487016],[None],['AO cross_above 0'],['AO cross_below 0'],15.469559209487016,15.469559209487016
2022-08-17,172.25808715820312,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[16.149118266386125],[None],[16.149118266386125],[None],['AO cross_above 0'],['AO cross_below 0'],16.149118266386125,16.149118266386125
2022-08-18,171.86334228515625,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[16.347413410859957],[None],[16.347413410859957],[None],['AO cross_above 0'],['AO cross_below 0'],16.347413410859957,16.347413410859957
2022-08-19,169.26785278320312,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[16.115529318416833],[None],[16.115529318416833],[None],['AO cross_above 0'],['AO cross_below 0'],16.115529318416833,16.115529318416833
2022-08-22,165.3697509765625,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[15.428971503762654],[None],[15.428971503762654],[None],['AO cross_above 0'],['AO cross_below 0'],15.428971503762654,15.428971503762654
2022-08-23,165.03419494628906,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[13.795264973359963],[None],[13.795264973359963],[None],['AO cross_above 0'],['AO cross_below 0'],13.795264973359963,13.795264973359963
2022-08-24,165.3302459716797,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[12.056616884119364],[None],[12.056616884119364],[None],['AO cross_above 0'],['AO cross_below 0'],12.056616884119364,12.056616884119364
2022-08-25,167.79742431640625,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[9.96576389985924],[None],[9.96576389985924],[None],['AO cross_above 0'],['AO cross_below 0'],9.96576389985924,9.96576389985924
2022-08-26,161.4716033935547,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[8.337177276611328],[None],[8.337177276611328],[None],['AO cross_above 0'],['AO cross_below 0'],8.337177276611328,8.337177276611328
2022-08-29,159.2610321044922,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[6.6433240553912185],[None],[6.6433240553912185],[None],['AO cross_above 0'],['AO cross_below 0'],6.6433240553912185,6.6433240553912185
2022-08-30,156.82345581054688,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.785618277157056],[None],[4.785618277157056],[None],['AO cross_above 0'],['AO cross_below 0'],4.785618277157056,4.785618277157056
2022-08-31,155.1556396484375,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[2.8112944659064567],[None],[2.8112944659064567],[None],['AO cross_above 0'],['AO cross_below 0'],2.8112944659064567,2.8112944659064567
2022-09-01,155.88592529296875,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[0.7720003464642673],[None],[0.7720003464642673],[None],['AO cross_above 0'],['AO cross_below 0'],0.7720003464642673,0.7720003464642673
2022-09-02,153.76416015625,27,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -27, 'order_price': None, 'order_valid': None, 'order_status': 1}",[-1.9743240805233029],[None],[-1.9743240805233029],[None],['AO cross_above 0'],['AO cross_below 0'],-1.9743240805233029,-1.9743240805233029
2022-09-06,152.50096130371094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.153206275491158],[None],[-4.153206275491158],[None],['AO cross_above 0'],['AO cross_below 0'],-4.153206275491158,-4.153206275491158
2022-09-07,153.9121856689453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-5.533088863597186],[None],[-5.533088863597186],[None],['AO cross_above 0'],['AO cross_below 0'],-5.533088863597186,-5.533088863597186
2022-09-08,152.43190002441406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.624118311264937],[None],[-6.624118311264937],[None],['AO cross_above 0'],['AO cross_below 0'],-6.624118311264937,-6.624118311264937
2022-09-09,155.30364990234375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-7.514618862376494],[None],[-7.514618862376494],[None],['AO cross_above 0'],['AO cross_below 0'],-7.514618862376494,-7.514618862376494
2022-09-12,161.2841033935547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-7.60897077672621],[None],[-7.60897077672621],[None],['AO cross_above 0'],['AO cross_below 0'],-7.60897077672621,-7.60897077672621
2022-09-13,151.82000732421875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-7.024794814165887],[None],[-7.024794814165887],[None],['AO cross_above 0'],['AO cross_below 0'],-7.024794814165887,-7.024794814165887
2022-09-14,153.27069091796875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.859148631376371],[None],[-6.859148631376371],[None],['AO cross_above 0'],['AO cross_below 0'],-6.859148631376371,-6.859148631376371
2022-09-15,150.36929321289062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.834089032341467],[None],[-6.834089032341467],[None],['AO cross_above 0'],['AO cross_below 0'],-6.834089032341467,-6.834089032341467
2022-09-16,148.72122192382812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.9962344898897015],[None],[-6.9962344898897015],[None],['AO cross_above 0'],['AO cross_below 0'],-6.9962344898897015,-6.9962344898897015
2022-09-19,152.45159912109375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-7.9369703405043595],[None],[-7.9369703405043595],[None],['AO cross_above 0'],['AO cross_below 0'],-7.9369703405043595,-7.9369703405043595
2022-09-20,154.83982849121094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-9.620793376249424],[None],[-9.620793376249424],[None],['AO cross_above 0'],['AO cross_below 0'],-9.620793376249424,-9.620793376249424
2022-09-21,151.7015838623047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-9.735791778564447],[None],[-9.735791778564447],[None],['AO cross_above 0'],['AO cross_below 0'],-9.735791778564447,-9.735791778564447
2022-09-22,150.73446655273438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-9.35220327938302],[None],[-9.35220327938302],[None],['AO cross_above 0'],['AO cross_below 0'],-9.35220327938302,-9.35220327938302
2022-09-23,148.45480346679688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-9.0903216193704],[None],[-9.0903216193704],[None],['AO cross_above 0'],['AO cross_below 0'],-9.0903216193704,-9.0903216193704
2022-09-26,148.79031372070312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-8.635498226390155],[None],[-8.635498226390155],[None],['AO cross_above 0'],['AO cross_below 0'],-8.635498226390155,-8.635498226390155
2022-09-27,149.767333984375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-8.239910125732422],[None],[-8.239910125732422],[None],['AO cross_above 0'],['AO cross_below 0'],-8.239910125732422,-8.239910125732422
2022-09-28,147.87255859375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-8.530087011000688],[None],[-8.530087011000688],[None],['AO cross_above 0'],['AO cross_below 0'],-8.530087011000688,-8.530087011000688
2022-09-29,140.60914611816406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-9.616676913990688],[None],[-9.616676913990688],[None],['AO cross_above 0'],['AO cross_below 0'],-9.616676913990688,-9.616676913990688
2022-09-30,136.38536071777344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-10.653207217945777],[None],[-10.653207217945777],[None],['AO cross_above 0'],['AO cross_below 0'],-10.653207217945777,-10.653207217945777
2022-10-03,140.57957458496094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-11.656941986083979],[None],[-11.656941986083979],[None],['AO cross_above 0'],['AO cross_below 0'],-11.656941986083979,-11.656941986083979
2022-10-04,144.18165588378906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-12.981059085621553],[None],[-12.981059085621553],[None],['AO cross_above 0'],['AO cross_below 0'],-12.981059085621553,-12.981059085621553
2022-10-05,144.47772216796875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-13.592853231991029],[None],[-13.592853231991029],[None],['AO cross_above 0'],['AO cross_below 0'],-13.592853231991029,-13.592853231991029
2022-10-06,143.52044677734375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-13.24405872120576],[None],[-13.24405872120576],[None],['AO cross_above 0'],['AO cross_below 0'],-13.24405872120576,-13.24405872120576
2022-10-07,138.2505340576172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-11.895411682128895],[None],[-11.895411682128895],[None],['AO cross_above 0'],['AO cross_below 0'],-11.895411682128895,-11.895411682128895
2022-10-10,138.57623291015625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-10.831294340245876],[None],[-10.831294340245876],[None],['AO cross_above 0'],['AO cross_below 0'],-10.831294340245876,-10.831294340245876
2022-10-11,137.15513610839844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-10.029824155919698],[None],[-10.029824155919698],[None],['AO cross_above 0'],['AO cross_below 0'],-10.029824155919698,-10.029824155919698
2022-10-12,136.52354431152344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-10.30038191851449],[None],[-10.30038191851449],[None],['AO cross_above 0'],['AO cross_below 0'],-10.30038191851449,-10.30038191851449
2022-10-13,141.1125030517578,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-10.666205013499535],[None],[-10.666205013499535],[None],['AO cross_above 0'],['AO cross_below 0'],-10.666205013499535,-10.666205013499535
2022-10-14,136.56301879882812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-11.256058053409362],[None],[-11.256058053409362],[None],['AO cross_above 0'],['AO cross_below 0'],-11.256058053409362,-11.256058053409362
2022-10-17,140.5400848388672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-10.476822482838344],[None],[-10.476822482838344],[None],['AO cross_above 0'],['AO cross_below 0'],-10.476822482838344,-10.476822482838344
2022-10-18,141.86248779296875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-9.62420564539292],[None],[-9.62420564539292],[None],['AO cross_above 0'],['AO cross_below 0'],-9.62420564539292,-9.62420564539292
2022-10-19,141.97103881835938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-8.365353662827431],[None],[-8.365353662827431],[None],['AO cross_above 0'],['AO cross_below 0'],-8.365353662827431,-8.365353662827431
2022-10-20,141.5072021484375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-7.1125013912425175],[None],[-7.1125013912425175],[None],['AO cross_above 0'],['AO cross_below 0'],-7.1125013912425175,-7.1125013912425175
2022-10-21,145.33628845214844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-5.693471751493547],[None],[-5.693471751493547],[None],['AO cross_above 0'],['AO cross_below 0'],-5.693471751493547,-5.693471751493547
2022-10-24,147.4876708984375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.549325337129488],[None],[-4.549325337129488],[None],['AO cross_above 0'],['AO cross_below 0'],-4.549325337129488,-4.549325337129488
2022-10-25,150.33973693847656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.0293549481560262],[None],[-3.0293549481560262],[None],['AO cross_above 0'],['AO cross_below 0'],-3.0293549481560262,-3.0293549481560262
2022-10-26,147.3889923095703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-1.4513836131376365],[None],[-1.4513836131376365],[None],['AO cross_above 0'],['AO cross_below 0'],-1.4513836131376365,-1.4513836131376365
2022-10-27,142.8987274169922,0,[True],[False],BUY. Shares: 30,Entry conditions met: True,{},"{'order_size': 30, 'order_price': None, 'order_valid': None, 'order_status': 1}",[0.03911648918600008],[None],[0.03911648918600008],[None],['AO cross_above 0'],['AO cross_below 0'],0.03911648918600008,0.03911648918600008
2022-10-28,153.69508361816406,30,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[0.788265003877541],[None],[0.788265003877541],[None],['AO cross_above 0'],['AO cross_below 0'],0.788265003877541,0.788265003877541
2022-10-31,151.3265838623047,30,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[2.5385008868049113],[None],[2.5385008868049113],[None],['AO cross_above 0'],['AO cross_below 0'],2.5385008868049113,2.5385008868049113
2022-11-01,148.67190551757812,30,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[3.645472044103286],[None],[3.645472044103286],[None],['AO cross_above 0'],['AO cross_below 0'],3.645472044103286,3.645472044103286
2022-11-02,143.12570190429688,30,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.008618747486793],[None],[4.008618747486793],[None],['AO cross_above 0'],['AO cross_below 0'],4.008618747486793,4.008618747486793
2022-11-03,137.0564422607422,30,[False],[False],SELL,Stop loss hit,{'stop_loss': 'Triggered: 137.06 < 140.67'},"{'order_size': -30, 'order_price': None, 'order_valid': None, 'order_status': 1}",[3.8615894542020897],[None],[3.8615894542020897],[None],['AO cross_above 0'],['AO cross_below 0'],3.8615894542020897,3.8615894542020897
2022-11-04,136.78955078125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[2.9657948213465204],[None],[2.9657948213465204],[None],['AO cross_above 0'],['AO cross_below 0'],2.9657948213465204,2.9657948213465204
2022-11-07,137.32334899902344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[0.5301179324879399],[None],[0.5301179324879399],[None],['AO cross_above 0'],['AO cross_below 0'],0.5301179324879399,0.5301179324879399
2022-11-08,137.89671325683594,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[-2.0694712919347467],[None],[-2.0694712919347467],[None],['AO cross_above 0'],['AO cross_below 0'],-2.0694712919347467,-2.0694712919347467
2022-11-09,133.31991577148438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.144000872443712],[None],[-4.144000872443712],[None],['AO cross_above 0'],['AO cross_below 0'],-4.144000872443712,-4.144000872443712
2022-11-10,145.18197631835938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.07288302253275],[None],[-6.07288302253275],[None],['AO cross_above 0'],['AO cross_below 0'],-6.07288302253275,-6.07288302253275
2022-11-11,147.9794464111328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-5.390001409194042],[None],[-5.390001409194042],[None],['AO cross_above 0'],['AO cross_below 0'],-5.390001409194042,-5.390001409194042
2022-11-14,146.5757598876953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.5242084278779657],[None],[-3.5242084278779657],[None],['AO cross_above 0'],['AO cross_below 0'],-3.5242084278779657,-3.5242084278779657
2022-11-15,148.31553649902344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-1.1328554490033298],[None],[-1.1328554490033298],[None],['AO cross_above 0'],['AO cross_below 0'],-1.1328554490033298,-1.1328554490033298
