date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_DEMA,exit0_DEMA
2020-12-01,119.87059020996094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[114.51732958160187],[114.68363345108101],[114.51732958160187],[114.68363345108101],['DEMA cross_above None'],['DEMA cross_below None'],114.51732958160187,114.51732958160187
2020-12-02,120.22221374511719,0,[True],[False],BUY. Shares: 27,Entry conditions met: True,{},"{'order_size': 27, 'order_price': None, 'order_valid': None, 'order_status': 1}",[116.30514866614354],[115.67022660265266],[116.30514866614354],[115.67022660265266],['DEMA cross_above None'],['DEMA cross_below None'],116.30514866614354,116.30514866614354
2020-12-03,120.08546447753906,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[117.73605819861785],[116.57973105834225],[117.73605819861785],[116.57973105834225],['DEMA cross_above None'],['DEMA cross_below None'],117.73605819861785,117.73605819861785
2020-12-04,119.4114761352539,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[118.73092037724011],[117.33247731195853],[118.73092037724011],[117.33247731195853],['DEMA cross_above None'],['DEMA cross_below None'],118.73092037724011,118.73092037724011
2020-12-07,120.87663269042969,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[119.2188747506136],[117.8513759034211],[119.2188747506136],[117.8513759034211],['DEMA cross_above None'],['DEMA cross_below None'],119.2188747506136,119.2188747506136
2020-12-08,121.49202728271484,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[120.03623815548008],[118.55608183734259],[120.03623815548008],[118.55608183734259],['DEMA cross_above None'],['DEMA cross_below None'],120.03623815548008,120.03623815548008
2020-12-09,118.95240020751953,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[120.8146166482519],[119.26563424763923],[120.8146166482519],[119.26563424763923],['DEMA cross_above None'],['DEMA cross_below None'],120.8146166482519,120.8146166482519
2020-12-10,120.37850189208984,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[120.51852753622346],[119.40596038424187],[120.51852753622346],[119.40596038424187],['DEMA cross_above None'],['DEMA cross_below None'],120.51852753622346,120.51852753622346
2020-12-11,119.56777954101562,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[120.7399848915432],[119.77541986127655],[120.7399848915432],[119.77541986127655],['DEMA cross_above None'],['DEMA cross_below None'],120.7399848915432,120.7399848915432
2020-12-14,118.95240020751953,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[120.6082759637756],[119.93625752850292],[120.6082759637756],[119.93625752850292],['DEMA cross_above None'],['DEMA cross_below None'],120.6082759637756,120.6082759637756
2020-12-15,124.91075897216797,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[120.28227941683298],[119.95294265149403],[120.28227941683298],[119.95294265149403],['DEMA cross_above None'],['DEMA cross_below None'],120.28227941683298,120.28227941683298
2020-12-16,124.8423843383789,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[121.98979275110014],[121.03840718844589],[121.98979275110014],[121.03840718844589],['DEMA cross_above None'],['DEMA cross_below None'],121.98979275110014,121.98979275110014
2020-12-17,125.71171569824219,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[123.20679654951628],[121.9496818693334],[123.20679654951628],[121.9496818693334],['DEMA cross_above None'],['DEMA cross_below None'],123.20679654951628,123.20679654951628
2020-12-18,123.71908569335938,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[124.36293632820792],[122.87958544862056],[124.36293632820792],[122.87958544862056],['DEMA cross_above None'],['DEMA cross_below None'],124.36293632820792,124.36293632820792
2020-12-21,125.25262451171875,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[124.52274822373559],[123.30501246161495],[124.52274822373559],[123.30501246161495],['DEMA cross_above None'],['DEMA cross_below None'],124.52274822373559,124.52274822373559
2020-12-22,128.81790161132812,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[125.11011736547617],[123.93521325546233],[125.11011736547617],[123.93521325546233],['DEMA cross_above None'],['DEMA cross_below None'],125.11011736547617,125.11011736547617
2020-12-23,127.91922760009766,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[126.68662987002438],[125.10980350392647],[126.68662987002438],[125.10980350392647],['DEMA cross_above None'],['DEMA cross_below None'],126.68662987002438,126.68662987002438
2020-12-24,128.90579223632812,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[127.51535416245744],[125.94192493527959],[127.51535416245744],[125.94192493527959],['DEMA cross_above None'],['DEMA cross_below None'],127.51535416245744,127.51535416245744
2020-12-28,133.5162353515625,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[128.40960826896037],[126.81999799259518],[128.40960826896037],[126.81999799259518],['DEMA cross_above None'],['DEMA cross_below None'],128.40960826896037,128.40960826896037
2020-12-29,131.73843383789062,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[130.54875738553545],[128.39406375197075],[130.54875738553545],[128.39406375197075],['DEMA cross_above None'],['DEMA cross_below None'],130.54875738553545,130.54875738553545
2020-12-30,130.6151580810547,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[131.49114523479014],[129.4065406327852],[131.49114523479014],[129.4065406327852],['DEMA cross_above None'],['DEMA cross_below None'],131.49114523479014,131.49114523479014
2020-12-31,129.60906982421875,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[131.75884391188595],[130.0527303521675],[131.75884391188595],[130.0527303521675],['DEMA cross_above None'],['DEMA cross_below None'],131.75884391188595,131.75884391188595
2021-01-04,126.40523529052734,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[131.56764820319168],[130.4042884906384],[131.56764820319168],[130.4042884906384],['DEMA cross_above None'],['DEMA cross_below None'],131.56764820319168,131.56764820319168
2021-01-05,127.96807098388672,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[130.315792440648],[130.10366456915767],[130.315792440648],[130.10366456915767],['DEMA cross_above None'],['DEMA cross_below None'],130.315792440648,130.315792440648
2021-01-06,123.66047668457031,27,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -27, 'order_price': None, 'order_valid': None, 'order_status': 1}",[129.86513857591956],[130.10753736439506],[129.86513857591956],[130.10753736439506],['DEMA cross_above None'],['DEMA cross_below None'],129.86513857591956,129.86513857591956
2021-01-07,127.8802261352539,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[128.07675010167333],[129.3098790188471],[128.07675010167333],[129.3098790188471],['DEMA cross_above None'],['DEMA cross_below None'],128.07675010167333,128.07675010167333
2021-01-08,128.9839630126953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[128.12853041526827],[129.37116628409603],[128.12853041526827],[129.37116628409603],['DEMA cross_above None'],['DEMA cross_below None'],128.12853041526827,128.12853041526827
2021-01-11,125.9852294921875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[128.51985655889465],[129.6080367883019],[128.51985655889465],[129.6080367883019],['DEMA cross_above None'],['DEMA cross_below None'],128.51985655889465,128.51985655889465
2021-01-12,125.80941009521484,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[127.80584418392459],[129.25228911318914],[127.80584418392459],[129.25228911318914],['DEMA cross_above None'],['DEMA cross_below None'],127.80584418392459,127.80584418392459
2021-01-13,127.8508529663086,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[127.20956123335907],[128.89954829469136],[127.20956123335907],[128.89954829469136],['DEMA cross_above None'],['DEMA cross_below None'],127.20956123335907,127.20956123335907
2021-01-14,125.91686248779297,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[127.4389677729902],[128.95309804845982],[127.4389677729902],[128.95309804845982],['DEMA cross_above None'],['DEMA cross_below None'],127.4389677729902,127.4389677729902
2021-01-15,124.18795013427734,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[126.96681778408748],[128.63609859834773],[126.96681778408748],[128.63609859834773],['DEMA cross_above None'],['DEMA cross_below None'],126.96681778408748,126.96681778408748
2021-01-19,124.86192321777344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[126.04449989626167],[128.03830555024354],[126.04449989626167],[128.03830555024354],['DEMA cross_above None'],['DEMA cross_below None'],126.04449989626167,126.04449989626167
2021-01-20,128.9644012451172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[125.588507957237],[127.63629451770437],[125.588507957237],[127.63629451770437],['DEMA cross_above None'],['DEMA cross_below None'],125.588507957237,125.588507957237
2021-01-21,133.69198608398438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[126.61542890826922],[128.02625999217406],[126.61542890826922],[128.02625999217406],['DEMA cross_above None'],['DEMA cross_below None'],126.61542890826922,126.61542890826922
2021-01-22,135.84095764160156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[128.9433618002997],[129.2116044103253],[128.9433618002997],[129.2116044103253],['DEMA cross_above None'],['DEMA cross_below None'],128.9433618002997,128.9433618002997
2021-01-25,139.60154724121094,0,[True],[False],BUY. Shares: 24,Entry conditions met: True,{},"{'order_size': 24, 'order_price': None, 'order_valid': None, 'order_status': 1}",[131.36911323578647],[130.61239485535162],[131.36911323578647],[130.61239485535162],['DEMA cross_above None'],['DEMA cross_below None'],131.36911323578647,131.36911323578647
2021-01-26,139.83596801757812,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[134.38396305299358],[132.48869138543836],[134.38396305299358],[132.48869138543836],['DEMA cross_above None'],['DEMA cross_below None'],134.38396305299358,134.38396305299358
2021-01-27,138.76150512695312,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[136.6521448959798],[134.13165767317938],[136.6521448959798],[134.13165767317938],['DEMA cross_above None'],['DEMA cross_below None'],136.6521448959798,136.6521448959798
2021-01-28,133.90692138671875,24,[False],[False],SELL,Stop loss hit,{'stop_loss': 'Triggered: 133.91 < 135.92'},"{'order_size': -24, 'order_price': None, 'order_valid': None, 'order_status': 1}",[137.9205705665854],[135.33340606320678],[137.9205705665854],[135.33340606320678],['DEMA cross_above None'],['DEMA cross_below None'],137.9205705665854,137.9205705665854
2021-01-29,128.89601135253906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[137.1926603843635],[135.46759396759717],[137.1926603843635],[135.46759396759717],['DEMA cross_above None'],['DEMA cross_below None'],137.1926603843635,137.1926603843635
2021-02-01,131.0254364013672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[134.9402630114896],[134.65427501164936],[134.9402630114896],[134.65427501164936],['DEMA cross_above None'],['DEMA cross_below None'],134.9402630114896,134.9402630114896
2021-02-02,131.85568237304688,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[133.93659200417173],[134.32255801884358],[133.93659200417173],[134.32255801884358],['DEMA cross_above None'],['DEMA cross_below None'],133.93659200417173,133.93659200417173
2021-02-03,130.830078125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[133.44293799477688],[134.17172209335968],[133.44293799477688],[134.17172209335968],['DEMA cross_above None'],['DEMA cross_below None'],133.44293799477688,133.44293799477688
2021-02-04,134.19993591308594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[132.72096140659687],[133.84119087380253],[132.72096140659687],[133.84119087380253],['DEMA cross_above None'],['DEMA cross_below None'],132.72096140659687,132.72096140659687
2021-02-05,133.78421020507812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[133.28914880126192],[134.15462035632302],[133.28914880126192],[134.15462035632302],['DEMA cross_above None'],['DEMA cross_below None'],133.28914880126192,133.28914880126192
2021-02-08,133.93092346191406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[133.56218433097143],[134.3361878138657],[133.56218433097143],[134.3361878138657],['DEMA cross_above None'],['DEMA cross_below None'],133.56218433097143,133.56218433097143
2021-02-09,133.05050659179688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[133.8008001299494],[134.5064259142844],[133.8008001299494],[134.5064259142844],['DEMA cross_above None'],['DEMA cross_below None'],133.8008001299494,133.8008001299494
2021-02-10,132.44398498535156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[133.6737893716055],[134.4808490318179],[133.6737893716055],[134.4808490318179],['DEMA cross_above None'],['DEMA cross_below None'],133.6737893716055,133.6737893716055
2021-02-11,132.18968200683594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[133.367658241003],[134.33691172377684],[133.367658241003],[134.33691172377684],['DEMA cross_above None'],['DEMA cross_below None'],133.367658241003,133.367658241003
2021-02-12,132.42442321777344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[133.0481257307383],[134.1557840289066],[133.0481257307383],[134.1557840289066],['DEMA cross_above None'],['DEMA cross_below None'],133.0481257307383,133.0481257307383
2021-02-16,130.29185485839844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[132.88344589776676],[134.03226428046798],[132.88344589776676],[134.03226428046798],['DEMA cross_above None'],['DEMA cross_below None'],132.88344589776676,132.88344589776676
2021-02-17,127.99299621582031,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[132.0530500997034],[133.52970767686904],[132.0530500997034],[133.52970767686904],['DEMA cross_above None'],['DEMA cross_below None'],132.0530500997034,132.0530500997034
2021-02-18,126.88760375976562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[130.67899070869944],[132.6719230134238],[130.67899070869944],[132.6719230134238],['DEMA cross_above None'],['DEMA cross_below None'],130.67899070869944,130.67899070869944
2021-02-19,127.04411315917969,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[129.304953627005],[131.72678159125033],[129.304953627005],[131.72678159125033],['DEMA cross_above None'],['DEMA cross_below None'],129.304953627005,129.304953627005
2021-02-22,123.2583236694336,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[128.35696993188398],[130.93759335365974],[128.35696993188398],[130.93759335365974],['DEMA cross_above None'],['DEMA cross_below None'],128.35696993188398,128.35696993188398
2021-02-23,123.12139129638672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[126.42746839481404],[129.56948896878941],[126.42746839481404],[129.56948896878941],['DEMA cross_above None'],['DEMA cross_below None'],126.42746839481404,126.42746839481404
2021-02-24,122.6224594116211,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[124.98578659046646],[128.367482315775],[124.98578659046646],[128.367482315775],['DEMA cross_above None'],['DEMA cross_below None'],124.98578659046646,124.98578659046646
2021-02-25,118.35733032226562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[123.79412474981274],[127.2454339788203],[123.79412474981274],[127.2454339788203],['DEMA cross_above None'],['DEMA cross_below None'],123.79412474981274,123.79412474981274
2021-02-26,118.62145233154297,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[121.54770793973063],[125.51128052063919],[121.54770793973063],[125.51128052063919],['DEMA cross_above None'],['DEMA cross_below None'],121.54770793973063,121.54770793973063
2021-03-01,125.00936889648438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[120.02575428918996],[124.07473757629751],[120.02575428918996],[124.07473757629751],['DEMA cross_above None'],['DEMA cross_below None'],120.02575428918996,120.02575428918996
2021-03-02,122.39747619628906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[121.0722105625228],[124.00813481282574],[121.0722105625228],[124.00813481282574],['DEMA cross_above None'],['DEMA cross_below None'],121.0722105625228,121.0722105625228
2021-03-03,119.40404510498047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[121.03944926886987],[123.48888293687494],[121.03944926886987],[123.48888293687494],['DEMA cross_above None'],['DEMA cross_below None'],121.03944926886987,121.03944926886987
2021-03-04,117.51605224609375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[120.0728476099562],[122.51090098339358],[120.0728476099562],[122.51090098339358],['DEMA cross_above None'],['DEMA cross_below None'],120.0728476099562,120.0728476099562
2021-03-05,118.77798461914062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[118.77954464510181],[121.33965758785763],[118.77954464510181],[121.33965758785763],['DEMA cross_above None'],['DEMA cross_below None'],118.77954464510181,118.77954464510181
2021-03-08,113.82807922363281,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[118.28917923330542],[120.5751253944069],[118.28917923330542],[120.5751253944069],['DEMA cross_above None'],['DEMA cross_below None'],118.28917923330542,118.28917923330542
2021-03-09,118.45515441894531,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[116.34074458345023],[119.03504122983227],[116.34074458345023],[119.03504122983227],['DEMA cross_above None'],['DEMA cross_below None'],116.34074458345023,116.34074458345023
2021-03-10,117.36930847167969,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[116.48296887878048],[118.56648745248252],[116.48296887878048],[118.56648745248252],['DEMA cross_above None'],['DEMA cross_below None'],116.48296887878048,116.48296887878048
2021-03-11,119.30623626708984,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[116.28441575639854],[117.9849434127123],[116.28441575639854],[117.9849434127123],['DEMA cross_above None'],['DEMA cross_below None'],116.28441575639854,116.28441575639854
2021-03-12,118.39647674560547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[116.82767096106461],[117.85468102158224],[116.82767096106461],[117.85468102158224],['DEMA cross_above None'],['DEMA cross_below None'],116.82767096106461,116.82767096106461
2021-03-15,121.29205322265625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[116.97252676224375],[117.59617928930405],[116.97252676224375],[117.59617928930405],['DEMA cross_above None'],['DEMA cross_below None'],116.97252676224375,116.97252676224375
2021-03-16,122.83769226074219,0,[True],[False],BUY. Shares: 27,Entry conditions met: True,{},"{'order_size': 27, 'order_price': None, 'order_valid': None, 'order_status': 1}",[118.07378443919407],[117.91710487351457],[118.07378443919407],[117.91710487351457],['DEMA cross_above None'],['DEMA cross_below None'],118.07378443919407,118.07378443919407
2021-03-17,122.04529571533203,27,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[119.42833409613837],[118.49081247520039],[119.42833409613837],[118.49081247520039],['DEMA cross_above None'],['DEMA cross_below None'],119.42833409613837,119.42833409613837
2021-03-18,117.90733337402344,27,[False],[False],SELL,Stop loss hit,{'stop_loss': 'Triggered: 117.91 < 119.41'},"{'order_size': -27, 'order_price': None, 'order_valid': None, 'order_status': 1}",[120.18585552634086],[118.85612821152225],[120.18585552634086],[118.85612821152225],['DEMA cross_above None'],['DEMA cross_below None'],120.18585552634086,120.18585552634086
2021-03-19,117.37909698486328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[119.38650431105177],[118.43344944400009],[119.38650431105177],[118.43344944400009],['DEMA cross_above None'],['DEMA cross_below None'],119.38650431105177,119.38650431105177
2021-03-22,120.70511627197266,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[118.62787961887877],[117.98684987373203],[118.62787961887877],[117.98684987373203],['DEMA cross_above None'],['DEMA cross_below None'],118.62787961887877,118.62787961887877
2021-03-23,119.87359619140625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[119.17826838650106],[118.21911310853137],[119.17826838650106],[118.21911310853137],['DEMA cross_above None'],['DEMA cross_below None'],119.17826838650106,119.17826838650106
2021-03-24,117.4769058227539,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[119.32230209308483],[118.28094855971283],[119.32230209308483],[118.28094855971283],['DEMA cross_above None'],['DEMA cross_below None'],119.32230209308483,119.32230209308483
2021-03-25,117.96604919433594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[118.6446516127582],[117.9112387159738],[118.6446516127582],[117.9112387159738],['DEMA cross_above None'],['DEMA cross_below None'],118.6446516127582,118.6446516127582
2021-03-26,118.57255554199219,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[118.31411494165744],[117.69339038165154],[118.31411494165744],[117.69339038165154],['DEMA cross_above None'],['DEMA cross_below None'],118.31411494165744,118.31411494165744
2021-03-29,118.74861907958984,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[118.28183825205247],[117.62755794258784],[118.28183825205247],[117.62755794258784],['DEMA cross_above None'],['DEMA cross_below None'],118.28183825205247,118.28183825205247
2021-03-30,117.29104614257812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[118.32804485375216],[117.6141782666319],[118.32804485375216],[117.6141782666319],['DEMA cross_above None'],['DEMA cross_below None'],118.32804485375216,118.32804485375216
2021-03-31,119.49210357666016,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[117.89103753276507],[117.34910313119155],[117.89103753276507],[117.34910313119155],['DEMA cross_above None'],['DEMA cross_below None'],117.89103753276507,117.89103753276507
2021-04-01,120.32360076904297,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[118.30628330799297],[117.53087238941863],[118.30628330799297],[117.53087238941863],['DEMA cross_above None'],['DEMA cross_below None'],118.30628330799297,118.30628330799297
2021-04-05,123.1604995727539,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[118.89833352752554],[117.8482950705061],[118.89833352752554],[117.8482950705061],['DEMA cross_above None'],['DEMA cross_below None'],118.89833352752554,118.89833352752554
2021-04-06,123.46375274658203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[120.2795987250185],[118.64521732665936],[120.2795987250185],[118.64521732665936],['DEMA cross_above None'],['DEMA cross_below None'],120.2795987250185,120.2795987250185
2021-04-07,125.11698150634766,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[121.39973270304324],[119.39354004176585],[121.39973270304324],[119.39354004176585],['DEMA cross_above None'],['DEMA cross_below None'],121.39973270304324,121.39973270304324
2021-04-08,127.52346801757812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[122.76432842853733],[120.34293607748911],[122.76432842853733],[120.34293607748911],['DEMA cross_above None'],['DEMA cross_below None'],122.76432842853733,122.76432842853733
2021-04-09,130.10601806640625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[124.55112451552476],[121.59995891538021],[124.55112451552476],[121.59995891538021],['DEMA cross_above None'],['DEMA cross_below None'],124.55112451552476,124.55112451552476
2021-04-12,128.38430786132812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[126.69923905277537],[123.15116817795102],[126.69923905277537],[123.15116817795102],['DEMA cross_above None'],['DEMA cross_below None'],126.69923905277537,126.69923905277537
2021-04-13,131.5048828125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[127.68069347731004],[124.17173309163726],[127.68069347731004],[124.17173309163726],['DEMA cross_above None'],['DEMA cross_below None'],127.68069347731004,127.68069347731004
2021-04-14,129.15713500976562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[129.39255516301466],[125.61146150209815],[129.39255516301466],[125.61146150209815],['DEMA cross_above None'],['DEMA cross_below None'],129.39255516301466,129.39255516301466
2021-04-15,131.57333374023438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[129.83222619632573],[126.41757446626873],[129.83222619632573],[126.41757446626873],['DEMA cross_above None'],['DEMA cross_below None'],129.83222619632573,129.83222619632573
2021-04-16,131.24073791503906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[130.90297775145552],[127.54061510272467],[130.90297775145552],[127.54061510272467],['DEMA cross_above None'],['DEMA cross_below None'],130.90297775145552,130.90297775145552
2021-04-19,131.9059600830078,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[131.53197334577632],[128.4361726498789],[131.53197334577632],[128.4361726498789],['DEMA cross_above None'],['DEMA cross_below None'],131.53197334577632,131.53197334577632
2021-04-20,130.21360778808594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[132.16331704937784],[129.3153842349601],[132.16331704937784],[129.3153842349601],['DEMA cross_above None'],['DEMA cross_below None'],132.16331704937784,132.16331704937784
2021-04-21,130.59510803222656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[132.0179891182156],[129.75159625766477],[132.0179891182156],[129.75159625766477],['DEMA cross_above None'],['DEMA cross_below None'],132.0179891182156,132.0179891182156
2021-04-22,129.0690460205078,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[131.9871702919426],[130.18207382194893],[131.9871702919426],[130.18207382194893],['DEMA cross_above None'],['DEMA cross_below None'],131.9871702919426,131.9871702919426
2021-04-23,131.3972930908203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[131.41603761065556],[130.26136991403553],[131.41603761065556],[130.26136991403553],['DEMA cross_above None'],['DEMA cross_below None'],131.41603761065556,131.41603761065556
2021-04-26,131.78860473632812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[131.7257910756776],[130.7378242435007],[131.7257910756776],[130.7378242435007],['DEMA cross_above None'],['DEMA cross_below None'],131.7257910756776,131.7257910756776
2021-04-27,131.46571350097656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[132.05164648516245],[131.2048147649675],[132.05164648516245],[131.2048147649675],['DEMA cross_above None'],['DEMA cross_below None'],132.05164648516245,132.05164648516245
2021-04-28,130.67337036132812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[132.15434459887214],[131.53381122598068],[132.15434459887214],[131.53381122598068],['DEMA cross_above None'],['DEMA cross_below None'],132.15434459887214,132.15434459887214
2021-04-29,130.57557678222656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[131.9383966421198],[131.65877240592144],[131.9383966421198],[131.65877240592144],['DEMA cross_above None'],['DEMA cross_below None'],131.9383966421198,131.9383966421198
2021-04-30,128.5995330810547,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[131.7196889331597],[131.73438667225275],[131.7196889331597],[131.73438667225275],['DEMA cross_above None'],['DEMA cross_below None'],131.7196889331597,131.7196889331597
2021-05-03,129.65599060058594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[130.88222181682605],[131.42730734003447],[130.88222181682605],[131.42730734003447],['DEMA cross_above None'],['DEMA cross_below None'],130.88222181682605,130.88222181682605
2021-05-04,125.06806945800781,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[130.59538470455445],[131.34193288560314],[130.59538470455445],[131.34193288560314],['DEMA cross_above None'],['DEMA cross_below None'],130.59538470455445,130.59538470455445
2021-05-05,125.31262969970703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[128.8556472813065],[130.42447792280035],[128.8556472813065],[130.42447792280035],['DEMA cross_above None'],['DEMA cross_below None'],128.8556472813065,128.8556472813065
2021-05-06,126.91693878173828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[127.64666684404776],[129.66923516521524],[127.64666684404776],[129.66923516521524],['DEMA cross_above None'],['DEMA cross_below None'],127.64666684404776,127.64666684404776
2021-05-07,127.59307098388672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[127.29054121831163],[129.30251332669425],[127.29054121831163],[129.30251332669425],['DEMA cross_above None'],['DEMA cross_below None'],127.29054121831163,127.29054121831163
2021-05-10,124.30059051513672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[127.26330735595639],[129.10333349514318],[127.26330735595639],[129.10333349514318],['DEMA cross_above None'],['DEMA cross_below None'],127.26330735595639,127.26330735595639
2021-05-11,123.37950134277344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[126.16755440480722],[128.3293121646784],[126.16755440480722],[128.3293121646784],['DEMA cross_above None'],['DEMA cross_below None'],126.16755440480722,126.16755440480722
2021-05-12,120.30259704589844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[125.06782373128411],[127.49207016766024],[125.06782373128411],[127.49207016766024],['DEMA cross_above None'],['DEMA cross_below None'],125.06782373128411,125.06782373128411
